feature,mean_abs_shap
olr_lag0,0.00015854955
d20_lag3,0.000111087764
sst_lag0,0.00010027394
sst_lag3,9.795387e-05
olr_lag1,9.617067e-05
d20_lag0,8.552696e-05
d20_lag1,7.1093535e-05
tauu_lag0,7.0910246e-05
olr_lag3,6.3239146e-05
sst_lag1,5.420038e-05
d20_lag2,5.0537335e-05
olr_lag2,4.928112e-05
slp_lag0,4.7712576e-05
tauu_lag1,4.1088086e-05
slp_lag1,4.051937e-05
tauu_lag2,3.282566e-05
slp_lag3,3.2553042e-05
sst_lag2,2.9613158e-05
tauu_lag3,2.7686856e-05
slp_lag2,1.8253404e-05
