rank,trial_id,n_folds,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,mean_val_start,std_val_start,mean_val_end,std_val_end,mean_best_val_loss,std_best_val_loss,mean_val_accuracy,std_val_accuracy,mean_val_f1_macro,std_val_f1_macro,mean_val_auc_macro,std_val_auc_macro,mean_val_bss,std_val_bss,mean_selection_score,std_selection_score
18,87,3,"[128, 256, 512]",3,0.0,256,1,0.0005,1e-05,32,25,1.0,60,,,,,0.9002790451049805,0.07603949617002449,0.6105919003115264,0.03440922435260829,0.47597051072419033,0.02156306102632915,0.7145221825196816,0.0495611115787286,0.12396801545705416,0.09937519250995816,0.12396801545705416,0.09937519250995816
19,26,3,"[64, 128, 256]",3,0.2,512,1,0.0003,0.0,16,25,1.0,60,,,,,0.8806011316560882,0.07010720985222932,0.5545171339563862,0.038407563881426646,0.4974048529943673,0.07208640246460667,0.7250872411818291,0.056810762055161425,0.12218376134455007,0.09230160876623383,0.12218376134455007,0.09230160876623383
20,126,3,"[32, 64, 128]",5,0.2,256,2,0.001,1e-05,32,12,0.5,60,,,,,0.9139057397842407,0.15151488914070602,0.5514018691588785,0.040378446719052094,0.46656802071177705,0.08751609997176607,0.7271618713435072,0.05927935026246829,0.12207717453402327,0.12764121355235775,0.12207717453402327,0.12764121355235775
21,94,3,"[64, 128, 256]",3,0.0,256,2,0.0005,0.0001,16,25,1.0,60,,,,,0.8861848141916816,0.06316954338470235,0.5856697819314641,0.050808431247040785,0.45898039254914874,0.07370074976868342,0.7125628520108754,0.06444984592356097,0.12204991879937388,0.08297721877477841,0.12204991879937388,0.08297721877477841
22,99,3,"[32, 64, 128]",3,0.2,128,1,0.001,0.0001,16,25,0.5,60,,,,,0.8734221952355168,0.086352935896997,0.5545171339563862,0.057273446451246844,0.47901237034369276,0.09981420122507376,0.7286536772532552,0.0522345159101117,0.12193773952397113,0.10739750353633909,0.12193773952397113,0.10739750353633909
23,49,3,"[128, 256, 512]",5,0.0,128,2,0.0003,0.0001,16,25,0.5,60,,,,,0.8879190079891051,0.07651389175863582,0.5638629283489096,0.046625014165407375,0.5057455907254367,0.07985281373120048,0.7288409910805878,0.06695309247554364,0.12193758197914983,0.10631010852612702,0.12193758197914983,0.10631010852612702
24,50,3,"[64, 128, 256]",3,0.0,256,2,0.0003,1e-05,32,12,1.0,60,,,,,0.8853029807408651,0.0769129415616481,0.5794392523364486,0.08253982118063408,0.4431259267732029,0.1235207198394993,0.7226946107287047,0.07068851556935693,0.11977902779585152,0.10705377595465043,0.11977902779585152,0.10705377595465043
25,104,3,"[64, 128, 256]",3,0.0,512,2,0.0005,0.0,32,25,0.5,60,,,,,0.8874556620915731,0.11705056363806574,0.5669781931464174,0.10692213272106238,0.4679065637312821,0.16065469712425717,0.7276716798405584,0.06894202025339789,0.11806565657154822,0.14650976884850125,0.11806565657154822,0.14650976884850125
26,96,3,"[32, 64, 128]",3,0.0,128,2,0.001,0.0,16,25,0.5,60,,,,,0.8891706789765402,0.09356793725605632,0.5295950155763239,0.06167909617826581,0.48183573028060106,0.08021045106587395,0.7180465230452747,0.05557098984298218,0.11632768986726612,0.12450049738388398,0.11632768986726612,0.12450049738388398
27,121,3,"[128, 256, 512]",3,0.4,256,1,0.0003,1e-05,32,25,0.5,60,,,,,0.8873986005783081,0.08462530588178117,0.557632398753894,0.0496491509361658,0.4767131843226637,0.10063075964329689,0.7244577686604797,0.05470384428704183,0.11603919500829611,0.10226163374915816,0.11603919500829611,0.10226163374915816
28,127,3,"[128, 256, 512]",5,0.2,256,1,0.0003,0.0001,32,25,1.0,60,,,,,0.8910147349039713,0.09573569378735843,0.557632398753894,0.06489927307165,0.4798728152564902,0.0777302135733821,0.7189300844960634,0.06376490805055003,0.11477178317063881,0.11453825601032924,0.11477178317063881,0.11453825601032924
29,42,3,"[128, 256, 512]",3,0.2,128,2,0.0003,0.0,16,12,1.0,60,,,,,0.8938833610662419,0.0648379971094738,0.6012461059190031,0.043390617685931845,0.4665842359777374,0.09197791499795513,0.7043984356057172,0.057891830841138414,0.11446786849658537,0.09075690864457472,0.11446786849658537,0.09075690864457472
30,103,3,"[64, 128, 256]",5,0.2,512,1,0.0005,1e-05,8,12,1.0,60,,,,,0.8769552299166765,0.08947422310729443,0.5669781931464174,0.05080843124704079,0.4584964705992427,0.05107360810392519,0.7132483503104249,0.049229946914377626,0.1143981105294997,0.11866444555045959,0.1143981105294997,0.11866444555045959
31,68,3,"[64, 128, 256, 512]",3,0.0,128,2,0.0005,0.0,16,12,0.5,60,,,,,0.895363030960998,0.08338412604141823,0.5825545171339563,0.08678123537186366,0.48591051323670253,0.11518381381266893,0.720857864428536,0.06175974655062481,0.11422470075228253,0.1216101384118375,0.11422470075228253,0.1216101384118375
32,123,3,"[32, 64, 128]",3,0.2,512,1,0.0003,0.0001,16,25,0.5,60,,,,,0.8934274256415083,0.09614098043162432,0.5763239875389408,0.062149337517943944,0.4897087344393017,0.09236068049600164,0.7250209543932575,0.06554510324593799,0.11389286944340282,0.11824839874938026,0.11389286944340282,0.11824839874938026
33,3,3,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,,,,,0.8999429204010889,0.05313418036812432,0.5545171339563862,0.04599633352097631,0.4594430713235187,0.10511888070838638,0.7139610348154956,0.06680729984059464,0.11386142114228648,0.09306755227826205,0.11386142114228648,0.09306755227826205
34,101,3,"[128, 256, 512]",5,0.0,256,2,0.0003,1e-05,32,25,1.0,60,,,,,0.8887393673261007,0.04666174563329081,0.5638629283489096,0.04471246135329385,0.445142657870994,0.0764014061315336,0.7237225853520997,0.047552798325425985,0.11350293556261641,0.07819177855355702,0.11350293556261641,0.07819177855355702
35,53,3,"[32, 64, 128]",3,0.2,512,2,0.0005,0.0,16,25,1.0,60,,,,,0.8775052996439355,0.09256600233538455,0.5451713395638628,0.057273446451246844,0.42788041524220205,0.04481017755811173,0.7026542950458919,0.07185226909382873,0.11252875733955063,0.13374415976824083,0.11252875733955063,0.13374415976824083
36,86,3,"[32, 64, 128]",3,0.4,128,2,0.0005,1e-05,8,12,1.0,60,,,,,0.8878641553756975,0.0866363162892222,0.5482866043613707,0.07212359440990793,0.5072024976746854,0.08929763668807751,0.7340768761786828,0.06312054999012119,0.11223185418150432,0.1154995067989711,0.11223185418150432,0.1154995067989711
37,21,3,"[128, 256, 512]",3,0.2,256,2,0.0003,0.0,16,12,1.0,60,,,,,0.8845429997949213,0.07741452550125003,0.5794392523364486,0.06993752124811106,0.4996718433268971,0.10331814485304917,0.7169102858112194,0.054345400933317,0.11194641792027886,0.09852161763319885,0.11194641792027886,0.09852161763319885
38,17,3,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,,,,,0.8817728757858276,0.07971451037270977,0.5233644859813084,0.06104647334039071,0.4714201537276743,0.1010070018728611,0.7238632441761551,0.051395500800647094,0.11095562018165905,0.09845550937968653,0.11095562018165905,0.09845550937968653
39,106,3,"[64, 128, 256]",5,0.2,256,1,0.0005,1e-05,32,12,0.5,60,,,,,0.8868776559829712,0.09499155176514679,0.5607476635514018,0.03496876062405553,0.48926913615449824,0.08714906352493783,0.7217655148998076,0.07212103902906714,0.10903348416982143,0.1195116214648992,0.10903348416982143,0.1195116214648992
40,30,3,"[64, 128, 256, 512]",3,0.0,128,1,0.0003,0.0,32,12,0.5,60,,,,,0.8998136719067892,0.07565173326872844,0.5856697819314641,0.06120524206974611,0.4402734645143833,0.14843147710441337,0.7215451042370581,0.05417268575100202,0.10797740154633077,0.10617720727298097,0.10797740154633077,0.10617720727298097
41,36,3,"[64, 128, 256]",5,0.2,128,2,0.0003,1e-05,32,12,0.5,60,,,,,0.9016915361086527,0.08302805204863645,0.5451713395638629,0.09167563220911003,0.4814310059493951,0.11104394218767269,0.7252790813718786,0.06932012935178992,0.10784474288387054,0.14093322776553882,0.10784474288387054,0.14093322776553882
42,37,3,"[64, 128, 256, 512]",3,0.2,128,2,0.0005,0.0,16,12,0.5,60,,,,,0.8986604345550419,0.03294016915730018,0.5451713395638629,0.023312507082703687,0.48182273378776763,0.08295977684237527,0.7248154222329116,0.036053890370299185,0.10767858992695056,0.06454762341253886,0.10767858992695056,0.06454762341253886
43,41,3,"[128, 256, 512]",3,0.4,256,2,0.001,0.0,32,25,1.0,60,,,,,0.926268458366394,0.13913632648338997,0.573208722741433,0.02679852108112968,0.43854123342178375,0.10737387312498539,0.7126970729907759,0.0722861533698022,0.10699052213884057,0.12327933273641149,0.10699052213884057,0.12327933273641149
44,122,3,"[32, 64, 128]",5,0.4,512,1,0.0005,0.0,32,25,0.5,60,,,,,0.895317534605662,0.11094505439570758,0.5700934579439251,0.05003856200688166,0.4871546059380971,0.07676613385908139,0.7117941457269783,0.058987369626883834,0.10684113329993213,0.12837065199292733,0.10684113329993213,0.12837065199292733
45,29,3,"[64, 128, 256]",3,0.4,512,1,0.001,1e-05,16,12,0.5,60,,,,,0.9107500327710424,0.0972748167821695,0.5950155763239875,0.07831654261667624,0.5117557126029816,0.1268815895106161,0.7288798490644844,0.07065095581761396,0.10646441585163587,0.13032578318172244,0.10646441585163587,0.13032578318172244
46,12,3,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,,,,,0.9163228670756022,0.16769473619798916,0.5514018691588785,0.1724967999988427,0.5285822472021058,0.16696922085151833,0.7430663650130344,0.08808291635819274,0.10502257016136929,0.1778475991605728,0.10502257016136929,0.1778475991605728
47,125,3,"[64, 128, 256]",5,0.4,128,2,0.0005,0.0,8,25,1.0,60,,,,,0.907266113616967,0.07283963834134563,0.5576323987538939,0.050808431247040785,0.47599258228483704,0.10369623695941943,0.724470409261719,0.05192775840322506,0.1037951202796606,0.11164356871137611,0.1037951202796606,0.11164356871137611
48,113,3,"[64, 128, 256]",5,0.2,256,2,0.0003,1e-05,16,25,1.0,60,,,,,0.9039508360568608,0.06793935894011778,0.5576323987538939,0.04202721982315278,0.4248556196761652,0.03945552665852572,0.7082320000975942,0.05713165863866009,0.1023598817230984,0.09584868684927228,0.1023598817230984,0.09584868684927228
49,119,3,"[64, 128, 256]",5,0.2,256,1,0.0003,0.0,8,25,1.0,60,,,,,0.8991059105715647,0.10126897913140052,0.5482866043613707,0.08405443964630555,0.49734310008859733,0.10269092926972066,0.7359816243432373,0.054864928736374774,0.10225295567446162,0.12892337241306576,0.10225295567446162,0.12892337241306576
50,89,3,"[64, 128, 256, 512]",5,0.4,128,1,0.0005,0.0001,8,12,1.0,60,,,,,0.8942710317183877,0.0838994767930024,0.5794392523364486,0.0727932800345665,0.5303872257637003,0.11278337040525035,0.7329847487332514,0.07896620401216585,0.10217354767689124,0.1255742527492009,0.10217354767689124,0.1255742527492009
51,45,3,"[32, 64, 128]",3,0.4,128,2,0.001,1e-05,32,12,0.5,60,,,,,0.8992354472478231,0.11146216669919135,0.5638629283489097,0.0801537715281533,0.4602301900485259,0.1399903707189187,0.7261773505503601,0.058478931487849724,0.10146262860426636,0.13053010373581708,0.10146262860426636,0.13053010373581708
52,77,3,"[128, 256, 512]",3,0.2,128,2,0.0005,0.0001,16,25,0.5,60,,,,,0.9043952609148352,0.09090541915759984,0.5420560747663551,0.1026620377151656,0.4312928020772504,0.11464646406718733,0.7114927652402785,0.06674447832413435,0.1006889103970402,0.12930335138382565,0.1006889103970402,0.12930335138382565
53,51,3,"[128, 256, 512]",3,0.0,128,1,0.0003,1e-05,8,25,0.5,60,,,,,0.9044522353421862,0.11921316508731095,0.5482866043613707,0.03764188776820737,0.4287124627099734,0.10107672473728871,0.7237650378086018,0.07146137021772225,0.10062104218134893,0.12968997741040503,0.10062104218134893,0.12968997741040503
54,115,3,"[128, 256, 512]",3,0.0,256,2,0.0003,1e-05,8,25,0.5,60,,,,,0.9112164484006223,0.05994539381056576,0.5794392523364486,0.03815404583774421,0.4752943987531338,0.0943295347209076,0.7065940958244781,0.05687685033492676,0.0985682230869167,0.09263673545221494,0.0985682230869167,0.09263673545221494
55,92,3,"[64, 128, 256]",5,0.0,128,2,0.0003,0.0,8,12,0.5,60,,,,,0.9070922927321675,0.07195071720068867,0.5545171339563862,0.06489927307165001,0.5186798048841968,0.07232570377196748,0.7298816456889116,0.06737442513848502,0.0981220443612915,0.09863225327811288,0.0981220443612915,0.09863225327811288
56,40,3,"[64, 128, 256, 512]",5,0.2,512,2,0.0005,0.0,32,25,0.5,60,,,,,0.9708308776219686,0.17810301255466207,0.5856697819314641,0.04471246135329385,0.5479333807482875,0.06281191324139428,0.7573181581593236,0.056579816193364,0.0965175743175416,0.14592458630827837,0.0965175743175416,0.14592458630827837
57,24,3,"[32, 64, 128]",3,0.4,128,1,0.0003,0.0,32,12,0.5,60,,,,,0.9110521276791891,0.0639733392217236,0.5482866043613707,0.04471246135329382,0.43926942433489485,0.06176418214379231,0.7079623948587157,0.048363615363486594,0.09602492541988746,0.09464380594467907,0.09602492541988746,0.09464380594467907
58,95,3,"[128, 256, 512]",5,0.4,128,1,0.0003,0.0,32,12,0.5,60,,,,,0.898543119430542,0.06093409220716948,0.5358255451713395,0.03764188776820739,0.4462065326666033,0.046654879144211715,0.7250587276957056,0.049883981413396644,0.09582067038880575,0.05990169358732308,0.09582067038880575,0.05990169358732308
59,83,3,"[64, 128, 256, 512]",5,0.2,128,2,0.0003,0.0001,16,12,0.5,60,,,,,0.9162146423093255,0.03533302898621976,0.5763239875389408,0.030839548089132918,0.48037190633447063,0.07435098693067393,0.7377513779401709,0.04001004991431641,0.0957821354091624,0.04691315092418401,0.0957821354091624,0.04691315092418401
60,13,3,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,,,,,0.9079713468611055,0.13783629449550783,0.5264797507788161,0.05194184423842076,0.5226015471835899,0.039072127790459675,0.7607399860915235,0.07190157098645443,0.09517942381497424,0.14508325252248006,0.09517942381497424,0.14508325252248006
61,82,3,"[32, 64, 128]",5,0.0,512,1,0.001,1e-05,8,12,0.5,60,,,,,0.9504531859608826,0.13829620109982166,0.5856697819314641,0.08230432905684056,0.50403134728869,0.09934848676372625,0.7082152937488053,0.07267655491599596,0.09482703464565605,0.18665520200609106,0.09482703464565605,0.18665520200609106
62,97,3,"[64, 128, 256]",3,0.2,512,2,0.0005,0.0,16,25,0.5,60,,,,,0.9064745193701295,0.09875314273498459,0.5887850467289719,0.040378446719052094,0.39577318195204375,0.08184097143786419,0.708859243468814,0.05805330457497021,0.09396277743630303,0.12241759654923305,0.09396277743630303,0.12241759654923305
63,65,3,"[32, 64, 128]",5,0.0,512,2,0.0005,0.0001,32,25,1.0,60,,,,,0.9004533092180887,0.09181511142979924,0.5233644859813084,0.0866693317336047,0.4321677902121257,0.13741719752599385,0.7113394732805469,0.06753938850632096,0.09304507160582624,0.10698559293308038,0.09304507160582624,0.10698559293308038
64,81,3,"[128, 256, 512]",3,0.4,128,1,0.0003,0.0001,16,12,0.5,60,,,,,0.9116047797173353,0.05500053279253287,0.5607476635514018,0.042486547342635066,0.5014336236584226,0.046051755767069255,0.7240726838339309,0.03944759350195996,0.09279925094940489,0.0675588803484694,0.09279925094940489,0.0675588803484694
65,25,3,"[64, 128, 256]",3,0.4,512,2,0.001,0.0,8,25,1.0,60,,,,,0.9158499840635378,0.09466879629396852,0.5607476635514018,0.05761134582213995,0.48836077891072033,0.09005198430436279,0.7202319368035863,0.04574357251209293,0.0903310398292309,0.1175852881287394,0.0903310398292309,0.1175852881287394
66,118,3,"[128, 256, 512]",3,0.0,128,1,0.0005,0.0001,8,12,0.5,60,,,,,0.8944892797886025,0.08538407241052083,0.5389408099688473,0.028889777244534905,0.48393012692047116,0.07789620766375374,0.7073816167585535,0.05043178116171507,0.08819935947082846,0.11264118154707613,0.08819935947082846,0.11264118154707613
67,23,3,"[32, 64, 128]",5,0.0,128,1,0.001,0.0001,32,25,0.5,60,,,,,0.9119240840276083,0.08272363795005909,0.5389408099688473,0.04202721982315276,0.47722263784392355,0.06659156801765506,0.718131242180859,0.07267202274218386,0.08722098727709515,0.10996347794058865,0.08722098727709515,0.10996347794058865
68,48,3,"[64, 128, 256, 512]",3,0.2,256,2,0.001,0.0,8,25,1.0,60,,,,,0.9034526177284502,0.06707371713960895,0.5171339563862928,0.019203781940713302,0.37725281539150785,0.0687896808343576,0.7690479577963264,0.07090393947582065,0.08715457388134602,0.07313916276879306,0.08715457388134602,0.07313916276879306
69,76,3,"[64, 128, 256, 512]",3,0.2,256,2,0.0005,0.0,16,12,1.0,60,,,,,0.9230357740898371,0.10131978115042223,0.5389408099688473,0.03915827130833809,0.422194551851717,0.10248890000846435,0.7133922989531866,0.03683989948208512,0.08608175670286085,0.10053058968410672,0.08608175670286085,0.10053058968410672
70,63,3,"[32, 64, 128]",5,0.2,256,1,0.001,0.0,32,25,1.0,60,,,,,0.9018018841743469,0.1335222997607838,0.5358255451713395,0.08159377478946288,0.48125636561009794,0.09914192014849374,0.728191428883521,0.06283093816692034,0.0860653759247902,0.16034196066470063,0.0860653759247902,0.16034196066470063
71,72,3,"[32, 64, 128]",3,0.2,256,2,0.001,1e-05,8,25,0.5,60,,,,,0.9072347350209672,0.06945901858703643,0.5202492211838007,0.09541054723435234,0.46457648004237756,0.11729197313799418,0.7143122159384463,0.06614172267306336,0.0859923472000476,0.13813054261339122,0.0859923472000476,0.13813054261339122
72,58,3,"[64, 128, 256]",5,0.2,512,1,0.0005,0.0,16,25,1.0,60,,,,,0.9319030118879871,0.10946397984554215,0.5825545171339562,0.05520263285566776,0.5306219117828869,0.08255673400410721,0.7208181708207134,0.07027732340268424,0.08418298024586106,0.11720035096764383,0.08418298024586106,0.11720035096764383
73,107,3,"[32, 64, 128]",3,0.4,128,1,0.001,0.0001,16,25,0.5,60,,,,,0.8968345762413238,0.0616303449071371,0.5171339563862928,0.02888977724453488,0.43966210265895755,0.0720355159240634,0.7057534854647027,0.046552545555667874,0.08343856320440024,0.08677814151278596,0.08343856320440024,0.08677814151278596
74,66,3,"[128, 256, 512]",5,0.4,128,2,0.001,0.0,16,12,0.5,60,,,,,0.9014683893165113,0.08473688405343208,0.5607476635514018,0.033261926018789134,0.49648395010583574,0.050881239894893064,0.7168086103213588,0.060939423155275306,0.08340683292417476,0.12298246355902778,0.08340683292417476,0.12298246355902778
75,28,3,"[64, 128, 256]",3,0.4,256,1,0.0003,0.0,32,25,1.0,60,,,,,0.9070520202318827,0.0634431038012668,0.5358255451713395,0.046625014165407354,0.49175316056348223,0.05725566086663754,0.7030869238039887,0.04168985866500072,0.08284895414912792,0.0952433919890524,0.08284895414912792,0.0952433919890524
76,60,3,"[128, 256, 512]",3,0.2,512,2,0.0003,0.0,16,12,0.5,60,,,,,0.9289752950549497,0.10413718309027307,0.5763239875389408,0.05828126770675922,0.43224775373300933,0.0488485805987149,0.7140135952583746,0.0567952268961532,0.08029225768312542,0.11343966368676307,0.08029225768312542,0.11343966368676307
77,4,3,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,,,,,0.956286341973183,0.11311200026554807,0.5358255451713395,0.08230432905684051,0.5028687141780596,0.07611514873254434,0.7106142338355932,0.06463236629633473,0.08017275794364431,0.11113029600809951,0.08017275794364431,0.11113029600809951
78,7,3,"[128, 256, 512]",3,0.2,512,2,0.0005,1e-05,32,25,1.0,60,,,,,0.9228752255439758,0.09534968196059863,0.5669781931464174,0.08678123537186366,0.40508678265399123,0.08997711877101103,0.7086981507147477,0.05384350265601061,0.08013288559269131,0.11983602854681655,0.08013288559269131,0.11983602854681655
79,79,3,"[32, 64, 128]",5,0.0,256,1,0.001,0.0,32,12,1.0,60,,,,,0.9065738320350647,0.10749797054840289,0.49221183800623053,0.03915827130833809,0.45202607156241736,0.048388489521534524,0.7102468375220474,0.07393854764457793,0.08010423574317856,0.13151295275199099,0.08010423574317856,0.13151295275199099
80,38,3,"[64, 128, 256]",3,0.4,512,2,0.001,1e-05,8,25,1.0,60,,,,,0.9450593553599539,0.122176054493465,0.5607476635514018,0.08599485197409508,0.5053828182796528,0.12321532235196533,0.7439916457128309,0.06786964472579589,0.08009181979538527,0.17107645610469366,0.08009181979538527,0.17107645610469366
81,120,3,"[64, 128, 256]",5,0.4,128,1,0.0005,0.0,32,25,0.5,60,,,,,0.9180683096249899,0.10802020945945276,0.5669781931464174,0.0666695780655224,0.48821412988079654,0.10359730369021229,0.7083885905300039,0.05263588713241543,0.07948323109982725,0.12702500169635428,0.07948323109982725,0.12702500169635428
82,34,3,"[32, 64, 128]",3,0.0,512,2,0.0005,0.0,8,25,1.0,60,,,,,0.9301498073655124,0.12131116346409243,0.5358255451713395,0.054137530208669044,0.4623681599182432,0.11029340875306722,0.7052358444309439,0.06604862352792874,0.07891262042702196,0.1366373322401533,0.07891262042702196,0.1366373322401533
83,11,3,"[32, 64, 128]",5,0.4,256,1,0.0005,0.0001,8,12,1.0,60,,,,,0.9070582178151496,0.05595703883546774,0.4984423676012461,0.031769591985001754,0.435624119201015,0.054291011354478724,0.7558540489752802,0.062143017745042314,0.07656042682489339,0.0781403470310438,0.07656042682489339,0.0781403470310438
84,124,3,"[128, 256, 512]",5,0.4,128,2,0.0005,0.0,32,25,1.0,60,,,,,0.9254834453264872,0.12454358358272352,0.5545171339563862,0.06839407601277303,0.4285477695789773,0.03999159097005837,0.7183466092848197,0.03830521504287204,0.07484467664761218,0.13020996665947512,0.07484467664761218,0.13020996665947512
85,116,3,"[64, 128, 256]",5,0.4,128,1,0.001,0.0,8,25,0.5,60,,,,,0.9187445764972413,0.06046980805191539,0.5389408099688473,0.03606179720495398,0.4865358561912178,0.07932496959339567,0.7405327897378103,0.07368985499506918,0.07337291063944167,0.10421653913845935,0.07337291063944167,0.10421653913845935
