feature,mean_abs_shap
sst_lag3,0.00011803819
d20_lag0,9.606021e-05
d20_lag3,9.121787e-05
d20_lag1,9.095888e-05
d20_lag2,8.8061985e-05
sst_lag0,7.0323236e-05
sst_lag2,6.5232474e-05
olr_lag3,5.5984932e-05
sst_lag1,5.5830085e-05
olr_lag1,5.111555e-05
olr_lag2,5.003133e-05
olr_lag0,4.8873946e-05
tauu_lag1,2.8762879e-05
tauu_lag0,2.74318e-05
slp_lag3,2.4995514e-05
slp_lag1,2.4508192e-05
slp_lag0,2.2487548e-05
tauu_lag3,1.6242782e-05
tauu_lag2,1.5277345e-05
slp_lag2,1.3163914e-05
