rank,trial_id,selection_metric,mean_selection_score,std_selection_score,n_folds,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs
1,108,val_r2,0.7292490800221761,0.11489324443918354,3,256,1,0.3,0.001,1e-05,16,9,60
2,184,val_r2,0.72836305697759,0.1202277160124576,3,128,1,0.1,0.001,0.0001,32,9,60
3,84,val_r2,0.7263585726420084,0.11410183271718573,3,256,1,0.0,0.001,1e-05,16,12,60
4,42,val_r2,0.7250189979871114,0.10624260441853856,3,128,1,0.0,0.001,0.0,32,6,60
5,1,val_r2,0.7220801909764608,0.10814719735037336,3,256,1,0.0,0.0005,0.0,16,6,60
6,159,val_r2,0.7215322454770406,0.10964308930506174,3,256,2,0.3,0.001,0.0,32,9,60
7,98,val_r2,0.7196017901102701,0.12110626734863196,3,256,1,0.0,0.001,0.0,64,12,60
8,240,val_r2,0.718555212020874,0.12060463545814841,3,256,1,0.3,0.001,1e-05,64,12,60
9,91,val_r2,0.717734674612681,0.09835185828023908,3,256,1,0.1,0.0005,0.0001,16,6,60
10,76,val_r2,0.715901513894399,0.12025461891945724,3,256,1,0.1,0.001,0.0,64,12,60
11,228,val_r2,0.7153247594833374,0.12082948213824098,3,256,1,0.1,0.001,0.0,16,12,60
12,144,val_r2,0.7145400444666544,0.12226275710701989,3,128,1,0.0,0.001,0.0001,64,12,60
13,197,val_r2,0.7142613530158997,0.1210280105603517,3,256,1,0.0,0.001,0.0001,64,9,60
14,161,val_r2,0.7134979565938314,0.12335070556204071,3,128,1,0.0,0.001,0.0,16,9,60
15,242,val_r2,0.7130212982495626,0.11638744221862457,3,256,1,0.5,0.001,0.0,32,9,60
16,100,val_r2,0.7129644552866617,0.12071488988624456,3,128,2,0.0,0.0005,0.0,16,6,60
17,33,val_r2,0.7111096978187561,0.11072089434245222,3,128,1,0.1,0.001,0.0,32,6,60
18,229,val_r2,0.7103776931762695,0.11516381290607229,3,128,1,0.3,0.001,0.0,16,12,60
19,41,val_r2,0.708477238814036,0.11887832586747983,3,256,1,0.3,0.0005,0.0001,64,6,60
20,4,val_r2,0.7083821296691895,0.09602228703298407,3,256,2,0.0,0.001,1e-05,32,9,60
21,27,val_r2,0.7082343697547913,0.12491426304928814,3,256,1,0.5,0.001,1e-05,64,9,60
22,225,val_r2,0.7076724370320638,0.12437751638763847,3,256,2,0.1,0.001,0.0,32,9,60
23,12,val_r2,0.7063019474347433,0.10368447952782357,3,256,2,0.0,0.001,1e-05,16,6,60
24,92,val_r2,0.70551997423172,0.11816113718596705,3,64,1,0.3,0.001,1e-05,32,9,60
25,125,val_r2,0.7043584982554117,0.12136342940338282,3,64,1,0.0,0.001,0.0,16,6,60
26,127,val_r2,0.7043191194534302,0.11968549656191538,3,256,1,0.5,0.001,0.0001,64,6,60
27,115,val_r2,0.7031346758206686,0.13201484251768927,3,256,2,0.1,0.0005,0.0001,16,9,60
28,180,val_r2,0.7028312881787618,0.12382051485962327,3,256,1,0.0,0.0005,0.0,64,6,60
29,59,val_r2,0.7025749087333679,0.11555649869681675,3,256,1,0.5,0.0003,0.0001,16,6,60
30,22,val_r2,0.7024717529614767,0.10785513470984452,3,128,1,0.5,0.001,1e-05,64,12,60
31,245,val_r2,0.7020618915557861,0.130588961727988,3,256,1,0.1,0.0005,0.0001,64,6,60
32,107,val_r2,0.7009288271268209,0.1268358935395439,3,256,1,0.0,0.0005,0.0,16,12,60
33,181,val_r2,0.7001336614290873,0.10221303410551337,3,64,1,0.5,0.001,1e-05,32,12,60
34,235,val_r2,0.6993979612986246,0.13190026416684475,3,128,1,0.0,0.001,0.0,32,12,60
35,224,val_r2,0.6988998254140218,0.11173663035905423,3,128,2,0.0,0.001,0.0001,32,6,60
36,118,val_r2,0.698881983757019,0.10624279442391898,3,256,2,0.5,0.001,0.0001,16,6,60
37,249,val_r2,0.6987404227256775,0.13040134175497783,3,128,1,0.1,0.001,1e-05,32,9,60
38,16,val_r2,0.6985014279683431,0.12016704506541259,3,128,1,0.0,0.001,0.0,16,6,60
39,114,val_r2,0.6982158621152242,0.10928924994918611,3,256,2,0.1,0.001,1e-05,64,6,60
40,83,val_r2,0.6980385184288025,0.13350676423570437,3,128,1,0.1,0.001,0.0001,32,6,60
41,29,val_r2,0.6975509524345398,0.12636648748343415,3,256,1,0.3,0.0003,1e-05,16,9,60
42,133,val_r2,0.6967587868372599,0.12781352101747112,3,256,1,0.0,0.0005,1e-05,32,12,60
43,138,val_r2,0.6966493129730225,0.12275419707452272,3,256,2,0.0,0.0005,0.0,16,6,60
44,187,val_r2,0.6963204344113668,0.13366283265202694,3,256,1,0.5,0.0005,0.0,32,9,60
45,233,val_r2,0.6959479451179504,0.1183338712260344,3,128,2,0.0,0.001,0.0,16,9,60
46,7,val_r2,0.6958903670310974,0.12322053794573193,3,64,1,0.0,0.0005,0.0001,32,12,60
47,106,val_r2,0.6958232522010803,0.1185936965075224,3,64,1,0.3,0.001,0.0001,64,9,60
48,186,val_r2,0.695473849773407,0.11679627424525109,3,256,1,0.5,0.0005,1e-05,32,12,60
49,11,val_r2,0.6952032248179117,0.13953617560598697,3,256,1,0.1,0.0003,1e-05,64,12,60
50,204,val_r2,0.6948597033818563,0.12662572882901893,3,128,2,0.0,0.001,1e-05,32,6,60
51,28,val_r2,0.694797158241272,0.12264872565055669,3,256,1,0.0,0.0003,1e-05,64,6,60
52,168,val_r2,0.6945847272872925,0.13827002027586058,3,128,2,0.0,0.001,0.0,64,9,60
53,143,val_r2,0.6944008469581604,0.11588694254903603,3,128,2,0.3,0.001,0.0001,16,6,60
54,192,val_r2,0.6941522558530172,0.12035267660059985,3,128,1,0.5,0.0005,0.0,16,6,60
55,95,val_r2,0.6939509709676107,0.1238529036717582,3,256,1,0.0,0.0003,0.0,64,12,60
56,173,val_r2,0.6936633388201395,0.11362904076856585,3,256,1,0.5,0.0005,1e-05,16,6,60
57,182,val_r2,0.6935427983601888,0.13682898450211595,3,128,1,0.0,0.0005,0.0001,64,9,60
58,56,val_r2,0.693536619345347,0.10702589206140328,3,64,1,0.3,0.001,0.0,32,6,60
59,237,val_r2,0.6934033632278442,0.12792324334762195,3,128,2,0.0,0.0005,0.0001,32,6,60
60,73,val_r2,0.692969024181366,0.13250674353519803,3,256,1,0.3,0.0003,0.0001,32,12,60
61,102,val_r2,0.6922138333320618,0.10625224537036565,3,64,1,0.1,0.0005,0.0,32,6,60
62,93,val_r2,0.6915131608645121,0.12109182976456569,3,256,1,0.3,0.0003,1e-05,32,6,60
63,60,val_r2,0.6894185344378153,0.11629324012471247,3,128,1,0.1,0.0005,0.0001,16,6,60
64,123,val_r2,0.6889286041259766,0.14168778570443105,3,64,1,0.3,0.001,1e-05,64,9,60
65,239,val_r2,0.6886983116467794,0.12693898519122018,3,256,1,0.5,0.0003,0.0001,16,9,60
66,130,val_r2,0.6884085337320963,0.14505388512689127,3,256,1,0.0,0.0001,1e-05,16,12,60
67,32,val_r2,0.6873770554860433,0.12529802461407255,3,64,1,0.0,0.0005,1e-05,16,12,60
68,171,val_r2,0.6871078610420227,0.1441461362417275,3,32,1,0.0,0.0005,0.0001,16,12,60
69,46,val_r2,0.6869252920150757,0.11363885372350559,3,64,1,0.0,0.001,1e-05,64,12,60
70,66,val_r2,0.6869004766146342,0.12062549412412243,3,64,1,0.5,0.001,1e-05,32,6,60
71,198,val_r2,0.6868195732434591,0.11732290940555114,3,128,2,0.5,0.001,1e-05,16,9,60
72,134,val_r2,0.6865215500195821,0.12740684816771272,3,128,1,0.1,0.0005,1e-05,64,9,60
73,247,val_r2,0.6864769061406454,0.13014289631509024,3,128,1,0.0,0.0003,1e-05,32,6,60
74,234,val_r2,0.6861276229222616,0.13278943100233145,3,128,2,0.5,0.001,0.0,16,6,60
75,129,val_r2,0.6860154469807943,0.11707316510553084,3,64,1,0.0,0.001,0.0,64,6,60
76,97,val_r2,0.6847901145617167,0.09900806871960408,3,128,2,0.5,0.001,1e-05,16,12,60
77,236,val_r2,0.6834530433019003,0.12421056469589044,3,64,1,0.0,0.001,0.0,32,6,60
78,140,val_r2,0.6832370162010193,0.11812238549552048,3,128,2,0.0,0.0005,0.0001,16,12,60
79,179,val_r2,0.6832284331321716,0.13846437442112103,3,256,2,0.1,0.001,1e-05,64,9,60
80,78,val_r2,0.6832114458084106,0.13317075880854606,3,256,2,0.1,0.0005,0.0,64,9,60
81,215,val_r2,0.6831146478652954,0.14652424032176936,3,64,1,0.1,0.001,0.0,64,12,60
82,217,val_r2,0.6828734477361044,0.09998306858962522,3,64,1,0.1,0.001,1e-05,32,12,60
83,6,val_r2,0.6821573376655579,0.1422440815711589,3,64,1,0.1,0.0005,0.0,32,9,60
84,178,val_r2,0.6821545561154684,0.11413933762354507,3,64,1,0.3,0.001,1e-05,32,6,60
85,185,val_r2,0.6821301976839701,0.13720246400752534,3,32,1,0.0,0.001,1e-05,32,9,60
86,116,val_r2,0.68160613377889,0.1072366923406755,3,32,1,0.3,0.001,1e-05,32,9,60
87,177,val_r2,0.6813738147417704,0.12266838013532588,3,256,2,0.0,0.0005,0.0001,64,6,60
88,104,val_r2,0.681348443031311,0.13092638941946136,3,128,1,0.1,0.0003,0.0,32,6,60
89,61,val_r2,0.680696427822113,0.1392425865820527,3,128,2,0.0,0.0005,1e-05,16,6,60
90,220,val_r2,0.6800770958264669,0.1288091517230058,3,128,1,0.3,0.0005,0.0001,16,9,60
91,150,val_r2,0.6799136598904928,0.13839423101551748,3,128,1,0.5,0.0005,0.0,64,12,60
92,17,val_r2,0.6797878543535868,0.147446347335486,3,32,1,0.1,0.001,0.0001,32,9,60
93,80,val_r2,0.679608682791392,0.09745539426349452,3,32,1,0.5,0.001,0.0,16,12,60
94,136,val_r2,0.6793214082717896,0.11831149423224002,3,64,1,0.3,0.001,0.0,32,9,60
95,25,val_r2,0.6791748404502869,0.13162487819737118,3,128,2,0.1,0.0005,0.0,32,6,60
96,248,val_r2,0.678250253200531,0.12177756455631028,3,128,1,0.5,0.0003,1e-05,32,9,60
97,101,val_r2,0.6781696081161499,0.13360286212311953,3,256,1,0.5,0.0003,1e-05,64,9,60
98,109,val_r2,0.6778105894724528,0.13493669080468898,3,128,2,0.1,0.001,1e-05,32,9,60
99,203,val_r2,0.6775348782539368,0.11579442742411737,3,256,2,0.1,0.0003,0.0,32,6,60
100,24,val_r2,0.6769248644510905,0.12493862690363561,3,32,1,0.1,0.001,0.0,16,6,60
101,5,val_r2,0.6768293380737305,0.11524742078080721,3,64,1,0.3,0.0005,0.0001,16,9,60
102,251,val_r2,0.6756516297658285,0.14633933640970054,3,64,1,0.1,0.0005,1e-05,64,9,60
103,30,val_r2,0.6756062904993693,0.13001709977232262,3,128,2,0.0,0.0003,0.0001,16,6,60
104,175,val_r2,0.6753806273142496,0.15505198876130075,3,256,1,0.1,0.0001,1e-05,16,12,60
105,238,val_r2,0.6750256220499674,0.11790092586196982,3,256,2,0.0,0.0003,1e-05,64,6,60
106,94,val_r2,0.6750032305717468,0.13557584441372705,3,256,1,0.1,0.0001,0.0001,16,6,60
107,256,val_r2,0.6748645901679993,0.11937878961384593,3,128,2,0.3,0.0005,0.0,64,6,60
108,151,val_r2,0.6737191279729208,0.13902377243407069,3,128,1,0.3,0.0003,0.0001,32,12,60
109,110,val_r2,0.6735183993975321,0.141908468149049,3,64,1,0.0,0.0005,0.0,64,12,60
110,216,val_r2,0.6732815702756246,0.07949327285172703,3,32,1,0.3,0.001,0.0001,32,6,60
111,148,val_r2,0.6726964513460795,0.13998335514535057,3,64,1,0.0,0.0005,0.0,64,9,60
