trial_id,fold,train_start,train_end,val_start,val_end,selection_metric,selection_score,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs,best_val_loss,best_epoch,epochs_ran,val_rmse,val_mae,val_corr,val_r2
4,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.5934984683990479,256,2,0.0,0.001,1e-05,32,9,60,0.21076762676239014,7,27,0.4590943157672882,0.3747453987598419,0.77601063580354,0.5934984683990479
4,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.7031204700469971,256,2,0.0,0.001,1e-05,32,9,60,0.1621498018503189,13,33,0.4026782810688019,0.32439300417900085,0.8433595867987786,0.7031204700469971
5,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.8119058609008789,64,1,0.3,0.0005,0.0001,16,9,60,0.20232075911301833,14,34,0.4498007893562317,0.3462420105934143,0.9527979146060053,0.8119058609008789
5,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.5303056240081787,64,1,0.3,0.0005,0.0001,16,9,60,0.2435325590463785,22,42,0.49349018931388855,0.4170398712158203,0.7494629140988145,0.5303056240081787
5,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6882765293121338,64,1,0.3,0.0005,0.0001,16,9,60,0.17025728294482598,35,55,0.4126224219799042,0.3271028995513916,0.8355472878815672,0.6882765293121338
6,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.8670024275779724,64,1,0.1,0.0005,0.0,32,9,60,0.1430569589138031,24,44,0.37822872400283813,0.30008256435394287,0.9552911024569644,0.8670024275779724
6,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.5210013389587402,64,1,0.1,0.0005,0.0,32,9,60,0.24835671484470367,36,56,0.49835404753685,0.4192214012145996,0.7500143524669398,0.5210013389587402
6,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6584682464599609,64,1,0.1,0.0005,0.0,32,9,60,0.186537966132164,27,47,0.4319004416465759,0.3577429950237274,0.8250184457917443,0.6584682464599609
7,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.8401345610618591,64,1,0.0,0.0005,0.0001,32,12,60,0.1726943850517273,21,41,0.4155651330947876,0.32729923725128174,0.9500231229147608,0.8401345610618591
7,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.5390914678573608,64,1,0.0,0.0005,0.0001,32,12,60,0.24208076298236847,28,48,0.49201700091362,0.4167057275772095,0.7579351618835373,0.5390914678573608
7,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.7084450721740723,64,1,0.0,0.0005,0.0001,32,12,60,0.15924160182476044,32,52,0.39905086159706116,0.3273776173591614,0.8500827784777066,0.7084450721740723
8,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.7929701209068298,32,2,0.1,0.0005,0.0,32,9,60,0.22268874943256378,32,52,0.4718990623950958,0.36453166604042053,0.9485002763879741,0.7929701209068298
8,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.43344008922576904,32,2,0.1,0.0005,0.0,32,9,60,0.29375654458999634,28,48,0.5419931411743164,0.47133421897888184,0.6829602972720087,0.43344008922576904
8,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.5741430521011353,32,2,0.1,0.0005,0.0,32,9,60,0.23259472846984863,52,60,0.48228076100349426,0.39065787196159363,0.7765390827653414,0.5741430521011353
9,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.814727783203125,256,1,0.5,0.0001,0.0001,16,9,60,0.19928544931686842,25,45,0.44641396403312683,0.36467939615249634,0.9383315665488972,0.814727783203125
9,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.48292165994644165,256,1,0.5,0.0001,0.0001,16,9,60,0.26810078399303633,39,59,0.5177844762802124,0.4346795678138733,0.7406831709111061,0.48292165994644165
9,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6825993061065674,256,1,0.5,0.0001,0.0001,16,9,60,0.17335808277130127,59,60,0.4163629114627838,0.34494298696517944,0.8364051694218159,0.6825993061065674
10,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.5555513501167297,32,1,0.5,0.0001,1e-05,32,12,60,0.4801148772239685,60,60,0.6929032802581787,0.5141273736953735,0.9043619687268764,0.5555513501167297
10,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.3494409918785095,32,1,0.5,0.0001,1e-05,32,12,60,0.34168997406959534,60,60,0.5845425128936768,0.4785008728504181,0.6228247801143106,0.3494409918785095
10,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.42700105905532837,32,1,0.5,0.0001,1e-05,32,12,60,0.31296083331108093,60,60,0.5594290494918823,0.42481765151023865,0.6553053505928436,0.42700105905532837
11,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.8707586526870728,256,1,0.1,0.0003,1e-05,64,12,60,0.13961271941661835,16,36,0.37364786863327026,0.30421823263168335,0.9575517577412106,0.8707586526870728
11,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.5293823480606079,256,1,0.1,0.0003,1e-05,64,12,60,0.24718022346496582,36,56,0.4971722364425659,0.4206981956958771,0.7598097503513771,0.5293823480606079
11,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6854686737060547,256,1,0.1,0.0003,1e-05,64,12,60,0.17179085314273834,39,59,0.414476603269577,0.33496665954589844,0.8342819727153712,0.6854686737060547
12,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.8346744179725647,256,2,0.0,0.001,1e-05,16,6,60,0.17802162258288798,5,25,0.4219260811805725,0.3297708034515381,0.9531827430323347,0.8346744179725647
12,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.5807472467422485,256,2,0.0,0.001,1e-05,16,6,60,0.2169870138168335,13,33,0.4658186435699463,0.37853753566741943,0.7846153929982695,0.5807472467422485
12,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.7034841775894165,256,2,0.0,0.001,1e-05,16,6,60,0.15990415517287918,7,27,0.39988017082214355,0.3239823281764984,0.8484017817278324,0.7034841775894165
13,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.8477882146835327,128,2,0.0,0.0003,0.0001,16,9,60,0.16372442130859083,15,35,0.404628723859787,0.3304745852947235,0.9429461565901088,0.8477882146835327
13,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.48791587352752686,128,2,0.0,0.0003,0.0001,16,9,60,0.2655112529412294,21,41,0.5152778625488281,0.432435005903244,0.7496200278970107,0.48791587352752686
13,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6542438268661499,128,2,0.0,0.0003,0.0001,16,9,60,0.18884526078517622,25,45,0.4345633089542389,0.3496837019920349,0.8260534846349828,0.6542438268661499
14,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.777860164642334,32,1,0.5,0.0005,0.0,32,12,60,0.23996615409851074,39,59,0.48986342549324036,0.35837480425834656,0.9429997133630973,0.777860164642334
14,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.5356501340866089,32,1,0.5,0.0005,0.0,32,12,60,0.24388821423053741,46,60,0.4938504099845886,0.4179953932762146,0.7337079746434239,0.5356501340866089
14,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6479734182357788,32,1,0.5,0.0005,0.0,32,12,60,0.19227004051208496,52,60,0.4384860694408417,0.3609972298145294,0.8072770923505004,0.6479734182357788
15,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.8389878273010254,128,2,0.3,0.0005,1e-05,64,6,60,0.17337699234485626,32,52,0.41638562083244324,0.33882299065589905,0.9410894981678981,0.8389878273010254
15,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.48917073011398315,128,2,0.3,0.0005,1e-05,64,6,60,0.2643829882144928,54,60,0.514181911945343,0.4357472360134125,0.7334896031545699,0.48917073011398315
15,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.6884125471115112,128,2,0.3,0.0005,1e-05,64,6,60,0.1680319607257843,58,60,0.4099169969558716,0.3306337893009186,0.8364964584125467,0.6884125471115112
16,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.8477593064308167,128,1,0.0,0.001,0.0,16,6,60,0.1639318754657721,8,28,0.4048849940299988,0.3390255570411682,0.9368103850911857,0.8477593064308167
16,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.5535038709640503,128,1,0.0,0.001,0.0,16,6,60,0.23108698733342,7,27,0.4807150959968567,0.4050568640232086,0.7579238230859742,0.5535038709640503
16,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.6942411065101624,128,1,0.0,0.001,0.0,16,6,60,0.16488875128045866,18,38,0.4060649573802948,0.31525281071662903,0.8547717505385903,0.6942411065101624
17,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.8735719919204712,32,1,0.1,0.001,0.0001,32,9,60,0.13599048554897308,24,44,0.3687689006328583,0.29755231738090515,0.9552419904496358,0.8735719919204712
17,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.5162143111228943,32,1,0.1,0.001,0.0001,32,9,60,0.2508388161659241,23,43,0.5008381009101868,0.42401620745658875,0.7412973734517884,0.5162143111228943
17,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.649577260017395,32,1,0.1,0.001,0.0001,32,9,60,0.19139403104782104,29,49,0.43748605251312256,0.3553125560283661,0.8154950964521143,0.649577260017395
18,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.823083221912384,32,1,0.1,0.001,1e-05,32,12,60,0.19111403822898865,21,41,0.4371659457683563,0.3353291451931,0.9561366610893303,0.823083221912384
18,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.5131015181541443,32,1,0.1,0.001,1e-05,32,12,60,0.25573134422302246,32,52,0.5056988596916199,0.4257347285747528,0.7435926162835778,0.5131015181541443
18,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6003392338752747,32,1,0.1,0.001,1e-05,32,12,60,0.21828693151474,26,46,0.46721184253692627,0.3870190382003784,0.7942283045988866,0.6003392338752747
19,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.7943590879440308,32,1,0.5,0.0003,0.0,32,12,60,0.2221432775259018,59,60,0.471320778131485,0.3572634160518646,0.9413601227006997,0.7943590879440308
19,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.48644572496414185,32,1,0.5,0.0003,0.0,32,12,60,0.26973167061805725,57,60,0.519356906414032,0.4428598880767822,0.7094730671079645,0.48644572496414185
19,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6023311614990234,32,1,0.5,0.0003,0.0,32,12,60,0.2171989381313324,58,60,0.4660460948944092,0.3895105719566345,0.7779051778458596,0.6023311614990234
20,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.867738664150238,64,1,0.0,0.0005,0.0,32,9,60,0.14226500689983368,27,47,0.3771803379058838,0.30846142768859863,0.9496448687937148,0.867738664150238
20,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.46237409114837646,64,1,0.0,0.0005,0.0,32,9,60,0.27875447273254395,29,49,0.5279720425605774,0.4408271014690399,0.7285824990598425,0.46237409114837646
20,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6676017045974731,64,1,0.0,0.0005,0.0,32,9,60,0.18154944479465485,30,50,0.4260861873626709,0.3426457941532135,0.8320491695315807,0.6676017045974731
21,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.5032268166542053,64,1,0.0,0.0001,0.0,64,9,60,0.5343469977378845,60,60,0.7309904098510742,0.5075686573982239,0.7813283471655987,0.5032268166542053
21,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.345409631729126,64,1,0.0,0.0001,0.0,64,9,60,0.3393996059894562,59,60,0.5825800895690918,0.5069864988327026,0.6142689396797332,0.345409631729126
21,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.32944780588150024,64,1,0.0,0.0001,0.0,64,9,60,0.36624249815940857,60,60,0.6051797270774841,0.4686730206012726,0.6087816724947774,0.32944780588150024
22,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.8456049561500549,128,1,0.5,0.001,1e-05,64,12,60,0.16678498685359955,12,32,0.40839317440986633,0.3265722095966339,0.9490501031452381,0.8456049561500549
22,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.5852569341659546,128,1,0.5,0.001,1e-05,64,12,60,0.21783342957496643,21,41,0.4667263627052307,0.385786235332489,0.7716099625184178,0.5852569341659546
22,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.6765533685684204,128,1,0.5,0.001,1e-05,64,12,60,0.17666023969650269,31,51,0.42030972242355347,0.3370952606201172,0.8318280731838918,0.6765533685684204
23,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.796956479549408,128,2,0.3,0.0001,0.0,64,12,60,0.21933746337890625,60,60,0.46833473443984985,0.3484525680541992,0.9553280590352716,0.796956479549408
23,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,0.31908607482910156,128,2,0.3,0.0001,0.0,64,12,60,0.3576330840587616,60,60,0.5980243682861328,0.5239086151123047,0.6049329645824938,0.31908607482910156
23,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.4796817898750305,128,2,0.3,0.0001,0.0,64,12,60,0.2841876149177551,58,60,0.5330925583839417,0.4454374611377716,0.7224752391064965,0.4796817898750305
24,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.848535418510437,32,1,0.1,0.001,0.0,16,6,60,0.16309616084282214,15,35,0.4038516581058502,0.3249513804912567,0.9471153627308724,0.848535418510437
24,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.5546935796737671,32,1,0.1,0.001,0.0,16,6,60,0.23047122015402868,17,37,0.4800741970539093,0.404036283493042,0.7633171272314876,0.5546935796737671
24,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.6275455951690674,32,1,0.1,0.001,0.0,16,6,60,0.2008561216577699,32,52,0.4481697380542755,0.36518681049346924,0.8165552697728277,0.6275455951690674
25,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.8301326632499695,128,2,0.1,0.0005,0.0,32,6,60,0.18291211128234863,21,41,0.4276822805404663,0.3534369468688965,0.9407815555115437,0.8301326632499695
25,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.5093748569488525,128,2,0.1,0.0005,0.0,32,6,60,0.25392621755599976,22,42,0.5039108991622925,0.41795891523361206,0.736823978503335,0.5093748569488525
25,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.6980170011520386,128,2,0.1,0.0005,0.0,32,6,60,0.16285249590873718,34,54,0.40354984998703003,0.31961822509765625,0.8403772118648806,0.6980170011520386
26,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.6550719738006592,32,2,0.5,0.0003,0.0,32,9,60,0.3710169792175293,54,60,0.6091116070747375,0.4441710114479065,0.9218068113462131,0.6550719738006592
26,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.38185906410217285,32,2,0.5,0.0003,0.0,32,9,60,0.32050082087516785,57,60,0.5661279559135437,0.48946067690849304,0.6315085469880835,0.38185906410217285
26,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.5121765732765198,32,2,0.5,0.0003,0.0,32,9,60,0.26643964648246765,53,60,0.5161778926849365,0.4252334535121918,0.7246814373974774,0.5121765732765198
27,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.8629376292228699,256,1,0.5,0.001,1e-05,64,9,60,0.1474291980266571,8,28,0.3839651048183441,0.313224732875824,0.9545500647126405,0.8629376292228699
27,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,0.5570211410522461,256,1,0.5,0.001,1e-05,64,9,60,0.22968082129955292,19,39,0.4792502522468567,0.40137967467308044,0.768958306682771,0.5570211410522461
27,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.7047443389892578,256,1,0.5,0.001,1e-05,64,9,60,0.1612628549337387,22,42,0.4015754759311676,0.3230994939804077,0.842313557259589,0.7047443389892578
