trial_id,fold_id,train_start,train_end,val_start,val_end,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,best_val_loss,val_accuracy,val_f1_macro,val_auc_macro,val_bss
1,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.8257306814193726,0.6915887850467289,0.6273592790063823,0.7439014922022721,0.1855380370584897
1,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.7868630290031433,0.7102803738317757,0.6817229571787777,0.85009502511925,0.2973468877170069
1,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.6751990914344788,0.6448598130841121,0.6399103464400603,0.8548252401193578,0.3047403950216301
2,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.8817557380578228,0.6261682242990654,0.5583826897259733,0.7003989451178055,0.07424357355297573
2,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.771149356788564,0.6635514018691588,0.6472292309129988,0.8644847401388099,0.3074828608996568
2,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.7725940530545243,0.6635514018691588,0.5980257116620753,0.7923218937924821,0.22055734564743357
3,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.7975508548388971,0.6915887850467289,0.6130240130240131,0.7525192052937695,0.1873867960890323
3,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.7673464467592328,0.6448598130841121,0.6396178984414278,0.8638653465203854,0.29045709559193833
3,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.6697517327059095,0.7570093457943925,0.7333169573405387,0.8808190175837235,0.3824546775399871
4,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,1.0046304887700304,0.38317757009345793,0.3960366755397811,0.7102125347267204,-0.09564126222398173
4,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,0.6973647948737457,0.7383177570093458,0.735328517371861,0.863776310917784,0.367700213871728
4,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,0.756448193688259,0.6915887850467289,0.6616764877634443,0.7964725633843281,0.2442542204152932
5,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,128,2,0.0005,1e-05,32,12,0.5,60,0.8031390905380249,0.6635514018691588,0.6074174581637268,0.755761267721788,0.17828970464685268
5,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,128,2,0.0005,1e-05,32,12,0.5,60,0.78023761510849,0.6448598130841121,0.6288156288156289,0.8493422478403098,0.2922890894978466
5,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,128,2,0.0005,1e-05,32,12,0.5,60,0.7101115584373474,0.7009345794392523,0.6672438672438673,0.8620662833898128,0.29271969505757134
6,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.2,512,1,0.001,0.0001,32,25,0.5,60,1.1175308227539062,0.37383177570093457,0.3583615718447179,0.8242713360497325,-0.1775045155605539
6,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.2,512,1,0.001,0.0001,32,25,0.5,60,0.7216365933418274,0.6728971962616822,0.6733992467043315,0.8729547238268168,0.28336955997336954
6,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.2,512,1,0.001,0.0001,32,25,0.5,60,0.7604303956031799,0.7289719626168224,0.6967858903342775,0.827370423693953,0.2725936288049394
7,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",3,0.2,512,2,0.0005,1e-05,32,25,1.0,60,0.9247814416885376,0.6822429906542056,0.589041095890411,0.7215448787134631,0.0974770270457972
7,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",3,0.2,512,2,0.0005,1e-05,32,25,1.0,60,0.8513364791870117,0.6728971962616822,0.6681111477317577,0.8458949432544394,0.2452677036724087
7,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",3,0.2,512,2,0.0005,1e-05,32,25,1.0,60,0.7925220131874084,0.6542056074766355,0.566984126984127,0.7886667254314313,0.2011567548818306
8,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.2,512,1,0.0003,0.0,16,25,1.0,60,0.8185728181188352,0.6635514018691588,0.5945539499131508,0.7150534286851498,0.14627963498327956
8,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",5,0.2,512,1,0.0003,0.0,16,25,1.0,60,0.7350104612724804,0.6728971962616822,0.6525312564050011,0.859614164967847,0.3252786096721464
8,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",5,0.2,512,1,0.0003,0.0,16,25,1.0,60,0.6506472725734532,0.7009345794392523,0.6732026143790849,0.8768124849007202,0.34818599454554355
9,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",3,0.2,128,1,0.0005,0.0,8,12,1.0,60,0.746782630960518,0.6728971962616822,0.6403422616570392,0.7988080066488222,0.17974136944599595
9,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",3,0.2,128,1,0.0005,0.0,8,12,1.0,60,0.722572190739284,0.6261682242990654,0.613111601334917,0.8752314606965769,0.32309378145475287
9,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",3,0.2,128,1,0.0005,0.0,8,12,1.0,60,0.6611137145033507,0.6915887850467289,0.6745414385863824,0.8674112652053828,0.2979113627264377
10,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",3,0.2,512,2,0.0005,0.0001,8,12,1.0,60,0.9528190432307876,0.616822429906542,0.572490514905149,0.74082269611197,0.024788446672079467
10,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",3,0.2,512,2,0.0005,0.0001,8,12,1.0,60,0.7171610660642107,0.7383177570093458,0.7157884337749757,0.8624907264684397,0.38713493270346777
10,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",3,0.2,512,2,0.0005,0.0001,8,12,1.0,60,0.7411486829552695,0.6355140186915887,0.5679131172327322,0.8077298518474989,0.2403503811233657
11,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.4,256,1,0.0005,0.0001,8,12,1.0,60,0.8350300142698199,0.6355140186915887,0.5672716512132571,0.7141975384360529,0.13518906643914408
11,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",5,0.4,256,1,0.0005,0.0001,8,12,1.0,60,0.6559369062708917,0.7570093457943925,0.7406629318394025,0.8782635556375867,0.41847500154157813
11,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",5,0.4,256,1,0.0005,0.0001,8,12,1.0,60,0.6538710610888828,0.7009345794392523,0.6832601880877743,0.854151975475505,0.327072740203846
12,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,0.783453106880188,0.6728971962616822,0.5624339365536213,0.7563319102389864,0.1827499350249644
12,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,0.6860009431838989,0.6915887850467289,0.6822617044313127,0.8780960570204757,0.37160216664765966
12,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,0.7579374313354492,0.6915887850467289,0.6672693208430913,0.8322993999464586,0.25542005691995906
13,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,0.9043758026907377,0.6355140186915887,0.619118087486567,0.7506856358859268,0.045131253202615795
13,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,0.6854800392534132,0.6448598130841121,0.6428738213840953,0.8677492761310591,0.3410232043282362
13,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,0.8734205504444158,0.5607476635514018,0.5614581496934438,0.8299874961639667,0.1354936755178371
14,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",3,0.4,128,2,0.0003,0.0001,32,12,0.5,60,0.8413984179496765,0.6728971962616822,0.5811648797450014,0.7013964250768181,0.13788123981303324
14,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",3,0.4,128,2,0.0003,0.0001,32,12,0.5,60,0.8902395367622375,0.6074766355140186,0.5967365967365967,0.8018697580470836,0.20541523186161215
14,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",3,0.4,128,2,0.0003,0.0001,32,12,0.5,60,0.6966315507888794,0.6355140186915887,0.5459402246182394,0.832298338915986,0.2785557086121304
15,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",3,0.4,128,1,0.001,0.0,32,12,0.5,60,0.9376718401908875,0.5887850467289719,0.5439595192915876,0.6955951970876635,0.033047068694353365
15,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",3,0.4,128,1,0.001,0.0,32,12,0.5,60,0.7396532297134399,0.6822429906542056,0.6731965414892245,0.8481698995507134,0.33850079610055506
15,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",3,0.4,128,1,0.001,0.0,32,12,0.5,60,0.7493425607681274,0.7009345794392523,0.6685314184508512,0.8399949723479135,0.27948623374929704
16,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,256,2,0.0005,1e-05,16,25,0.5,60,0.8474327186557734,0.5700934579439252,0.5532815378010442,0.781651719106866,0.08883600458587115
16,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,256,2,0.0005,1e-05,16,25,0.5,60,0.7423016573781165,0.7009345794392523,0.6988063914377173,0.8693171992590597,0.34570503607903547
16,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,256,2,0.0005,1e-05,16,25,0.5,60,0.7095742732564979,0.6822429906542056,0.6765873015873015,0.8293878507113801,0.26525632769391894
17,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,0.8014918565750122,0.6822429906542056,0.5976128113224887,0.7298546081825487,0.18286307419924663
17,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,0.7752678990364075,0.7009345794392523,0.6720890931417247,0.8502441533449284,0.31128171066075516
17,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,0.693350613117218,0.6728971962616822,0.5909518676317095,0.8271682565800212,0.29289410740652577
18,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",5,0.2,128,1,0.001,0.0001,16,12,1.0,60,0.9763227511789198,0.6355140186915887,0.5868945868945868,0.7406609062860475,0.06071488064768571
18,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",5,0.2,128,1,0.001,0.0001,16,12,1.0,60,0.8350692307837656,0.6261682242990654,0.617578510764369,0.8771012637776204,0.2638661699006858
18,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",5,0.2,128,1,0.001,0.0001,16,12,1.0,60,0.7836569787185883,0.616822429906542,0.5536445536445537,0.7865810659928307,0.23420591719363282
