rank,trial_id,n_folds,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,mean_val_start,std_val_start,mean_val_end,std_val_end,mean_best_val_loss,std_best_val_loss,mean_val_rmse,std_val_rmse,mean_val_mae,std_val_mae,mean_val_corr,std_val_corr,mean_val_r2,std_val_r2,mean_selection_score,std_selection_score
11,117,3,"[32, 64, 128]",5,0.2,256,2,0.0003,0.0001,8,12,0.5,60,,,,,0.5248437199358628,0.17572623422361666,0.7129624088605245,0.1285568501508462,0.5661827822526296,0.0858445361883344,0.5653175768251978,0.12168847282940448,0.2819327712059021,0.1829305365941574,0.2819327712059021,0.1829305365941574
12,76,3,"[64, 128, 256, 512]",3,0.2,256,2,0.0005,0.0,16,12,1.0,60,,,,,0.5328862809132192,0.20604249551312423,0.7156405051549276,0.14403095920979644,0.5697722633679708,0.09865946165507494,0.5493949464193316,0.17359741221695307,0.2814755042394002,0.1817975616913906,0.2814755042394002,0.1817975616913906
13,126,3,"[32, 64, 128]",5,0.2,256,2,0.001,1e-05,32,12,0.5,60,,,,,0.5331563949584961,0.1888847032814663,0.7180607318878174,0.13245830624423488,0.5539081494013468,0.08422492927917041,0.550200871405777,0.13055441557646658,0.2769031922022502,0.16558366236536026,0.2769031922022502,0.16558366236536026
14,16,3,"[64, 128, 256, 512]",5,0.0,256,2,0.0005,1e-05,16,25,0.5,60,,,,,0.5196439522634786,0.08707777331492461,0.718428353468577,0.05920030931583795,0.5794269641240438,0.0328543805435252,0.6358918877798612,0.07492290760755047,0.2764119505882263,0.03595719303751989,0.2764119505882263,0.03595719303751989
15,46,3,"[64, 128, 256, 512]",5,0.2,128,2,0.001,1e-05,8,12,1.0,60,,,,,0.5232699515292206,0.08912011751509812,0.7208314538002014,0.06058237118304837,0.5734192728996277,0.04026654626681906,0.649248351941543,0.07488477452772312,0.27216293414433795,0.02731206540181809,0.27216293414433795,0.02731206540181809
16,5,3,"[64, 128, 256, 512]",5,0.0,128,2,0.0005,1e-05,32,12,0.5,60,,,,,0.5299805998802185,0.13196822892669305,0.722606341044108,0.08843437236761419,0.5679752429326376,0.031304343593714784,0.5541786012335991,0.08914953127183443,0.27215445041656494,0.05916000886350267,0.27215445041656494,0.05916000886350267
17,49,3,"[128, 256, 512]",5,0.0,128,2,0.0003,0.0001,16,25,0.5,60,,,,,0.5362180239314974,0.184990476861411,0.7204948862393697,0.13078653724985248,0.5807999769846598,0.09387438901964737,0.5620808011043383,0.13134613604470438,0.27059731880823773,0.1700518568492513,0.27059731880823773,0.1700518568492513
18,41,3,"[128, 256, 512]",3,0.4,256,2,0.001,0.0,32,25,1.0,60,,,,,0.5374693075815836,0.1953885692919006,0.7197398543357849,0.13944392138156422,0.560589204231898,0.09458246029809403,0.5359275987003668,0.14789796479015477,0.270147164662679,0.18870345040090566,0.270147164662679,0.18870345040090566
19,116,3,"[64, 128, 256]",5,0.4,128,1,0.001,0.0,8,25,0.5,60,,,,,0.5368622194198062,0.18157900197579277,0.7213667035102844,0.128420983306593,0.5781449973583221,0.08952696531270944,0.5333420363189932,0.12789675174120724,0.26877639691034955,0.16753438635742585,0.26877639691034955,0.16753438635742585
20,104,3,"[64, 128, 256]",3,0.0,512,2,0.0005,0.0,32,25,0.5,60,,,,,0.5382818679014841,0.17437919227170726,0.7240462899208069,0.11848585847106012,0.5620419879754385,0.053984201062362625,0.542902716501616,0.1546245266042869,0.2683041493097941,0.12887311783055327,0.2683041493097941,0.12887311783055327
21,39,3,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,1e-05,8,12,0.5,60,,,,,0.5240452250587606,0.09418883606418751,0.7207621137301127,0.06745214171659399,0.5464625755945841,0.0541811287304741,0.5840197536846822,0.052356816698468416,0.2654532194137573,0.11849596217007802,0.2654532194137573,0.11849596217007802
22,63,3,"[32, 64, 128]",5,0.2,256,1,0.001,0.0,32,25,1.0,60,,,,,0.5317114492257436,0.13920528312432875,0.7223615646362305,0.099525063363543,0.536719928185145,0.047620894707003,0.5408252413020088,0.1596574620538301,0.2653292417526245,0.13921768403984633,0.2653292417526245,0.13921768403984633
23,102,3,"[32, 64, 128]",3,0.2,256,2,0.0003,0.0,16,25,0.5,60,,,,,0.5428915622635423,0.1978196029151991,0.7235298554102579,0.13926993021195067,0.5664661129315695,0.0828927973894646,0.5131803422479605,0.15735568546942094,0.2637817859649658,0.18419245427908018,0.2637817859649658,0.18419245427908018
24,14,3,"[32, 64, 128]",3,0.4,128,2,0.0003,0.0001,32,12,0.5,60,,,,,0.5476948519547781,0.21678749128464012,0.7248928745587667,0.14908144178267238,0.5758137206236521,0.09426893612248045,0.49806028420185156,0.1788912561666313,0.2628517746925354,0.1906993537974569,0.2628517746925354,0.1906993537974569
25,97,3,"[64, 128, 256]",3,0.2,512,2,0.0005,0.0,16,25,0.5,60,,,,,0.5387426886788781,0.1638580815744204,0.7249706784884135,0.11471774913952361,0.5771456559499105,0.08019594692008077,0.5374426602286996,0.145390984199645,0.2628334363301595,0.14322033272268317,0.2628334363301595,0.14322033272268317
26,85,3,"[64, 128, 256, 512]",5,0.2,256,2,0.0005,0.0001,32,12,1.0,60,,,,,0.5334739089012146,0.13041043440632638,0.724579393863678,0.09197112854341433,0.5707507729530334,0.048448126482734256,0.5735878425326016,0.1099719196409426,0.26245065530141193,0.11831857104585466,0.26245065530141193,0.11831857104585466
27,40,3,"[64, 128, 256, 512]",5,0.2,512,2,0.0005,0.0,32,25,0.5,60,,,,,0.5380227665106455,0.141995962508465,0.7271711627642313,0.0961500051259931,0.5533628761768341,0.05120534426782418,0.5833319246296559,0.11013216382031676,0.2618401249249776,0.08880068183094321,0.2618401249249776,0.08880068183094321
28,19,3,"[32, 64, 128]",5,0.2,512,1,0.0003,1e-05,8,12,1.0,60,,,,,0.542689171442733,0.17445830318309208,0.7268125613530477,0.12011572468915821,0.5746552248795828,0.10294219291315715,0.5592134341856931,0.14200218545687412,0.2607498566309611,0.14223614598804937,0.2607498566309611,0.14223614598804937
29,12,3,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,,,,,0.5282264649868011,0.05983158242139791,0.7256593902905782,0.040556888486267983,0.5897209644317627,0.009363181139291712,0.5531005777704129,0.05619403255915405,0.25876428683598834,0.043179152975940285,0.25876428683598834,0.043179152975940285
30,10,3,"[128, 256, 512]",3,0.2,512,2,0.0005,0.0001,8,12,1.0,60,,,,,0.5475470165597316,0.19684190183675762,0.7273141344388326,0.13625176567820382,0.5727876226107279,0.08621683311188467,0.5193086361625167,0.1588771474848703,0.2580084999402364,0.1733005641427949,0.2580084999402364,0.1733005641427949
31,66,3,"[128, 256, 512]",5,0.4,128,2,0.001,0.0,16,12,0.5,60,,,,,0.5409448528401205,0.1575805025222808,0.7270574569702148,0.11105101397123483,0.5529824693997701,0.06679733314734829,0.5672640105669422,0.11243042138980822,0.25724520285924274,0.14623885094874753,0.25724520285924274,0.14623885094874753
32,65,3,"[32, 64, 128]",5,0.0,512,2,0.0005,0.0001,32,25,1.0,60,,,,,0.5449605882167816,0.17536913545136634,0.7281573812166849,0.12143945125620098,0.5693488617738088,0.061825427651670185,0.5253777170178272,0.15470102845570574,0.2570168574651082,0.149583930790149,0.2570168574651082,0.149583930790149
33,125,3,"[64, 128, 256]",5,0.4,128,2,0.0005,0.0,8,25,1.0,60,,,,,0.5402033221777355,0.13999481239087852,0.7286140124003092,0.09656765012335979,0.572173684835434,0.05918686978486451,0.5422535755910233,0.1235205615640784,0.2566773494084676,0.10781616755989946,0.2566773494084676,0.10781616755989946
34,45,3,"[32, 64, 128]",3,0.4,128,2,0.001,1e-05,32,12,0.5,60,,,,,0.5526379545529684,0.21819072858021288,0.7281642158826193,0.149716262681262,0.5722862084706625,0.09661632601354748,0.5027658347968698,0.1673631633730292,0.2559002637863159,0.19329862563503622,0.2559002637863159,0.19329862563503622
35,35,3,"[128, 256, 512]",3,0.0,512,1,0.0005,0.0,16,12,0.5,60,,,,,0.5529810232908184,0.20964595906299974,0.7303293943405151,0.14000012745369506,0.5659634470939636,0.08821504277709115,0.4916312250139547,0.16077473862986652,0.25530701875686646,0.1659844341049025,0.25530701875686646,0.1659844341049025
36,67,3,"[64, 128, 256]",5,0.4,512,2,0.0005,1e-05,32,25,1.0,60,,,,,0.5461679796377817,0.18653577776146288,0.7270861466725668,0.13233936983735917,0.5645461877187093,0.07309484153312727,0.5325102041838878,0.1385884376419175,0.25519339243570965,0.18257406077180835,0.25519339243570965,0.18257406077180835
37,13,3,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,,,,,0.5363967151285332,0.11388921425634063,0.7280328671137491,0.07978015773334071,0.5706818501154581,0.03687250101485271,0.548008167725884,0.1278649539051047,0.25497084856033325,0.10349039111095361,0.25497084856033325,0.10349039111095361
38,107,3,"[32, 64, 128]",3,0.4,128,1,0.001,0.0001,16,25,0.5,60,,,,,0.5517477220463975,0.1891427022145989,0.7317591508229574,0.1275784755969584,0.5932281812032064,0.08004690649628686,0.5411747143037692,0.1623335293944633,0.25195695956548053,0.147976698946968,0.25195695956548053,0.147976698946968
39,60,3,"[128, 256, 512]",3,0.2,512,2,0.0003,0.0,16,12,0.5,60,,,,,0.5466287177856838,0.1646001992752715,0.7304003636042277,0.11464754410573538,0.5499186317125956,0.0647566732899672,0.5125885427068675,0.12448136795711875,0.2514385183652242,0.14583366891726016,0.2514385183652242,0.14583366891726016
40,69,3,"[64, 128, 256]",5,0.0,256,2,0.0005,0.0001,8,12,1.0,60,,,,,0.5420179126604324,0.13286500029213782,0.7302689750989279,0.09337274511897174,0.5548800428708395,0.06363900654034038,0.5719318350301604,0.10504124114721389,0.2501031955083211,0.12624906762780613,0.2501031955083211,0.12624906762780613
41,52,3,"[128, 256, 512]",5,0.2,128,1,0.0005,0.0001,8,12,0.5,60,,,,,0.5389603372674865,0.09029417790949283,0.73160852988561,0.06092006668921774,0.579863707224528,0.0352664922460289,0.5671580139722638,0.060873741717505064,0.24959184726079306,0.041444821961666,0.24959184726079306,0.041444821961666
42,9,3,"[64, 128, 256, 512]",3,0.2,128,1,0.0005,0.0,8,12,1.0,60,,,,,0.5464015534362318,0.1569703044701314,0.7309898336728414,0.10977140158984809,0.5724684298038483,0.07472893552337596,0.5263475882059706,0.16843206521628806,0.24957100550333658,0.143053405084878,0.24957100550333658,0.143053405084878
43,36,3,"[64, 128, 256]",5,0.2,128,2,0.0003,1e-05,32,12,0.5,60,,,,,0.5542952020963033,0.19016187775647092,0.7329592704772949,0.13063642853938157,0.58061683177948,0.06981549010983004,0.4962179053486751,0.15716699284229707,0.24691985050837198,0.1647156308665781,0.24691985050837198,0.1647156308665781
44,118,3,"[128, 256, 512]",3,0.0,128,1,0.0005,0.0001,8,12,0.5,60,,,,,0.5468394734035028,0.14653046930083305,0.7322870294253031,0.10292379419600552,0.5811224778493246,0.07379987374523105,0.5454257903785114,0.1296270853513647,0.2458323041598002,0.1405684326510933,0.2458323041598002,0.1405684326510933
45,21,3,"[128, 256, 512]",3,0.2,256,2,0.0003,0.0,16,12,1.0,60,,,,,0.5538728239937364,0.17075772529808453,0.7352537512779236,0.11521617323007191,0.577001174290975,0.053443526903567344,0.5329824733051703,0.1424155607708318,0.24468392133712769,0.12877811919309565,0.24468392133712769,0.12877811919309565
46,115,3,"[128, 256, 512]",3,0.0,256,2,0.0003,1e-05,8,25,0.5,60,,,,,0.5499084501808678,0.16210760671491198,0.7326764663060507,0.11439169210857081,0.5652261078357697,0.0674434496080572,0.553086102864676,0.12721389837584346,0.24408344427744547,0.1608808846122738,0.24408344427744547,0.1608808846122738
47,81,3,"[128, 256, 512]",3,0.4,128,1,0.0003,0.0001,16,12,0.5,60,,,,,0.5550416989304194,0.17127838739100937,0.735938568909963,0.11591450223404559,0.5643724501132965,0.060129758225364274,0.5143837212075493,0.15505803176145347,0.24281245470046997,0.1327289168719852,0.24281245470046997,0.1327289168719852
48,122,3,"[32, 64, 128]",5,0.4,512,1,0.0005,0.0,32,25,0.5,60,,,,,0.5594198306401571,0.20609625285868724,0.7342299024264017,0.1425713830339606,0.5866165061791738,0.08862725426257356,0.47686224835308777,0.17642625495853273,0.24214561780293783,0.19005864743570386,0.24214561780293783,0.19005864743570386
49,114,3,"[32, 64, 128]",5,0.4,256,1,0.0005,1e-05,32,12,0.5,60,,,,,0.5525707602500916,0.16234451277885656,0.7347109119097391,0.1130079221004125,0.5854412317276001,0.07544406603652136,0.48201561287854605,0.13618524475411065,0.24181352059046426,0.1487349771716587,0.24181352059046426,0.1487349771716587
50,73,3,"[128, 256, 512]",3,0.0,128,1,0.0003,1e-05,32,25,1.0,60,,,,,0.5599589546521505,0.18715956917807106,0.7383599281311035,0.12158994687237978,0.5836781859397888,0.04904858765701428,0.5107211186164132,0.15489378222142094,0.2415136694908142,0.1222067381787253,0.2415136694908142,0.1222067381787253
51,25,3,"[64, 128, 256]",3,0.4,512,2,0.001,0.0,8,25,1.0,60,,,,,0.553366433515727,0.13688873195122436,0.7381885846455892,0.09188085260938193,0.5759853621323904,0.05700306861372407,0.5381339495348005,0.09741503892278164,0.23842734098434448,0.08744920620288499,0.23842734098434448,0.08744920620288499
52,38,3,"[64, 128, 256]",3,0.4,512,2,0.001,1e-05,8,25,1.0,60,,,,,0.5546542622404306,0.1494453321101226,0.7378044327100118,0.10147844376144101,0.6005970438321432,0.05758544673113042,0.5277989214185305,0.11664199917030521,0.23828754822413126,0.1133055597820342,0.23828754822413126,0.1133055597820342
53,123,3,"[32, 64, 128]",3,0.2,512,1,0.0003,0.0001,16,25,0.5,60,,,,,0.5623274899531747,0.19856479887633924,0.737733006477356,0.13445250545564225,0.5867862701416016,0.08903706866232984,0.5194404870228267,0.16795606944595642,0.23790091276168823,0.16745418810336588,0.23790091276168823,0.16745418810336588
54,88,3,"[128, 256, 512]",3,0.2,128,1,0.0005,0.0001,8,25,0.5,60,,,,,0.5537734737277402,0.12677410332477237,0.7394516666730245,0.08359189996539171,0.558056652545929,0.05530079122400778,0.5566712027374409,0.11745828888892959,0.23679294188817343,0.05510771341979968,0.23679294188817343,0.05510771341979968
55,90,3,"[64, 128, 256, 512]",3,0.2,128,1,0.001,0.0,16,12,0.5,60,,,,,0.5551053215038739,0.15853800034552548,0.7366715669631958,0.1114463146937176,0.5847836136817932,0.07201209612828609,0.571330942067339,0.09851917964236473,0.23552111784617105,0.15988326222695992,0.23552111784617105,0.15988326222695992
56,17,3,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,,,,,0.5686042706171671,0.2196516540246435,0.7402094801266988,0.14385486281659352,0.5989607473214468,0.0888034464573351,0.5338371733114093,0.16151780616087738,0.2354966402053833,0.1721236166797176,0.2354966402053833,0.1721236166797176
57,18,3,"[128, 256, 512]",5,0.2,128,1,0.001,0.0001,16,12,1.0,60,,,,,0.5504879202241096,0.1617348443476298,0.7326693932215372,0.11697636165369789,0.6032735308011373,0.09558379766367298,0.5751379185019542,0.12307471075656654,0.23445173104604086,0.21278936122610162,0.23445173104604086,0.21278936122610162
58,32,3,"[64, 128, 256, 512]",3,0.2,128,2,0.0003,0.0001,16,12,1.0,60,,,,,0.5601534784025864,0.1559727422838636,0.7415234446525574,0.10147124706744218,0.5919773777325948,0.05627489156267137,0.528820861471044,0.10691342799363837,0.23437533775965372,0.08237552208443456,0.23437533775965372,0.08237552208443456
59,23,3,"[32, 64, 128]",5,0.0,128,1,0.001,0.0001,32,25,0.5,60,,,,,0.5575564702351888,0.15022972159353065,0.7392142415046692,0.10544588522609491,0.5743575592835745,0.06300971328212181,0.5146808722454295,0.13295257438106417,0.22971959908803305,0.1560332635713705,0.22971959908803305,0.1560332635713705
60,22,3,"[64, 128, 256, 512]",3,0.0,256,2,0.001,0.0001,8,25,0.5,60,,,,,0.5515279335396311,0.07746973017405008,0.7408309578895569,0.051969375107024804,0.588512639204661,0.029393079995884405,0.5895885473452532,0.06855750737277504,0.2285229762395223,0.051636762848708405,0.2285229762395223,0.051636762848708405
61,77,3,"[128, 256, 512]",3,0.2,128,2,0.0005,0.0001,16,25,0.5,60,,,,,0.5716163338716157,0.20632210878151425,0.7437574664751688,0.1357981711195997,0.5645827154318491,0.0723278633275432,0.47654387534534265,0.1537151854186902,0.2277787725130717,0.1604826886985444,0.2277787725130717,0.1604826886985444
62,87,3,"[128, 256, 512]",3,0.0,256,1,0.0005,1e-05,32,25,1.0,60,,,,,0.5708835621674856,0.20604325894141912,0.7427617311477661,0.1385276340446813,0.5768589874108633,0.10382704123221626,0.5237358838049867,0.19381627384689115,0.22727288802464804,0.17523936416207983,0.22727288802464804,0.17523936416207983
63,121,3,"[128, 256, 512]",3,0.4,256,1,0.0003,1e-05,32,25,0.5,60,,,,,0.5638330181439718,0.1567916096442768,0.7434914906819662,0.10513829878752277,0.57232532898585,0.05300580833275351,0.5229857254529907,0.13867661324079023,0.2271307905515035,0.11552642922342156,0.2271307905515035,0.11552642922342156
64,119,3,"[64, 128, 256]",5,0.2,256,1,0.0003,0.0,8,25,1.0,60,,,,,0.5648223824590165,0.15843360853229624,0.7442091902097067,0.10475874496353849,0.5867694914340973,0.08263829688463281,0.5289266445090602,0.08939755899064201,0.22706939776738486,0.10423323407874854,0.22706939776738486,0.10423323407874854
65,86,3,"[32, 64, 128]",3,0.4,128,2,0.0005,1e-05,8,12,1.0,60,,,,,0.5686122023985022,0.19465002087083322,0.7420838475227356,0.1337063146105134,0.5674786468346914,0.07276969501186932,0.4770006882127813,0.166715652125758,0.22615269819895426,0.17945304366353,0.22615269819895426,0.17945304366353
66,84,3,"[64, 128, 256]",5,0.0,512,1,0.0003,0.0001,8,25,1.0,60,,,,,0.5636621659789873,0.15445812822916472,0.7434638341267904,0.1045361367903759,0.587403267621994,0.07900733850596048,0.4866319976388161,0.1460741107697502,0.22604538997014365,0.12254803296004552,0.22604538997014365,0.12254803296004552
67,92,3,"[64, 128, 256]",5,0.0,128,2,0.0003,0.0,8,12,0.5,60,,,,,0.5639879992724951,0.15685831470307207,0.743391235669454,0.10654471448034246,0.5911582310994467,0.07705435400910444,0.5186735471144815,0.10354032407540156,0.2257352670033773,0.12889900283407713,0.2257352670033773,0.12889900283407713
68,105,3,"[64, 128, 256]",5,0.2,256,2,0.0005,1e-05,8,12,0.5,60,,,,,0.5622338246426478,0.16793012143861846,0.7403942743937174,0.11850004205010671,0.5705055097738901,0.07191911484241607,0.49633707362145557,0.1715555523475457,0.22569515307744345,0.18039344943282865,0.22569515307744345,0.18039344943282865
69,99,3,"[32, 64, 128]",3,0.2,128,1,0.001,0.0001,16,25,0.5,60,,,,,0.5715967321135916,0.1997419617303644,0.7439289291699728,0.13478324485271773,0.5918590724468231,0.09764912599404671,0.538403122342879,0.13883312216232532,0.22446638345718384,0.1716537533895392,0.22446638345718384,0.1716537533895392
70,48,3,"[64, 128, 256, 512]",3,0.2,256,2,0.001,0.0,8,25,1.0,60,,,,,0.5656603398352769,0.14284930026968373,0.7464945117632548,0.09177262445203822,0.6100268562634786,0.05022993429532321,0.5547073376152638,0.11562245585914863,0.22383185227711996,0.05595872366791235,0.22383185227711996,0.05595872366791235
71,34,3,"[32, 64, 128]",3,0.0,512,2,0.0005,0.0,8,25,1.0,60,,,,,0.5662147987668759,0.17416430155302245,0.7426855762799581,0.12098026536552534,0.5720323423544565,0.07097116651698998,0.4884760837231774,0.17339922537536623,0.22360696395238241,0.16984835936320158,0.22360696395238241,0.16984835936320158
72,20,3,"[32, 64, 128]",3,0.4,512,1,0.0005,1e-05,16,12,0.5,60,,,,,0.5677079168435569,0.16839145781667877,0.7448029120763143,0.11391439324256003,0.5810346007347107,0.07759555592640142,0.48987843517497676,0.17582767304347455,0.22305713097254434,0.1388866372774459,0.22305713097254434,0.1388866372774459
73,120,3,"[64, 128, 256]",5,0.4,128,1,0.0005,0.0,32,25,0.5,60,,,,,0.5726010104020437,0.19362658558706536,0.7457255721092224,0.12843064821856523,0.6140427192052206,0.08992448972100105,0.5476256996955401,0.09240233435353234,0.22296440601348877,0.1518983136798884,0.22296440601348877,0.1518983136798884
74,94,3,"[64, 128, 256]",3,0.0,256,2,0.0005,0.0001,16,25,1.0,60,,,,,0.5672489569008907,0.16542813958929561,0.7447666525840759,0.11212291962331007,0.5665418605009714,0.06414557821513976,0.49746086532524125,0.15881220722540565,0.22290247678756714,0.13752731522823028,0.22290247678756714,0.13752731522823028
75,61,3,"[128, 256, 512]",3,0.4,256,1,0.0003,0.0,8,12,0.5,60,,,,,0.5657255070231785,0.14784568387823363,0.7455241084098816,0.0996397517290708,0.6099124948183695,0.05490340649486337,0.551096202331298,0.15088505385998457,0.22184338172276816,0.11379256249035778,0.22184338172276816,0.11379256249035778
76,24,3,"[32, 64, 128]",3,0.4,128,1,0.0003,0.0,32,12,0.5,60,,,,,0.5812716682751974,0.2456320124605096,0.7446638147036234,0.16354664695036703,0.5808078944683075,0.10033888442900966,0.4161609356686316,0.28219471587543754,0.22139153877894083,0.21842437132425957,0.22139153877894083,0.21842437132425957
77,70,3,"[128, 256, 512]",3,0.0,512,2,0.001,1e-05,16,12,0.5,60,,,,,0.5650412578634755,0.14039493880625506,0.7456525365511576,0.09509751823504188,0.59018874168396,0.05561222661072997,0.544465140400511,0.1148959568375664,0.22072782119115195,0.11252952546729403,0.22072782119115195,0.11252952546729403
78,50,3,"[64, 128, 256]",3,0.0,256,2,0.0003,1e-05,32,12,1.0,60,,,,,0.5753694673379263,0.2018384056891112,0.746372918287913,0.13526610929915792,0.5919498304526011,0.086860587676071,0.4796862931953972,0.185309312384922,0.21983023484547934,0.17077981297187958,0.21983023484547934,0.17077981297187958
79,3,3,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,,,,,0.5770548803969707,0.2168923074272645,0.744837244351705,0.149239299159362,0.5807467103004456,0.08918622242746602,0.47468586208061697,0.1857100152108284,0.21820501486460367,0.20862269472226921,0.21820501486460367,0.20862269472226921
80,29,3,"[64, 128, 256]",3,0.4,512,1,0.001,1e-05,16,12,0.5,60,,,,,0.5740123847006265,0.18702450380849878,0.7466125885645548,0.12877105860754892,0.5773230691750845,0.09060455593548844,0.5224164693881509,0.15711021378199255,0.21570783853530884,0.1788915990603979,0.21570783853530884,0.1788915990603979
81,8,3,"[32, 64, 128]",5,0.2,512,1,0.0003,0.0,16,25,1.0,60,,,,,0.5808794508656238,0.2146525427145964,0.74880317846934,0.14203261690675736,0.6047474046548208,0.09956554749595779,0.5005852318663837,0.1711711835744438,0.21543999512990317,0.1785180854422303,0.21543999512990317,0.1785180854422303
82,93,3,"[128, 256, 512]",3,0.2,512,1,0.0005,1e-05,16,12,0.5,60,,,,,0.5712333678085114,0.14565285332921762,0.7497007250785828,0.09582369892145373,0.5815088550249735,0.05160301223203222,0.5053127479274839,0.14205680789334588,0.21508880456288657,0.08997293568729214,0.21508880456288657,0.08997293568729214
83,89,3,"[64, 128, 256, 512]",5,0.4,128,1,0.0005,0.0001,8,12,1.0,60,,,,,0.5580648935843852,0.0698075352610619,0.7455232342084249,0.047542139598252195,0.5897709131240845,0.014429717499122174,0.5641838873392074,0.013294371289020014,0.21505671739578247,0.08840837242428135,0.21505671739578247,0.08840837242428135
84,83,3,"[64, 128, 256, 512]",5,0.2,128,2,0.0003,0.0001,16,12,0.5,60,,,,,0.5668580948006698,0.1034563828323526,0.7498825589815775,0.06733644213682492,0.5815994540850321,0.02657907329880747,0.5729460614706988,0.09861941015933999,0.2131843368212382,0.025555606032242224,0.2131843368212382,0.025555606032242224
85,95,3,"[128, 256, 512]",5,0.4,128,1,0.0003,0.0,32,12,0.5,60,,,,,0.5801215469837189,0.1779275271466533,0.7531233231226603,0.11369629985756634,0.6032909254233042,0.09160530569285547,0.5330916970026186,0.15418299205965302,0.210666557153066,0.10656972860293779,0.210666557153066,0.10656972860293779
86,98,3,"[128, 256, 512]",3,0.0,256,2,0.0005,1e-05,32,12,0.5,60,,,,,0.5823838810125986,0.20161958006481556,0.7514152129491171,0.13326435946973067,0.5843752125898997,0.09249267238538493,0.4740765097580851,0.17972208843642773,0.21035114924112955,0.16373664110385827,0.21035114924112955,0.16373664110385827
