trial_id,fold_id,train_start,train_end,val_start,val_end,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,best_val_loss,val_rmse,val_mae,val_corr,val_r2
1,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.5769749283790588,0.7595886588096619,0.5663074851036072,0.4191809837164889,0.09877777099609375
1,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.3579036295413971,0.5982504487037659,0.499186247587204,0.7133735235315545,0.42419105768203735
1,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.8163813352584839,0.9035382270812988,0.691810131072998,0.3928003729356188,0.09029614925384521
2,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.5521191280578899,0.7430459260940552,0.6076874732971191,0.3746647489935434,0.1376049518585205
2,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.4818090946874886,0.6941275000572205,0.5565619468688965,0.7470471927133993,0.22484087944030762
2,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.7708695803847269,0.8780000805854797,0.6621192693710327,0.3997779646981143,0.14099431037902832
3,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.595769571923764,0.7718611359596252,0.6369796991348267,0.39111379168813526,0.06942099332809448
3,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.302554686771375,0.5500497221946716,0.4548566937446594,0.7320967947542705,0.5132384300231934
3,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.8328403824957732,0.9126008749008179,0.6504037380218506,0.3008469997994451,0.0719556212425232
4,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,0.6110918499598993,0.7817227244377136,0.6521236300468445,0.3355510984080468,0.04549020528793335
4,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,0.36174941285748347,0.6014571785926819,0.5015489459037781,0.6733384594772303,0.41800159215927124
4,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,0.7745375655521857,0.8800747990608215,0.6224895715713501,0.3957251350547245,0.13692975044250488
5,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,128,2,0.0005,1e-05,32,12,0.5,60,0.4735241234302521,0.6881308555603027,0.5658384561538696,0.5159674518357253,0.2603658437728882
5,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,128,2,0.0005,1e-05,32,12,0.5,60,0.4041539132595062,0.6357309818267822,0.5307484865188599,0.6773341131514102,0.3497818112373352
5,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,128,2,0.0005,1e-05,32,12,0.5,60,0.7122637629508972,0.8439571857452393,0.6073387861251831,0.4692342387136613,0.20631569623947144
6,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.2,512,1,0.001,0.0001,32,25,0.5,60,0.5620413422584534,0.7496939301490784,0.6309523582458496,0.5165420180718995,0.12210434675216675
6,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.2,512,1,0.001,0.0001,32,25,0.5,60,0.5137133598327637,0.7167379856109619,0.6251968145370483,0.4702121047576473,0.17351841926574707
6,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.2,512,1,0.001,0.0001,32,25,0.5,60,0.6233864426612854,0.7895483374595642,0.5949177145957947,0.578219377133634,0.30535250902175903
