trial_id,fold,train_start,train_end,val_start,val_end,selection_metric,selection_score,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs,best_val_loss,best_epoch,epochs_ran,val_accuracy,val_f1_macro,val_auc_macro,val_bss
1,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_bss,0.558666170609784,256,1,0.0,0.0005,0.0,16,6,60,0.426168238505339,16,36,0.8205128205128205,0.8420707562479715,0.9273145819500185,0.558666170609784
1,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_bss,0.1960509448320733,256,1,0.0,0.0005,0.0,16,6,60,0.7912299105754266,9,29,0.6410256410256411,0.6087386926096604,0.7910502229392127,0.1960509448320733
1,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_bss,0.10457641678937146,256,1,0.0,0.0005,0.0,16,6,60,0.8315052548541298,5,25,0.620253164556962,0.6030768388491966,0.7648646046793496,0.10457641678937146
2,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_bss,0.40709949281788405,32,2,0.0,0.001,0.0001,64,6,60,0.5547593235969543,39,59,0.7307692307692307,0.7422360248447205,0.8907696127110228,0.40709949281788405
2,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_bss,0.10968204071120258,32,2,0.0,0.001,0.0001,64,6,60,0.8398995995521545,33,53,0.5641025641025641,0.5348480348480348,0.7477851717416146,0.10968204071120258
2,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_bss,0.09748509314756337,32,2,0.0,0.001,0.0001,64,6,60,0.848616898059845,24,44,0.6455696202531646,0.6121314342828587,0.7538235948968662,0.09748509314756337
3,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_bss,0.08420042855052068,32,1,0.0,0.0001,0.0001,32,6,60,0.92514967918396,60,60,0.6923076923076923,0.6990740740740741,0.8769968700359808,0.08420042855052068
3,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_bss,0.03147987245562622,32,1,0.0,0.0001,0.0001,32,6,60,0.9792637228965759,60,60,0.5128205128205128,0.5118698505795279,0.702348143666958,0.03147987245562622
3,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_bss,0.05385961728008615,32,1,0.0,0.0001,0.0001,32,6,60,0.921464741230011,60,60,0.5443037974683544,0.47328042328042325,0.7304011533226967,0.05385961728008615
4,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_bss,0.441225480262617,256,2,0.0,0.001,1e-05,32,9,60,0.5155566930770874,9,29,0.7051282051282052,0.7110710845935432,0.9057966250273943,0.441225480262617
4,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_bss,0.15512425314362632,256,2,0.0,0.001,1e-05,32,9,60,0.791666567325592,8,28,0.6153846153846154,0.5552719591621194,0.7718654074522192,0.15512425314362632
4,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_bss,0.04927506940245219,256,2,0.0,0.001,1e-05,32,9,60,0.9163334369659424,8,28,0.6025641025641025,0.5962841926894215,0.7628282246569809,0.04927506940245219
5,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_bss,0.5787493025402999,64,1,0.3,0.0005,0.0001,16,9,60,0.4226354375863687,27,47,0.8076923076923077,0.8179725705543262,0.9431897874205567,0.5787493025402999
5,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_bss,0.17819882076683768,64,1,0.3,0.0005,0.0001,16,9,60,0.7763514243639432,12,32,0.6025641025641025,0.593452380952381,0.7704381483722077,0.17819882076683768
5,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_bss,0.1172814121356095,64,1,0.3,0.0005,0.0001,16,9,60,0.8370579313009213,7,27,0.5512820512820513,0.4907203907203907,0.7433405880207604,0.1172814121356095
