rank,trial_id,selection_metric,mean_selection_score,std_selection_score,n_folds,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs
1,63,val_r2,0.7154169281323751,0.10778434343118909,3,128,1,0.2,0.001,0.0,32,9,60
2,62,val_r2,0.7096998691558838,0.1109483665344098,3,128,1,0.2,0.001,0.0001,32,6,60
3,34,val_r2,0.7091125845909119,0.11977225949395826,3,128,2,0.4,0.001,0.0001,16,6,60
4,70,val_r2,0.7073046763737997,0.10571218093619009,3,128,1,0.4,0.001,0.0,16,12,60
5,74,val_r2,0.7058037519454956,0.10701189009757948,3,32,1,0.4,0.001,0.0,32,6,60
6,11,val_r2,0.7027729153633118,0.1170240335610582,3,128,1,0.4,0.001,0.0001,32,9,60
7,65,val_r2,0.7019287546475729,0.13389469551966102,3,128,1,0.0,0.001,0.0001,16,9,60
8,40,val_r2,0.7013397614161173,0.11497738609233463,3,64,1,0.2,0.001,0.0001,16,6,60
9,43,val_r2,0.6975661118825277,0.10725570991103814,3,128,2,0.2,0.001,0.0001,16,6,60
10,60,val_r2,0.6967143615086874,0.1202487253612386,3,64,1,0.0,0.001,0.0001,16,6,60
11,14,val_r2,0.6926239132881165,0.13025224075407524,3,128,1,0.0,0.0003,0.0,16,12,60
12,45,val_r2,0.6914492646853129,0.10225128209788498,3,64,1,0.4,0.001,0.0,16,12,60
13,57,val_r2,0.690434455871582,0.10734038691684536,3,64,1,0.4,0.001,0.0,16,9,60
14,67,val_r2,0.6898447275161743,0.1185574579165837,3,128,2,0.0,0.001,0.0,16,6,60
15,1,val_r2,0.6890721519788107,0.12220465532403267,3,128,1,0.2,0.0003,0.0,32,6,60
16,26,val_r2,0.6888482173283895,0.11448419116565874,3,128,2,0.0,0.001,0.0001,16,6,60
17,73,val_r2,0.6868183414141337,0.1446305825039294,3,64,1,0.0,0.001,0.0,32,9,60
18,32,val_r2,0.6862261096636454,0.1368145275032173,3,128,1,0.0,0.0003,0.0,16,9,60
19,36,val_r2,0.6859523057937622,0.12713672212548124,3,128,2,0.2,0.001,0.0,32,9,60
20,27,val_r2,0.6857726176579794,0.12276870771931031,3,128,1,0.2,0.0003,0.0001,16,12,60
21,78,val_r2,0.6845270196596781,0.12320812067292942,3,64,1,0.2,0.0003,0.0001,16,6,60
22,72,val_r2,0.6836971441904703,0.11973573525110752,3,128,2,0.2,0.001,0.0001,32,12,60
23,49,val_r2,0.6835206747055054,0.12207767048855912,3,128,1,0.0,0.0003,0.0001,32,6,60
24,46,val_r2,0.6815791726112366,0.09177798364126778,3,32,1,0.4,0.001,0.0,16,9,60
25,39,val_r2,0.6813762187957764,0.12948041226246415,3,128,1,0.4,0.0003,0.0001,32,6,60
26,15,val_r2,0.6806637843449911,0.1207594633421199,3,64,2,0.0,0.001,0.0,16,6,60
27,76,val_r2,0.6792753140131632,0.12146643479325495,3,128,1,0.2,0.0003,0.0,16,9,60
28,37,val_r2,0.6770274043083191,0.12396160837519471,3,128,2,0.4,0.001,0.0,32,9,60
29,10,val_r2,0.6727249026298523,0.1338327622068342,3,32,1,0.4,0.001,0.0,32,9,60
30,22,val_r2,0.6718176205952963,0.1286160903148383,3,128,1,0.0,0.0003,0.0001,16,12,60
31,28,val_r2,0.6714794834454855,0.1356189159298325,3,128,1,0.4,0.0003,0.0001,32,12,60
32,44,val_r2,0.6705263455708822,0.14238823301451634,3,64,1,0.2,0.001,0.0,32,9,60
33,68,val_r2,0.6704046726226807,0.12254666172495109,3,32,1,0.2,0.001,0.0001,32,12,60
34,38,val_r2,0.6700814167658488,0.11359293850083041,3,32,2,0.0,0.001,0.0001,32,6,60
35,35,val_r2,0.6698232889175415,0.14478067422334776,3,32,1,0.0,0.001,0.0,32,6,60
36,48,val_r2,0.669808010260264,0.1240115629209001,3,64,1,0.2,0.001,0.0001,16,12,60
37,41,val_r2,0.6684570709864298,0.12272597188342542,3,32,2,0.0,0.001,0.0001,16,9,60
38,51,val_r2,0.6678003271420797,0.12679708128484182,3,128,2,0.4,0.001,0.0,32,12,60
39,2,val_r2,0.66676265001297,0.10260572505744432,3,32,1,0.4,0.001,0.0001,32,6,60
40,55,val_r2,0.6660868525505066,0.1267882380750402,3,64,2,0.4,0.001,0.0001,32,9,60
41,29,val_r2,0.6607646743456522,0.12222245637221137,3,64,1,0.4,0.0003,0.0001,32,9,60
42,4,val_r2,0.6601551572481791,0.1620591230938007,3,128,2,0.0,0.0003,0.0001,16,9,60
43,80,val_r2,0.658797562122345,0.15792847628248513,3,64,1,0.2,0.0003,0.0001,32,6,60
44,47,val_r2,0.6586263179779053,0.13317941485548396,3,64,1,0.2,0.0003,0.0,32,6,60
45,69,val_r2,0.6577491362889608,0.13334255531369918,3,32,1,0.0,0.0003,0.0001,32,12,60
