rank,trial_id,selection_metric,mean_selection_score,std_selection_score,n_folds,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs
46,64,val_r2,0.6550888617833456,0.14108876171429846,3,64,1,0.2,0.0003,0.0,32,12,60
47,23,val_r2,0.6519310474395752,0.12964744890205385,3,32,1,0.0,0.0003,0.0,16,9,60
48,21,val_r2,0.6518978476524353,0.12062556887578177,3,64,2,0.2,0.0003,0.0001,16,6,60
49,3,val_r2,0.6511626442273458,0.11500635463741307,3,32,1,0.0,0.0003,0.0,16,6,60
50,9,val_r2,0.6484357913335165,0.13386330181893433,3,128,2,0.0,0.0003,0.0,32,12,60
51,52,val_r2,0.64656662940979,0.12190567287724317,3,32,1,0.0,0.0003,0.0001,32,9,60
52,53,val_r2,0.6460259358088175,0.16442708104763637,3,128,2,0.0,0.0003,0.0,16,9,60
53,17,val_r2,0.6436379750569662,0.17507301054142296,3,32,1,0.0,0.0003,0.0,32,6,60
54,58,val_r2,0.6405313014984131,0.12403152629783815,3,32,1,0.2,0.0003,0.0,32,9,60
55,59,val_r2,0.6394271651903788,0.13674552245189922,3,64,2,0.4,0.0003,0.0001,16,6,60
56,77,val_r2,0.6360568006833395,0.14423659922998502,3,128,2,0.4,0.0003,0.0001,16,9,60
57,7,val_r2,0.633953869342804,0.13739538811356553,3,32,2,0.2,0.0003,0.0001,16,6,60
58,75,val_r2,0.6337290604909261,0.14128474974080873,3,64,2,0.0,0.0003,0.0,32,9,60
59,31,val_r2,0.632699191570282,0.154726738898974,3,64,2,0.0,0.0003,0.0,16,9,60
60,56,val_r2,0.6321348746617635,0.10373475556268774,3,32,1,0.4,0.0003,0.0,32,6,60
61,13,val_r2,0.6319036881128947,0.09919922530500865,3,32,1,0.2,0.0003,0.0001,16,12,60
62,66,val_r2,0.6302989522616068,0.13734569584503767,3,32,2,0.2,0.001,0.0,16,12,60
63,25,val_r2,0.6266541282335917,0.15201691681562587,3,32,2,0.2,0.001,0.0,32,12,60
64,54,val_r2,0.6265597144762675,0.1629197828326019,3,64,2,0.0,0.0003,0.0001,16,9,60
65,61,val_r2,0.6259271105130514,0.15710325693283317,3,128,2,0.4,0.0003,0.0,32,9,60
66,6,val_r2,0.6255972385406494,0.07259900154913057,3,32,2,0.4,0.001,0.0,32,12,60
67,12,val_r2,0.6198220054308573,0.1578589708788252,3,64,2,0.4,0.0003,0.0,32,6,60
68,42,val_r2,0.6164723436037699,0.1460946642369141,3,32,2,0.2,0.0003,0.0,16,12,60
69,8,val_r2,0.6154012282689413,0.10828998275349296,3,32,1,0.4,0.0003,0.0001,32,12,60
70,79,val_r2,0.6138905684153239,0.12855858608646586,3,32,2,0.0,0.001,0.0001,32,12,60
71,24,val_r2,0.6024888157844543,0.162860342383889,3,64,2,0.4,0.0003,0.0001,32,12,60
72,71,val_r2,0.6015785336494446,0.12517419664817997,3,32,2,0.2,0.0003,0.0001,16,12,60
73,18,val_r2,0.5861410697301229,0.15876701106859478,3,32,1,0.2,0.0003,0.0001,32,12,60
74,16,val_r2,0.5781958301862081,0.18151275604733816,3,32,1,0.0,0.0003,0.0,32,9,60
75,5,val_r2,0.5741278529167175,0.14808649586304964,3,32,2,0.4,0.0003,0.0001,16,12,60
76,19,val_r2,0.5613494714101156,0.20909115485294164,3,32,2,0.2,0.0003,0.0,32,6,60
77,30,val_r2,0.5490587949752808,0.14093961672681032,3,32,2,0.2,0.0003,0.0,32,9,60
78,50,val_r2,0.5412666400273641,0.16919813772909825,3,32,2,0.4,0.0003,0.0,32,6,60
79,20,val_r2,0.5354224642117819,0.1342643541007508,3,32,2,0.2,0.0003,0.0001,32,12,60
80,33,val_r2,0.4833646019299825,0.2427485238372826,3,32,2,0.4,0.0003,0.0001,32,9,60
