trial_id,fold,train_start,train_end,val_start,val_end,selection_metric,selection_score,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs,best_val_loss,best_epoch,epochs_ran,val_accuracy,val_f1_macro,val_auc_macro,val_bss
1,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,,128,1,0.2,0.0003,0.0,32,6,60,0.43336501717567444,49,60,0.7948717948717948,0.8182716049382716,0.9303881165177094,0.5451117279725273
1,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,,128,1,0.2,0.0003,0.0,32,6,60,0.82137531042099,27,47,0.6410256410256411,0.6194295900178254,0.7851560574488584,0.1640925041241067
1,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,,128,1,0.2,0.0003,0.0,32,6,60,0.8466619849205017,17,37,0.6329113924050633,0.6041275797373359,0.7512149996229637,0.10111666744855852
2,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,,32,1,0.4,0.001,0.0001,32,6,60,0.5346778035163879,45,60,0.7435897435897436,0.7468253968253968,0.9102631578947369,0.4522499548329255
2,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,,32,1,0.4,0.001,0.0001,32,6,60,0.8002819418907166,17,37,0.5897435897435898,0.5376984126984127,0.76397991306491,0.17103928789068867
2,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,,32,1,0.4,0.001,0.0001,32,6,60,0.7764010429382324,21,41,0.5949367088607594,0.5867291764338178,0.7957296953370351,0.16831097559579233
3,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,,32,1,0.0,0.0003,0.0,16,6,60,0.5079752940397996,60,60,0.782051282051282,0.7942776603241719,0.9102954319761668,0.4633043143395671
3,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,,32,1,0.0,0.0003,0.0,16,6,60,0.8960299369616386,19,39,0.47435897435897434,0.4255158135218105,0.7106705540991687,0.09100981120134222
3,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,,32,1,0.0,0.0003,0.0,16,6,60,0.8157328631304488,27,47,0.6075949367088608,0.5865530189346192,0.7745665435514161,0.14778162290334296
4,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,,128,2,0.0,0.0003,0.0001,16,9,60,0.4427164609615619,19,39,0.8076923076923077,0.8302941176470587,0.9387902695595004,0.5481507181627117
4,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,,128,2,0.0,0.0003,0.0001,16,9,60,0.8816766142845154,16,36,0.5512820512820513,0.5112535612535613,0.7442100221818916,0.05843939130536446
4,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,,128,2,0.0,0.0003,0.0001,16,9,60,0.9086037431007776,4,24,0.5128205128205128,0.42317389490486296,0.6806490119012261,0.05099370316787777
5,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,,32,2,0.4,0.0003,0.0001,16,12,60,0.5530622082871276,37,57,0.7402597402597403,0.7207179167963482,0.9283549896049896,0.44733707119436084
5,2,1979-12-01,2002-01-01,2002-02-01,2008-06-01,val_r2,,32,2,0.4,0.0003,0.0001,16,12,60,0.8970073624090715,30,50,0.4675324675324675,0.4137115839243499,0.6660157927776126,0.053288382139245694
5,3,1979-12-01,2008-06-01,2008-07-01,2014-12-01,val_r2,,32,2,0.4,0.0003,0.0001,16,12,60,0.89121496066069,24,44,0.5641025641025641,0.5074980385190448,0.7743231920268564,0.14173500920909154
