trial_id,fold,train_start,train_end,val_start,val_end,selection_metric,selection_score,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs,best_val_loss,best_epoch,epochs_ran,val_rmse,val_mae,val_corr,val_r2
1,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.6886084675788879,256,1,0.0,0.0005,0.0,16,6,60,0.33370748315102017,7,27,0.5776742696762085,0.4366680979728699,0.8873385033409239,0.6886084675788879
1,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.05695563554763794,256,1,0.0,0.0005,0.0,16,6,60,0.4921441376209259,7,27,0.701529860496521,0.5963699817657471,0.450417783114115,0.05695563554763794
1,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.21120911836624146,256,1,0.0,0.0005,0.0,16,6,60,0.463864920260031,20,40,0.6810762286186218,0.5669305324554443,0.5387652207704011,0.21120911836624146
2,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.5607552528381348,32,2,0.0,0.001,0.0001,64,6,60,0.4707234799861908,27,47,0.6860928535461426,0.49283385276794434,0.8323427050462633,0.5607552528381348
2,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.08830177783966064,32,2,0.0,0.001,0.0001,64,6,60,0.47578561305999756,13,33,0.6897721290588379,0.5507172346115112,0.30054553340718543,0.08830177783966064
2,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.040988922119140625,32,2,0.0,0.001,0.0001,64,6,60,0.5639662146568298,27,47,0.7509769201278687,0.6041699647903442,0.38239516907924836,0.040988922119140625
3,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.3615967035293579,32,1,0.0,0.0001,0.0001,32,6,60,0.6841546893119812,60,60,0.8271364569664001,0.5902897119522095,0.7298153989864379,0.3615967035293579
3,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.10137087106704712,32,1,0.0,0.0001,0.0001,32,6,60,0.4689652919769287,36,56,0.6848104000091553,0.5633301138877869,0.3195757353932722,0.10137087106704712
3,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.056942880153656006,32,1,0.0,0.0001,0.0001,32,6,60,0.5545843839645386,20,40,0.7447041869163513,0.5861796140670776,0.25012508565473474,0.056942880153656006
4,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.6879690289497375,256,2,0.0,0.001,1e-05,32,9,60,0.33707958459854126,4,24,0.5805855393409729,0.4291732907295227,0.9006827857158832,0.6879690289497375
