epoch,train_loss,val_loss,lr
1.0,0.6100439576893391,0.9066309840590866,0.001
2.0,0.44879593305453236,0.8840448966732731,0.001
3.0,0.44390474759672877,1.0127496675208763,0.001
4.0,0.37199244370281137,0.8932648124518218,0.001
5.0,0.34681627116980596,0.8970684762354251,0.001
6.0,0.329448143796861,1.0225949375717729,0.001
7.0,0.30052657616923223,1.1170749443548698,0.001
8.0,0.31404244619477134,1.0036471243257876,0.001
9.0,0.3005077759487128,0.9625654529642176,0.001
10.0,0.27571366232203837,1.0959324880882546,0.001
11.0,0.26846752425533105,1.0335750447379217,0.001
12.0,0.27690067896648635,1.0242253453643233,0.001
13.0,0.26493800714098176,0.9133604367574056,0.0005
14.0,0.22479963545515247,1.1890262806857075,0.0005
15.0,0.20607033353240511,1.1405679693928472,0.0005
16.0,0.17963357330489682,1.1297195487552218,0.0005
17.0,0.1590236964457461,1.1779825864014801,0.0005
18.0,0.14931295933581445,1.2132766290947243,0.0005
19.0,0.12868862288498953,1.2981193816220318,0.0005
20.0,0.1281958887102462,1.2395099136564467,0.0005
21.0,0.11755186996676704,1.3268920668849238,0.0005
22.0,0.10654160088412815,1.3609395424524944,0.0005
