trial_id,fold_id,train_start,train_end,val_start,val_end,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step,early_stopping_rounds,best_iteration,val_accuracy,val_f1_macro,val_auc_macro,val_bss
7,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.01,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,385,0.514018691588785,0.5134836427939876,0.7436650363107128,0.01021222304878433
7,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.01,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,366,0.5514018691588785,0.5431712348953729,0.7268850628611125,0.13486989524277104
7,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.01,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,351,0.4672897196261682,0.39367449818565986,0.6725595398939509,0.03939196032565895
8,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.03,0.6,1.0,3.0,0.1,10.0,0.5,1.0,50,127,0.514018691588785,0.5146016777213412,0.7528684917930573,-0.0029584255798291714
8,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.03,0.6,1.0,3.0,0.1,10.0,0.5,1.0,50,139,0.616822429906542,0.6122153209109731,0.7465567600311136,0.15867318588817148
8,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.03,0.6,1.0,3.0,0.1,10.0,0.5,1.0,50,119,0.45794392523364486,0.40830140485312905,0.6727059132597573,0.03664358928865741
9,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,3,0.01,0.6,0.8,1.0,0.0,3.0,0.1,0.0,50,180,0.48598130841121495,0.4877111192900667,0.7336690550530155,-0.030721895232197483
9,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,3,0.01,0.6,0.8,1.0,0.0,3.0,0.1,0.0,50,272,0.5700934579439252,0.5661016543369485,0.7370551163338135,0.13931100796843277
9,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,3,0.01,0.6,0.8,1.0,0.0,3.0,0.1,0.0,50,238,0.4672897196261682,0.42158426368952684,0.6635577068727643,0.03608351102014462
10,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.01,0.8,0.8,3.0,1.0,1.0,0.1,1.0,100,209,0.514018691588785,0.5116439653644735,0.7479635925428095,-0.003994540275746639
10,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.01,0.8,0.8,3.0,1.0,1.0,0.1,1.0,100,392,0.5420560747663551,0.5307396149949342,0.7371752855619184,0.13710497212751482
10,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.01,0.8,0.8,3.0,1.0,1.0,0.1,1.0,100,372,0.4485981308411215,0.38162573099415203,0.6718041433741688,0.037087668237772764
11,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,195,0.5233644859813084,0.518909043345443,0.7379480017738227,0.003168089917136907
11,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,287,0.5794392523364486,0.5690180477774752,0.7345157387572953,0.14216521394388237
11,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,648,0.5420560747663551,0.500546783625731,0.6917905660184785,0.0527498949480355
12,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,128,0.5233644859813084,0.5214043988097766,0.752880446158585,0.017650952882450444
12,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,146,0.5981308411214953,0.5882066869300911,0.7456465942807603,0.16194521685088392
12,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,237,0.4766355140186916,0.42546408393866014,0.6968485152745245,0.03358130906357715
13,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,23,0.4485981308411215,0.45432848408180476,0.7192219562348993,-0.00605687249411635
13,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,35,0.5420560747663551,0.5337606837606838,0.732977900110078,0.13651651095237283
13,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,38,0.4672897196261682,0.40320839649074464,0.6868311262079659,0.06020424900022148
14,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,35,0.5514018691588785,0.5432777099443765,0.7407014416159021,0.004428859446526268
14,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,95,0.5981308411214953,0.6004329004329004,0.7382607096234951,0.13745358683642128
14,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,108,0.4953271028037383,0.4421478268726846,0.6814290476596597,0.02527094722554657
15,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,290,0.514018691588785,0.5155020319159481,0.7414966286991521,-0.015510704617775373
15,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,267,0.5327102803738317,0.5204214963119073,0.723921265565891,0.12221781119380659
15,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,235,0.4766355140186916,0.42176259989580905,0.6629707651551052,0.04356276066953757
16,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,30,0.5420560747663551,0.5360186410578348,0.7213989312015324,0.01060222318354831
16,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,35,0.5607476635514018,0.5523688023688024,0.7308854828356929,0.1439399894647112
16,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,44,0.48598130841121495,0.4445117029862793,0.6877877879837647,0.05139381691751033
17,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,56,0.5046728971962616,0.5041950113378685,0.7409179209604466,-0.015776409816237846
17,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,105,0.5420560747663551,0.5373219373219373,0.7254711458925321,0.10872679142844965
17,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,91,0.4672897196261682,0.4358792949644714,0.6754226400877257,0.03535781127484139
18,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,17,0.48598130841121495,0.4920550713654162,0.7557751792126651,-0.0206978532132831
18,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,21,0.5700934579439252,0.5549018875442004,0.7296577985972056,0.13542046536183638
18,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,22,0.4672897196261682,0.4232893910860012,0.6431722759541545,0.01483347403718216
19,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,32,0.48598130841121495,0.4891215775749674,0.7414695457666292,-0.01808889813907122
19,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,41,0.5981308411214953,0.5990969656783808,0.733539683943294,0.1379012953843317
19,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,33,0.4392523364485981,0.39436359436359436,0.6707009122822999,0.03910548298954608
20,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,45,0.48598130841121495,0.47411812832373573,0.7225030188987293,-0.015233004918182358
20,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,74,0.5420560747663551,0.5342706995024995,0.7187033022621993,0.10845239948187779
20,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,75,0.4953271028037383,0.44013728538539304,0.6799060896214276,0.03797846487806966
21,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,37,0.4672897196261682,0.47072879330943845,0.7341458482090402,-0.05503135632827805
21,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,85,0.5887850467289719,0.5845637996800788,0.7250903912034535,0.12312854026932951
21,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,87,0.4766355140186916,0.42727272727272725,0.6761183206588047,0.03409169127005662
22,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,30,0.48598130841121495,0.48838314117476633,0.7370465213836447,0.014144331482522365
22,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,41,0.5327102803738317,0.5237749315740062,0.7146442488089905,0.10762527048233528
22,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,48,0.4953271028037383,0.4231043700182638,0.6924754803287341,0.04642331751642348
23,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,25,0.45794392523364486,0.4613928975664969,0.6996019838292907,-0.07638627033864931
23,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,48,0.5514018691588785,0.5424776139256196,0.703510691425358,0.07567880433621343
23,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,49,0.4672897196261682,0.4279457022819855,0.6686802693528433,0.030374866768483555
24,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,65,0.5046728971962616,0.49909297052154206,0.7475906125125659,-0.00387429554544072
24,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,97,0.5794392523364486,0.5720815416467591,0.7413991566298584,0.1536519150300768
24,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,171,0.5046728971962616,0.4774774774774775,0.6799679083323031,0.045706050064452164
25,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,179,0.4672897196261682,0.46722592367068083,0.7215756834121515,-0.03163788720405303
25,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,189,0.5420560747663551,0.5321321321321322,0.7056622009309451,0.09435387037488319
25,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,239,0.48598130841121495,0.452906752906753,0.6728131759263087,0.046488121377183056
26,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,186,0.48598130841121495,0.4859361079292351,0.7495094382220531,0.0037423028876577558
26,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,313,0.5794392523364486,0.5712250199120269,0.7365036983193859,0.1431720840770645
26,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,499,0.4953271028037383,0.45471521942110177,0.6797973141595891,0.039310152908483054
27,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,52,0.4672897196261682,0.4718986001105176,0.747061032565466,-0.028136931060361414
27,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,57,0.5700934579439252,0.5657374037170517,0.7208771443882952,0.12556008575984945
27,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,44,0.4485981308411215,0.3975561032977301,0.67301224086824,0.04739475061804188
28,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,34,0.5046728971962616,0.5040951855020925,0.7221091417432671,-0.039065386101756694
28,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,52,0.5607476635514018,0.5575498575498575,0.7246738189075607,0.11207649727350533
28,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,52,0.4485981308411215,0.38227513227513227,0.6698605871938544,0.029259629840509338
29,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,58,0.514018691588785,0.5098740062685514,0.7319686371200755,0.0040235983421791355
29,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,79,0.6074766355140186,0.5984616173934322,0.7366603015829286,0.14416393527642224
29,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,62,0.4672897196261682,0.42158426368952684,0.6725830731820605,0.0426222089217162
30,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,56,0.4672897196261682,0.4684414769160532,0.7369787488945291,-0.0063034296929387335
30,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,49,0.5700934579439252,0.5622890181713711,0.7245679100598421,0.1326236252446904
30,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,44,0.4672897196261682,0.3994708994708995,0.6664818815473087,0.04352722988315427
31,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,223,0.48598130841121495,0.4831941437261573,0.7284753542803372,-0.004180445384635467
31,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,346,0.5233644859813084,0.5090033616083532,0.7190869759844162,0.11776775435008702
31,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,484,0.4953271028037383,0.44013728538539304,0.6841211431585693,0.034952535126689166
32,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,318,0.5046728971962616,0.5041719347727419,0.7298164376626763,-0.036586088249417115
32,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,413,0.5607476635514018,0.5520424836601308,0.732969260715098,0.12106855257113958
32,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,161,0.45794392523364486,0.425438596491228,0.6751231093717635,0.03978958044063119
33,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,72,0.4953271028037383,0.48106513160276604,0.7198543037939634,-6.559263589323017e-05
33,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,64,0.5233644859813084,0.5135975135975136,0.7073696936662698,0.10064708186510707
33,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,81,0.48598130841121495,0.4345888261142498,0.6848937196071513,0.04937783611536917
34,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,28,0.4766355140186916,0.47897979630637666,0.7021013261538754,-0.05594934476748792
34,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,41,0.5794392523364486,0.5710962838836463,0.7208222802145894,0.10327671943835048
34,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,58,0.48598130841121495,0.45613244823771143,0.6769868689335206,0.025520271492802893
35,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,57,0.48598130841121495,0.47460861470762467,0.7242809268008338,-0.03140846427766375
35,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,67,0.5794392523364486,0.5609772671114406,0.7089025122838208,0.09012320561251552
35,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,69,0.4672897196261682,0.42531085127434015,0.6565767901803223,0.03580713841364547
36,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,168,0.4485981308411215,0.452945199019053,0.7284358525087383,-0.0510808231658233
36,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,133,0.5420560747663551,0.5254852315514159,0.7133852592433173,0.0891531703575642
36,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,173,0.4392523364485981,0.4052563082016098,0.6638571607745302,0.047703580737991524
37,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,495,0.48598130841121495,0.48589936633414893,0.7462868358608107,-0.016456818619809965
37,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,402,0.5887850467289719,0.5781986050479201,0.7420974879224843,0.1582248025743016
37,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,349,0.4672897196261682,0.40641646489104116,0.6664891700083634,0.042644174854461814
38,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,91,0.48598130841121495,0.47411812832373573,0.7308981176495118,-0.00395806510334995
38,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,137,0.5420560747663551,0.5307396149949342,0.7202513981417192,0.11289207551708724
38,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,139,0.48598130841121495,0.4295330212138362,0.6802960934944036,0.036228171207675075
39,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,317,0.48598130841121495,0.4854875283446712,0.7253057503236011,-0.00466627155600019
39,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,438,0.5233644859813084,0.5132191324237216,0.708776205202323,0.09741290015006532
39,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,283,0.4766355140186916,0.42546408393866014,0.6641066401643045,0.03128013912587568
40,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,68,0.5420560747663551,0.5323076923076923,0.717365411825322,-0.02993327196021278
40,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,131,0.5887850467289719,0.5737683225367954,0.7364050527931282,0.12452888412885033
40,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,67,0.4392523364485981,0.39155950519586885,0.6616389858013186,0.0306283544231426
41,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,52,0.45794392523364486,0.460040885040885,0.6852995245847224,-0.07890318844447752
41,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,115,0.5514018691588785,0.5460971706905343,0.7081894282415542,0.06692912462751754
41,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,82,0.4485981308411215,0.4059632124148253,0.6711785014794058,0.029356449726201217
42,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,332,0.48598130841121495,0.4854875283446712,0.726233196996897,-0.004477678970669974
42,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,331,0.514018691588785,0.508720582249994,0.7112462669320179,0.11147544528158715
42,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,307,0.48598130841121495,0.4445117029862793,0.6667428426491399,0.03417364032382175
