epoch,train_loss,val_loss,lr
1.0,0.5910352966453456,0.6283450391557481,0.001
2.0,0.3741675026809113,0.6492911731755292,0.001
3.0,0.35342943291120893,0.6337862688082235,0.001
4.0,0.33296680676786206,0.589015539045687,0.001
5.0,0.29179757192165034,0.5571708171455948,0.001
6.0,0.2556316920473606,0.6086258535031919,0.001
7.0,0.24615522841863993,0.4183546646877571,0.001
8.0,0.22941770546043974,0.43474548392825657,0.001
9.0,0.22000043924096263,0.4183721189145689,0.001
10.0,0.207193328987194,0.49017924070358276,0.001
11.0,0.18822207198112825,0.5567713368822027,0.001
12.0,0.16718854698576505,0.5061313134652597,0.001
13.0,0.1641658559630189,0.4974191089471181,0.001
14.0,0.15279747583443606,0.5146589477856954,0.001
15.0,0.15795985514981836,0.5179252834231766,0.001
16.0,0.12204396168265162,0.5654075807995267,0.001
17.0,0.11047069492596615,0.5354781128742077,0.001
18.0,0.08115300588026832,0.48607040334630897,0.0005
19.0,0.08093599786486806,0.5523911957387571,0.0005
20.0,0.06483216234777547,0.5981481903129153,0.0005
21.0,0.0664773080733758,0.6169113936247649,0.0005
22.0,0.06409198026868361,0.5761069489849938,0.0005
23.0,0.060598592922280106,0.5878168333459783,0.0005
24.0,0.04841905252277097,0.5398144048673136,0.0005
25.0,0.05612940765634368,0.6298143256593633,0.0005
26.0,0.04797643649427197,0.6572209066814847,0.0005
27.0,0.039887368372535405,0.6272322634855906,0.0005
