epoch,train_loss,val_loss,lr
1.0,0.7105374218528173,0.8895251243202774,0.001
2.0,0.4901071594426624,0.915191791675709,0.001
3.0,0.45057316801764746,0.8648025702547144,0.001
4.0,0.39287257110437257,0.9867605589054249,0.001
5.0,0.3929254429467419,0.8963614635997348,0.001
6.0,0.3766696668904403,0.9110014968448215,0.001
7.0,0.331048857922838,0.9811826061319422,0.001
8.0,0.3644775624932914,1.1447345989721793,0.001
9.0,0.31978744006829574,0.947619758270405,0.001
10.0,0.2977253038868261,0.962510676295669,0.001
11.0,0.2958073769243533,0.961818171872033,0.001
12.0,0.2811563717300615,1.0509840382470026,0.001
13.0,0.2709371919355422,1.1231631349634241,0.001
14.0,0.2917584693730812,1.0540285154625222,0.0005
15.0,0.24596598510831874,1.201003767825939,0.0005
16.0,0.2695184674195735,1.006680753495958,0.0005
17.0,0.2397305390864704,1.326401878286291,0.0005
18.0,0.22893276567743115,1.21534557695742,0.0005
19.0,0.2255189490729365,1.2295206520292494,0.0005
20.0,0.21322843768753602,1.1891259219911363,0.0005
21.0,0.21053263526351473,1.383719969678808,0.0005
22.0,0.204234982685983,1.3065268860922918,0.0005
23.0,0.20255771966002953,1.4008380130485252,0.0005
