trial_id,fold_id,train_start,train_end,val_start,val_end,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step,early_stopping_rounds,best_iteration,val_rmse,val_mae,val_corr,val_r2
21,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,259,0.4304729700088501,0.34262919425964355,0.8261437285471344,0.6759968996047974
22,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,53,0.5732166767120361,0.45159125328063965,0.6951929963677809,0.44273340702056885
22,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,94,0.490017294883728,0.403253436088562,0.8704595891080182,0.753126323223114
22,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,91,0.43815162777900696,0.33336007595062256,0.8256333653838155,0.664334774017334
23,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,15,0.6399551630020142,0.4909372627735138,0.5721411745516426,0.305416464805603
23,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,94,0.4797670245170593,0.4025629460811615,0.8779411683088992,0.7633466124534607
23,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,440,0.4181426465511322,0.3204024136066437,0.8419721435179021,0.6942923069000244
24,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,107,0.5061473250389099,0.3936231732368469,0.7559284366443247,0.5655105113983154
24,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,303,0.4819265604019165,0.39925989508628845,0.8760735364629947,0.7612113356590271
24,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,436,0.4235345423221588,0.3306652307510376,0.8336890267744542,0.686357319355011
25,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,138,0.6276847720146179,0.4907236397266388,0.5923042891221327,0.3317967653274536
25,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,760,0.5047405362129211,0.4171629548072815,0.862004303310013,0.7380681037902832
25,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,1199,0.43436330556869507,0.33376753330230713,0.8302458444732094,0.6701141595840454
26,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,347,0.5125641822814941,0.39773160219192505,0.7488672477597698,0.5544239282608032
26,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,430,0.49523454904556274,0.41009798645973206,0.8729195704214154,0.7478413581848145
26,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,799,0.45633381605148315,0.36676159501075745,0.8019313250698751,0.635898232460022
27,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,75,0.5348062515258789,0.42020124197006226,0.7305738338355979,0.5149144530296326
27,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,148,0.48616740107536316,0.4075073301792145,0.8721409332369433,0.7569903135299683
27,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,322,0.4384270906448364,0.33183780312538147,0.826402612398743,0.6639126539230347
28,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,69,0.6048619151115417,0.4780164361000061,0.6522365405313981,0.37950563430786133
28,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,147,0.48968303203582764,0.40410012006759644,0.8708230786011671,0.7534630298614502
28,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,463,0.4230058193206787,0.3198278248310089,0.8416751881348886,0.6871399879455566
29,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,81,0.573317289352417,0.45340225100517273,0.6870868268721358,0.44253772497177124
29,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,102,0.5326688289642334,0.4419422745704651,0.8490833343416851,0.7082797884941101
29,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,108,0.4655580222606659,0.3623770475387573,0.7985086139980493,0.6210298538208008
30,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,48,0.5744131207466125,0.45284005999565125,0.6785254984264916,0.44040459394454956
30,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,407,0.5022534132003784,0.4138524532318115,0.8622940898064329,0.7406431436538696
30,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,268,0.4245575964450836,0.3200940787792206,0.8371646448512284,0.6848403215408325
31,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,317,0.49975138902664185,0.38073310256004333,0.7618794388778023,0.5764219760894775
31,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,538,0.48684293031692505,0.40272414684295654,0.8761776801352674,0.7563145160675049
31,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,799,0.43604010343551636,0.34466496109962463,0.8224596094463391,0.6675622463226318
32,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,141,0.6464628577232361,0.5088406205177307,0.5582533514145586,0.2912181615829468
32,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,499,0.546148419380188,0.4461110234260559,0.8362955138729735,0.6933286190032959
32,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,499,0.4743245542049408,0.3688545227050781,0.798215480277132,0.6066232919692993
33,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,112,0.5874196887016296,0.46875035762786865,0.6705958967144097,0.41477566957473755
33,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,120,0.5086215734481812,0.42358991503715515,0.8644818664166104,0.7340245246887207
33,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,115,0.44982993602752686,0.34886109828948975,0.8148896596212849,0.6462030410766602
34,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,27,0.6359504461288452,0.4910009801387787,0.5750406390993633,0.31408238410949707
34,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,442,0.5186761617660522,0.4209885895252228,0.8523919267174638,0.7234048843383789
34,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,489,0.4540860950946808,0.3473576605319977,0.8101667054456854,0.6394762992858887
35,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,1598,0.6076382994651794,0.4826083183288574,0.648247218863192,0.3737962245941162
35,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,106,0.4913497567176819,0.4081152081489563,0.8769832755794034,0.7517818808555603
35,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,118,0.4527842104434967,0.35036829113960266,0.8122160488841637,0.6415406465530396
36,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,97,0.6465697288513184,0.4987886846065521,0.553154814573901,0.29098379611968994
36,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,798,0.5024669766426086,0.41503313183784485,0.8627684985918982,0.7404225468635559
36,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,795,0.46398335695266724,0.3463732600212097,0.8074948413833634,0.623589038848877
37,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,379,0.5113961100578308,0.39434775710105896,0.7467434352470895,0.5564523935317993
37,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,894,0.5091859102249146,0.4209021329879761,0.8594996801053195,0.7334340810775757
37,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,1040,0.449094295501709,0.3438590466976166,0.8226127965576524,0.6473591923713684
38,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,102,0.4994822144508362,0.38292425870895386,0.7621012784004534,0.5768781304359436
38,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,299,0.4807564914226532,0.3943273723125458,0.8779946246970862,0.7623694539070129
38,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,432,0.42736345529556274,0.33446797728538513,0.8307644326724918,0.6806608438491821
39,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,412,0.5727077722549438,0.4526557922363281,0.6889204156142653,0.4437224864959717
39,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,437,0.5208349823951721,0.4333699643611908,0.8578812832187152,0.7210975885391235
39,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,453,0.45946475863456726,0.35702845454216003,0.8070090170497026,0.6308848857879639
40,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,36,0.6379151940345764,0.496887743473053,0.5672083909623798,0.30983757972717285
40,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,798,0.5194942951202393,0.4351375699043274,0.8515500784007718,0.7225316166877747
40,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,797,0.46055471897125244,0.35669857263565063,0.809195771217944,0.629131555557251
41,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,97,0.6114081144332886,0.4888726472854614,0.6452672326458678,0.3660021424293518
41,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,124,0.5155166387557983,0.426754355430603,0.8615423997672489,0.7267643809318542
41,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,136,0.4672229588031769,0.3615403473377228,0.7998751207368952,0.6183143854141235
42,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,277,0.567356526851654,0.44915422797203064,0.6877219066875137,0.45406925678253174
42,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,799,0.5250913500785828,0.43732839822769165,0.8555709354382697,0.7165204882621765
42,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,477,0.4609743356704712,0.35889458656311035,0.8046228696474905,0.628455400466919
43,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,0.8,1.0,1.0,0.1,1.0,0.0,0.0,50,18,0.6338412165641785,0.48343533277511597,0.5754304484077012,0.31862473487854004
