rank,trial_id,n_folds,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step,early_stopping_rounds,mean_val_start,std_val_start,mean_val_end,std_val_end,mean_best_iteration,std_best_iteration,mean_val_rmse,std_val_rmse,mean_val_mae,std_val_mae,mean_val_corr,std_val_corr,mean_val_r2,std_val_r2,mean_selection_score,std_selection_score
89,155,3,800,3,0.05,0.6,1.0,1.0,0.01,5.0,0.5,0.0,100,,,,,213.0,110.28448062473099,0.49678633610407513,0.033168451967775306,0.39728090167045593,0.03366737786518448,0.8012666155254183,0.05137214324413869,0.6337549487749735,0.08565010000830374,0.6337549487749735,0.08565010000830374
90,5,3,500,3,0.05,0.6,0.8,5.0,0.0,3.0,0.0,0.0,50,,,,,174.0,151.0231770292229,0.49324865142504376,0.056734495436247576,0.38949849208196,0.04997826761526398,0.8015762323558421,0.0743267633103818,0.6335931022961935,0.12107460654970072,0.6335931022961935,0.12107460654970072
91,53,3,500,4,0.01,0.6,1.0,10.0,0.0,10.0,0.1,0.0,100,,,,,483.3333333333333,22.15601247717849,0.4982711275418599,0.025900172980887707,0.3951643606026967,0.028800568937041016,0.8034224545912584,0.04882279457839465,0.6331569949785868,0.0744187410753724,0.6331569949785868,0.0744187410753724
92,71,3,800,5,0.01,0.6,0.8,1.0,0.1,1.0,0.5,1.0,100,,,,,582.6666666666666,158.19046185602411,0.4937759041786194,0.040402188192195015,0.396395742893219,0.036116876298688455,0.8006397143126986,0.06646167705258961,0.6329006950060526,0.10799936619954308,0.6329006950060526,0.10799936619954308
93,62,3,1600,5,0.01,0.6,0.8,3.0,0.1,3.0,0.5,0.0,50,,,,,544.0,182.40614024752566,0.49666932225227356,0.03508331664982623,0.3973456124464671,0.03177371172415999,0.799426424286712,0.05991381983424514,0.632184644540151,0.09368222649302257,0.632184644540151,0.09368222649302257
94,9,3,1200,3,0.01,0.6,0.8,1.0,0.0,3.0,0.1,0.0,50,,,,,599.0,271.4442852594248,0.4954134225845337,0.05333162995011691,0.39271944761276245,0.04526423450148469,0.7967123807602432,0.0765352019343219,0.6310331622759501,0.11711743122914646,0.6310331622759501,0.11711743122914646
95,228,3,1600,3,0.03,0.6,1.0,3.0,1.0,10.0,0.0,1.0,100,,,,,434.0,302.13352456598835,0.49936511119206745,0.04727310168017099,0.39662060141563416,0.04634489836834164,0.7985338443956295,0.06301752686569069,0.6304528911908468,0.09478945755605414,0.6304528911908468,0.09478945755605414
96,193,3,500,5,0.01,0.6,0.6,3.0,0.1,5.0,0.5,0.0,50,,,,,438.0,85.56089449431128,0.4997556408246358,0.027011476930108587,0.40082792441050213,0.026333543775818015,0.7993611125662293,0.052019833009326034,0.630351702372233,0.07835643215950716,0.630351702372233,0.07835643215950716
97,16,3,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,,,,,145.0,78.43468620451031,0.49888614813486737,0.05208400253909345,0.3993098934491475,0.048244916781239815,0.7980202684341884,0.06335155527965898,0.6299376487731934,0.103371368269478,0.6299376487731934,0.103371368269478
98,184,3,1200,4,0.03,0.6,0.8,5.0,0.1,10.0,0.0,0.0,100,,,,,474.3333333333333,366.29162637924924,0.5013384222984314,0.04757575535510075,0.39784199992815655,0.049597345127924,0.7984795686421325,0.057078516560719245,0.6298653880755106,0.08521945085750109,0.6298653880755106,0.08521945085750109
99,18,3,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,,,,,135.66666666666666,80.94991592885621,0.4941513240337372,0.049814858915652564,0.39692574739456177,0.04717519932343235,0.8015590950852743,0.06798474173305268,0.6298088431358337,0.12233559482678524,0.6298088431358337,0.12233559482678524
100,151,3,1600,4,0.05,0.6,0.8,3.0,0.0,3.0,0.5,0.0,100,,,,,409.0,336.1259684503217,0.4989622235298157,0.03804518652683005,0.4013569454352061,0.037213620077181236,0.7975028688280403,0.05710590479042112,0.6292670369148254,0.09470675090856434,0.6292670369148254,0.09470675090856434
101,61,3,1200,2,0.05,1.0,1.0,5.0,0.1,10.0,0.5,0.0,50,,,,,472.6666666666667,512.2527587909009,0.5003736217816671,0.02717626432617809,0.398784597714742,0.020537149997348386,0.7980313073153993,0.056180636202700515,0.6281474033991495,0.08421081476892081,0.6281474033991495,0.08421081476892081
102,242,3,500,5,0.01,0.6,0.8,1.0,0.01,3.0,0.5,0.0,100,,,,,421.0,93.19155898828319,0.49985020359357196,0.03235214818653196,0.3995457986990611,0.02968632250169197,0.7975108078408093,0.05981543095994662,0.6276086966196696,0.092363807186984,0.6276086966196696,0.092363807186984
103,239,3,500,4,0.1,0.6,1.0,10.0,0.01,1.0,0.0,1.0,50,,,,,79.33333333333333,43.65266951236265,0.4978082875410716,0.04262779368997495,0.39634770154953003,0.03957885702989493,0.7944414361932407,0.0676137267408508,0.6265484094619751,0.1121479948984422,0.6265484094619751,0.1121479948984422
104,247,3,800,4,0.05,0.6,0.8,3.0,0.0,1.0,0.0,1.0,50,,,,,147.66666666666666,115.29768235118846,0.4958517253398895,0.061282211195465175,0.3961437443892161,0.05440971335084829,0.796427589307522,0.0835653767650936,0.626477062702179,0.1349315990770543,0.626477062702179,0.1349315990770543
105,226,3,1200,4,0.01,0.6,0.8,3.0,0.01,1.0,0.0,1.0,100,,,,,683.0,361.26536876189317,0.496652752161026,0.06535973614619901,0.39567554990450543,0.05667789026864245,0.7948436910241329,0.08770770760991918,0.6247313022613525,0.14026003527062295,0.6247313022613525,0.14026003527062295
106,143,3,1200,5,0.05,0.6,0.6,3.0,0.1,3.0,0.0,0.0,50,,,,,330.0,256.99935149075117,0.4991871913274129,0.056767713312390264,0.395914226770401,0.047641996269117005,0.7925458799661342,0.08100615291396855,0.6245573163032532,0.12393842889866195,0.6245573163032532,0.12393842889866195
107,125,3,500,2,0.01,0.8,0.8,1.0,1.0,10.0,0.0,1.0,100,,,,,467.6666666666667,44.31202495435698,0.5034196277459463,0.011454400408095665,0.40188167492548627,0.012845307530791933,0.7959098825646298,0.053802342560009514,0.6236133178075155,0.07842597551667355,0.6236133178075155,0.07842597551667355
108,72,3,1600,2,0.05,1.0,1.0,1.0,0.01,10.0,0.5,0.0,50,,,,,933.3333333333334,587.8465408212892,0.5032533009847006,0.02801450576885201,0.40132203698158264,0.02092660589668333,0.7952735097539385,0.057830284932558255,0.6231763561566671,0.08830391605062132,0.6231763561566671,0.08830391605062132
109,85,3,1600,3,0.03,0.6,1.0,1.0,1.0,1.0,0.5,1.0,50,,,,,277.3333333333333,69.21624728984438,0.5011999309062958,0.04368864583852178,0.4023733933766683,0.03808019564613744,0.7945139094853314,0.06617006495514036,0.6224837700525919,0.11124728431285255,0.6224837700525919,0.11124728431285255
110,30,3,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,,,,,241.0,147.79941362084853,0.5004080434640249,0.06119217587796346,0.39559553066889447,0.05570972565228627,0.792661411028051,0.08135570932631696,0.6219626863797506,0.13038659040324804,0.6219626863797506,0.13038659040324804
111,216,3,800,5,0.1,0.8,0.8,10.0,0.01,1.0,0.0,1.0,100,,,,,75.0,52.959103718498355,0.5000031491120657,0.0663529668032241,0.39610066016515094,0.05992809613457165,0.7958164040230876,0.0809434052768207,0.6219117641448975,0.13653206496582182,0.6219117641448975,0.13653206496582182
112,245,3,1200,4,0.01,0.6,1.0,5.0,0.01,5.0,0.1,1.0,100,,,,,701.3333333333334,370.8821316207557,0.5014340281486511,0.05145513361383062,0.3959162135918935,0.04656088364411987,0.793075123481139,0.07775375548331319,0.6218421459197998,0.11841293328541534,0.6218421459197998,0.11841293328541534
113,204,3,800,4,0.05,0.6,1.0,5.0,0.0,10.0,0.0,0.0,50,,,,,281.6666666666667,214.2029152203324,0.505485475063324,0.0483301528470922,0.4014443556467692,0.04715936735921621,0.7930643275124581,0.06486196314915904,0.6212923526763916,0.09770498696386322,0.6212923526763916,0.09770498696386322
114,7,3,800,3,0.01,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,,,,,631.3333333333334,229.34738329054952,0.5024708608786265,0.03831455248281226,0.40143804748853046,0.033658833556449864,0.7937423557753825,0.06779195548357494,0.6212242245674133,0.10569313832379106,0.6212242245674133,0.10569313832379106
115,163,3,1200,4,0.05,0.6,1.0,5.0,0.0,1.0,0.0,1.0,100,,,,,142.66666666666666,100.297335735081,0.5015566150347391,0.05926278015523407,0.4030119876066844,0.054243481807614014,0.7940809626929325,0.0764105236409615,0.6206568082173666,0.12796631262385164,0.6206568082173666,0.12796631262385164
116,214,3,1600,4,0.1,0.6,0.6,1.0,0.1,3.0,0.0,0.0,50,,,,,73.0,28.577380332470412,0.5036712686220804,0.05144149619585531,0.405819167693456,0.04316805590687213,0.7890858725428144,0.07261046983000799,0.6202786366144816,0.11349224719079683,0.6202786366144816,0.11349224719079683
117,209,3,800,4,0.01,0.8,0.6,3.0,0.1,10.0,0.5,0.0,100,,,,,676.6666666666666,160.35238971991933,0.5068010489145914,0.03285897939576654,0.40689900517463684,0.03189898473473825,0.7931717072592477,0.052975288959413,0.620100200176239,0.08299645329238155,0.620100200176239,0.08299645329238155
118,22,3,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,,,,,79.33333333333333,18.660713336371206,0.5004618664582571,0.05563247653036241,0.3960682551066081,0.04853433796477199,0.7970953169532048,0.07434339149677424,0.6200648347536722,0.13052665436348312,0.6200648347536722,0.13052665436348312
119,131,3,500,2,0.03,1.0,1.0,5.0,1.0,10.0,0.5,0.0,100,,,,,154.0,25.311394008759507,0.5069887141386668,0.022316622544898634,0.4037669102350871,0.015811782102408394,0.7937020435767931,0.055876871599593966,0.6190662582715353,0.08011755650901643,0.6190662582715353,0.08011755650901643
120,81,3,500,4,0.05,0.6,1.0,5.0,0.0,3.0,0.0,1.0,100,,,,,201.33333333333334,190.83908288281924,0.5029343167940775,0.0612003666261938,0.39938342571258545,0.05208180513195389,0.79062033545918,0.08400888148462146,0.6182676553726196,0.13106733676055007,0.6182676553726196,0.13106733676055007
121,252,3,1600,5,0.03,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,,,,,248.0,116.17228585166085,0.5056526164213816,0.03964979534771915,0.403732031583786,0.037235727820122,0.7928945497806296,0.06433453308457822,0.6180468797683716,0.10244184226440607,0.6180468797683716,0.10244184226440607
122,109,3,800,5,0.03,0.8,0.8,10.0,1.0,10.0,0.1,1.0,50,,,,,438.0,282.5986553400423,0.506255308787028,0.05016063646171871,0.4033834437529246,0.050898471490245484,0.7899712498573729,0.07137469864251546,0.6172454754511515,0.11041826189558342,0.6172454754511515,0.11041826189558342
123,17,3,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,,,,,180.33333333333334,61.807946270865706,0.5026907821496328,0.05627116158293333,0.40373395880063373,0.043323847107385474,0.7927911232128539,0.07768680110811463,0.617083211739858,0.1309850430128665,0.617083211739858,0.1309850430128665
124,174,3,500,3,0.01,0.6,0.6,5.0,1.0,10.0,0.1,0.0,50,,,,,468.3333333333333,43.36921591277491,0.5098806619644165,0.025085036900805276,0.40901699662208557,0.025747133721778104,0.7930692073073115,0.04968615814022209,0.6170017520586649,0.07131154229836109,0.6170017520586649,0.07131154229836109
125,74,3,1200,3,0.01,0.8,0.6,3.0,1.0,10.0,0.1,0.0,100,,,,,891.3333333333334,420.9713635021851,0.5082884033521017,0.043850562882779054,0.40419143438339233,0.040460379407938014,0.78797784241729,0.06365827915680654,0.6168244679768881,0.09605411552618572,0.6168244679768881,0.09605411552618572
126,192,3,1200,5,0.1,0.8,1.0,10.0,0.0,5.0,0.5,1.0,50,,,,,120.66666666666667,58.516854172299986,0.5052118400732676,0.04479582702373008,0.4058566192785899,0.04223808415332403,0.7938413676248007,0.06773448383424865,0.6165833870569865,0.11311899137730207,0.6165833870569865,0.11311899137730207
127,119,3,1200,3,0.03,0.8,0.6,3.0,0.1,10.0,0.1,1.0,50,,,,,319.0,166.7173256343403,0.5083233515421549,0.053479813586270124,0.4042356610298157,0.047507799183199535,0.7860153692079662,0.07234007406161798,0.6150070230166117,0.11065040119868243,0.6150070230166117,0.11065040119868243
128,45,3,800,4,0.05,0.6,0.8,5.0,0.1,3.0,0.0,0.0,50,,,,,177.33333333333334,114.11787278462954,0.5048832992712656,0.06041333663939631,0.39975937207539874,0.05182129865438453,0.7902974340354328,0.08405690391253541,0.6149084766705831,0.1323368401399061,0.6149084766705831,0.1323368401399061
129,135,3,800,3,0.1,0.8,0.6,10.0,1.0,1.0,0.0,1.0,100,,,,,148.66666666666666,108.5981379009583,0.5040874580542246,0.06779052825579945,0.4004615247249603,0.06131190895376876,0.7905582303957065,0.08487763517388058,0.6145957112312317,0.14266602520673452,0.6145957112312317,0.14266602520673452
130,130,3,800,5,0.05,0.6,0.8,3.0,0.0,3.0,0.0,1.0,100,,,,,207.0,127.80453826057978,0.5062910815080007,0.06614384136200059,0.4036904772122701,0.05536608876488489,0.7867249271214848,0.08628131349081375,0.6138194600741068,0.13471841168487236,0.6138194600741068,0.13471841168487236
131,19,3,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,,,,,228.33333333333334,147.24431700031377,0.5099612673123678,0.049738768265450824,0.4041188259919484,0.0444245362078719,0.7853189348918596,0.06925675985010385,0.6134451826413473,0.10468099824053853,0.6134451826413473,0.10468099824053853
132,58,3,1600,5,0.01,0.6,0.6,1.0,1.0,5.0,0.1,0.0,100,,,,,1155.0,610.293372076086,0.510550449291865,0.041571832153126556,0.40554891029993695,0.03619247206338116,0.7858109576241817,0.06493437524319154,0.6131318211555481,0.09611201229488228,0.6131318211555481,0.09611201229488228
133,248,3,500,3,0.03,0.8,0.6,5.0,0.1,1.0,0.5,1.0,50,,,,,160.33333333333334,37.80946383586463,0.5052550435066223,0.05645299694360643,0.40631211797396344,0.042815283688168344,0.7910969910998542,0.07918639147624791,0.61300261815389,0.13265568471190234,0.61300261815389,0.13265568471190234
134,107,3,1200,4,0.05,0.8,0.8,10.0,0.01,1.0,0.5,1.0,50,,,,,90.33333333333333,17.172329163188344,0.5054903427759806,0.055647116722022064,0.4042867918809255,0.04896908122632936,0.792616522542561,0.07925307553420681,0.612157920996348,0.13326513017204525,0.612157920996348,0.13326513017204525
135,249,3,800,5,0.03,0.8,1.0,10.0,0.0,5.0,0.1,1.0,100,,,,,272.6666666666667,127.75323435783882,0.5073278347651163,0.0547997023029108,0.40056055784225464,0.051233438647001035,0.7889726922618631,0.07890256378087197,0.6119302113850912,0.12637387143113094,0.6119302113850912,0.12637387143113094
136,200,3,1600,4,0.1,0.6,1.0,5.0,0.0,5.0,0.1,0.0,50,,,,,122.0,56.40921910468182,0.5070525606473287,0.04454289592074686,0.4052302936712901,0.04106810217107321,0.7922071741667649,0.07070899496709822,0.6117073694864908,0.11954081411590058,0.6117073694864908,0.11954081411590058
137,54,3,800,5,0.05,0.6,0.8,5.0,0.0,5.0,0.0,0.0,50,,,,,177.33333333333334,102.0272294809359,0.5098326007525126,0.05532452680262858,0.4026920199394226,0.04904369415883821,0.7868038010750146,0.07607982576859021,0.6116835077603658,0.11640360337529222,0.6116835077603658,0.11640360337529222
138,101,3,500,4,0.01,0.6,0.6,5.0,1.0,5.0,0.0,1.0,50,,,,,430.0,97.58073580374356,0.5117116769154867,0.03988592790337291,0.40591774384180707,0.03557997367502181,0.7890440230234383,0.06599978217698875,0.6113976637522379,0.09508486337045796,0.6113976637522379,0.09508486337045796
139,207,3,800,5,0.01,0.8,0.6,3.0,0.0,3.0,0.5,0.0,50,,,,,490.3333333333333,236.877370993704,0.5083683530489603,0.04684112922272803,0.40736765662829083,0.040880166917640196,0.7868335918258701,0.0774644656018516,0.6104202469189962,0.11992433289435314,0.6104202469189962,0.11992433289435314
140,219,3,800,5,0.03,0.8,1.0,5.0,0.0,5.0,0.5,0.0,100,,,,,431.0,288.94405456189384,0.5083078145980835,0.04337919993006488,0.4053183893362681,0.03919190477684282,0.7880104856906055,0.07346037830618468,0.6101290980974833,0.11819081743523929,0.6101290980974833,0.11819081743523929
141,153,3,1200,4,0.05,0.8,0.8,1.0,0.0,5.0,0.5,0.0,100,,,,,118.33333333333333,60.576856600153455,0.510046511888504,0.04179137793903618,0.4077380994955699,0.03444088993352319,0.7854054525754677,0.0709195646650631,0.6096596320470175,0.11124401257837338,0.6096596320470175,0.11124401257837338
142,76,3,800,5,0.01,0.8,0.8,10.0,1.0,1.0,0.1,1.0,50,,,,,625.0,246.07315985291854,0.5057906607786814,0.06505304174865818,0.4029465715090434,0.05588201939881879,0.7854509357918635,0.09308180827720244,0.6093400518099467,0.14759477452608047,0.6093400518099467,0.14759477452608047
143,177,3,500,3,0.03,0.8,1.0,3.0,1.0,5.0,0.5,0.0,50,,,,,280.3333333333333,150.99080178018204,0.5116091072559357,0.03241564555426205,0.40901893377304077,0.030837892917202386,0.7866848134641496,0.06327211637336318,0.6091989080111185,0.0987730222598928,0.6091989080111185,0.0987730222598928
144,113,3,500,5,0.1,0.6,1.0,5.0,0.0,1.0,0.1,1.0,50,,,,,54.333333333333336,24.997777679003566,0.5101874272028605,0.04063839415275453,0.41031600038210553,0.04010667121283806,0.7896886050139843,0.06551178116227348,0.6087506612141927,0.11253859445389239,0.6087506612141927,0.11253859445389239
145,46,3,1600,4,0.03,0.8,1.0,5.0,0.1,5.0,0.5,0.0,50,,,,,225.66666666666666,104.85015763247834,0.5099790195624033,0.04176520883317989,0.4061962465445201,0.03984420002983201,0.7891142214306174,0.06988285617824856,0.6085666219393412,0.1147907106204655,0.6085666219393412,0.1147907106204655
146,83,3,500,4,0.01,0.6,0.8,3.0,1.0,5.0,0.1,1.0,100,,,,,430.0,97.58073580374356,0.5137452582518259,0.04181644611410492,0.4066992203394572,0.037353487190866494,0.7860446433673455,0.06920664139960095,0.6076288819313049,0.09987830056066685,0.6076288819313049,0.09987830056066685
147,129,3,500,5,0.05,0.8,0.8,10.0,0.01,1.0,0.5,0.0,50,,,,,92.33333333333333,14.884742374510738,0.5088002979755402,0.05250843989756018,0.40506189068158466,0.04464153733392738,0.7900559392434392,0.07776295057764034,0.6074777642885844,0.130895594606857,0.6074777642885844,0.130895594606857
148,185,3,500,3,0.03,0.8,0.8,3.0,1.0,5.0,0.1,1.0,50,,,,,268.3333333333333,157.46392885003502,0.5103554725646973,0.05803046893258496,0.40401612718900043,0.051211756444483246,0.78364334809322,0.08522992254815304,0.6074033578236898,0.13003048441801912,0.6074033578236898,0.13003048441801912
149,15,3,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,,,,,730.0,428.24603520250673,0.5097334285577139,0.0667919117532192,0.40301743149757385,0.05501028760651845,0.7810053044180426,0.09365669330987361,0.6068907578786215,0.14161588385863091,0.6068907578786215,0.14161588385863091
150,28,3,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,,,,,226.33333333333334,170.35127107114744,0.5058502554893494,0.07511743796536623,0.40064812699953717,0.06462634331761791,0.7882449357558179,0.0969058393778897,0.6067028840382894,0.16291844419022913,0.6067028840382894,0.16291844419022913
151,118,3,1200,4,0.01,0.6,1.0,1.0,0.1,3.0,0.1,0.0,100,,,,,786.6666666666666,384.7850770957153,0.5105624000231425,0.05365457355258754,0.40463536977767944,0.04493677659761312,0.7828853522285396,0.08296187655668867,0.6066722273826599,0.12755086797576928,0.6066722273826599,0.12755086797576928
152,246,3,1200,5,0.03,0.6,0.8,1.0,0.0,5.0,0.1,1.0,100,,,,,282.0,118.10447352520846,0.5144197642803192,0.05057050894397969,0.4075156052907308,0.045255040303163234,0.7827821170956772,0.06828470344252636,0.606619119644165,0.10698957139226252,0.606619119644165,0.10698957139226252
153,206,3,800,3,0.1,0.8,0.8,1.0,0.01,5.0,0.0,0.0,50,,,,,80.33333333333333,58.6590904198905,0.5108737250169119,0.05713220824344296,0.40644264221191406,0.05315479383426847,0.7849810035208984,0.08152619862835009,0.6057373881340027,0.13194937702652856,0.6057373881340027,0.13194937702652856
154,160,3,1600,4,0.03,0.6,0.8,1.0,1.0,1.0,0.1,1.0,50,,,,,259.0,133.78340704287658,0.5113406081994375,0.059798102115900205,0.4051938553651174,0.04887405276879437,0.7774426560694258,0.09086925978665354,0.6041117906570435,0.13695814084928476,0.6041117906570435,0.13695814084928476
155,254,3,500,3,0.01,0.8,0.6,1.0,0.01,5.0,0.1,1.0,100,,,,,387.6666666666667,155.32832609955238,0.5133293668429056,0.04864222048483937,0.40706562995910645,0.037338921015106434,0.7802511674473424,0.08011973185185126,0.6040312250455221,0.11970966361265781,0.6040312250455221,0.11970966361265781
156,57,3,800,5,0.03,0.6,1.0,3.0,1.0,1.0,0.0,1.0,100,,,,,428.0,295.46911852171627,0.5100175738334656,0.06926314754806978,0.40346317489941913,0.05960345325871136,0.7778212017539555,0.099897271682034,0.6031753818194071,0.15258465703986313,0.6031753818194071,0.15258465703986313
157,253,3,1600,3,0.01,0.8,1.0,1.0,0.1,5.0,0.5,1.0,50,,,,,726.0,290.28606580406165,0.513390302658081,0.04262897951187909,0.4118790328502655,0.037554859188256705,0.7856591839285887,0.0706787500646501,0.6029525200525919,0.1178118116323564,0.6029525200525919,0.1178118116323564
158,139,3,500,5,0.01,0.8,0.8,1.0,0.0,10.0,0.5,1.0,50,,,,,460.0,46.92547282660026,0.5180148979028066,0.03459227419449894,0.4150824546813965,0.033567317882571106,0.7843328001190218,0.057158157546308104,0.6027544935544332,0.08898132647881735,0.6027544935544332,0.08898132647881735
159,132,3,500,3,0.03,1.0,0.6,3.0,0.1,1.0,0.0,1.0,100,,,,,248.66666666666666,188.8214912438612,0.5088470280170441,0.0786117412812707,0.403083215157191,0.060655049869427755,0.7761971982050718,0.10913072385923203,0.6022002498308817,0.16739876119252353,0.6022002498308817,0.16739876119252353
160,66,3,1200,4,0.1,1.0,0.6,10.0,0.0,1.0,0.0,1.0,50,,,,,102.33333333333333,54.53031776503376,0.5106161733468374,0.06671510505813619,0.40755032499631244,0.05922922601886545,0.784620087054812,0.0858813413293311,0.6021914680798849,0.15061068005621037,0.6021914680798849,0.15061068005621037
161,1,3,500,3,0.03,1.0,0.6,10.0,0.01,5.0,0.5,1.0,50,,,,,321.0,146.15972997603228,0.515844076871872,0.04512828038776239,0.413478543361028,0.039132884924694314,0.7867657469728497,0.06680740179860424,0.6020486354827881,0.11174337568720734,0.6020486354827881,0.11174337568720734
162,167,3,500,4,0.1,0.8,0.8,3.0,0.01,10.0,0.1,0.0,50,,,,,84.0,49.52440475832765,0.5164704918861389,0.05563795211915074,0.4096551438172658,0.05100854367666946,0.7766488077043383,0.07702200529707189,0.6020399530728658,0.11722626053064943,0.6020399530728658,0.11722626053064943
163,93,3,1600,5,0.03,0.8,0.6,5.0,1.0,3.0,0.0,1.0,50,,,,,528.3333333333334,376.68761003722375,0.5146984755992889,0.06982559286396736,0.40249436100323993,0.05741934502699585,0.7771811090901485,0.09454682879040144,0.6007465521494547,0.14188361654435583,0.6007465521494547,0.14188361654435583
164,225,3,1200,3,0.01,1.0,0.6,10.0,0.01,10.0,0.5,1.0,100,,,,,467.6666666666667,158.87381435871956,0.5174220403035482,0.040086415733520085,0.4151017665863037,0.035340371723538475,0.7824586500253566,0.06906297675728648,0.5999649365743002,0.10723002009727534,0.5999649365743002,0.10723002009727534
165,104,3,1200,4,0.1,0.8,1.0,10.0,1.0,5.0,0.1,1.0,50,,,,,128.33333333333334,59.45493157753097,0.5124510327974955,0.06198073205042579,0.40640156467755634,0.056420023120395464,0.7849600266524094,0.08661490576012022,0.5999550620714823,0.14555020752504394,0.5999550620714823,0.14555020752504394
166,90,3,1600,3,0.05,0.8,1.0,3.0,1.0,1.0,0.0,0.0,50,,,,,207.0,144.58215657542254,0.5116328497727712,0.06875531843915433,0.40094656745592755,0.05409373728991485,0.7751253064427502,0.10458661186338838,0.5999249617258707,0.15460690281870762,0.5999249617258707,0.15460690281870762
167,42,3,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,,,,,517.6666666666666,215.03694772966082,0.517807404200236,0.043734689136477226,0.4151257375876109,0.04005345862253482,0.7826385705910913,0.07026524113146285,0.5996817151705424,0.10905994055395014,0.5996817151705424,0.10905994055395014
168,126,3,500,5,0.01,1.0,0.8,10.0,1.0,5.0,0.5,0.0,100,,,,,371.0,32.873494895837695,0.5198644399642944,0.03214837745646455,0.4145571788152059,0.03222097149303224,0.7836382218195771,0.06035824767107581,0.598615030447642,0.09337149613801274,0.598615030447642,0.09337149613801274
169,84,3,1600,4,0.03,1.0,0.6,10.0,0.01,5.0,0.5,0.0,100,,,,,590.3333333333334,649.6000478927185,0.5180607934792837,0.049004252113070905,0.4154566129048665,0.04334238628011865,0.7846731961638499,0.06955583039312883,0.5985741019248962,0.11582671781239337,0.5985741019248962,0.11582671781239337
170,39,3,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,,,,,434.0,16.87206764645835,0.5176691710948944,0.04628543186466575,0.4143514037132263,0.04129104959882422,0.7846035719608944,0.07077403795476045,0.598568320274353,0.11552058146584054,0.598568320274353,0.11552058146584054
171,95,3,1600,5,0.05,0.8,0.6,5.0,0.1,3.0,0.1,1.0,50,,,,,223.0,147.83098457360012,0.5145840644836426,0.06704774625712204,0.40276365478833515,0.055443213597167244,0.7750733096110153,0.09739859600229887,0.5984955827395121,0.14641776292292463,0.5984955827395121,0.14641776292292463
172,33,3,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,,,,,115.66666666666667,3.2998316455372216,0.5152903993924459,0.05636837139056126,0.4137337903181712,0.049438284908448524,0.7833224742507682,0.08224073486216382,0.5983344117800394,0.13465638275737304,0.5983344117800394,0.13465638275737304
173,172,3,800,4,0.05,0.8,1.0,5.0,0.0,1.0,0.0,0.0,50,,,,,209.0,194.0257714840995,0.5094675521055857,0.08497490899522486,0.40457769234975177,0.0681026068278945,0.7721085091924307,0.11918733610510535,0.5977997581164042,0.181345187454936,0.5977997581164042,0.181345187454936
174,256,3,1200,5,0.05,0.6,1.0,1.0,0.0,1.0,0.0,0.0,100,,,,,164.0,102.47276060820586,0.5110434790452322,0.07583943671572056,0.4053078492482503,0.06047941000390606,0.7755148631641872,0.10609767253461257,0.5977296829223633,0.16805813018119728,0.5977296829223633,0.16805813018119728
175,198,3,1200,4,0.1,0.8,0.6,3.0,0.0,10.0,0.0,0.0,100,,,,,156.33333333333334,125.91355059016573,0.5178956488768259,0.05950261530759194,0.4098569452762604,0.05289430984709601,0.773628156411481,0.0846451071363665,0.5971224705378214,0.1301560565086469,0.5971224705378214,0.1301560565086469
176,157,3,1200,4,0.05,0.8,0.6,1.0,0.1,10.0,0.1,0.0,50,,,,,193.33333333333334,117.5906269885298,0.5204708774884542,0.048494585669376734,0.4115170935789744,0.0424394972462956,0.773044367831215,0.07463117942234229,0.5962806940078735,0.11119691233609708,0.5962806940078735,0.11119691233609708
177,111,3,1200,4,0.05,0.8,0.8,5.0,0.01,1.0,0.0,0.0,50,,,,,165.0,151.86836405255704,0.5124271114667257,0.08126608798051882,0.40545836091041565,0.06422686254811814,0.7712886546929066,0.11387337910470424,0.5961556235949198,0.17274599542729593,0.5961556235949198,0.17274599542729593
178,100,3,1600,3,0.01,0.8,1.0,5.0,0.1,5.0,0.1,1.0,100,,,,,650.3333333333334,350.0184122141132,0.5153573850790659,0.06318826418394671,0.4079805711905162,0.05270669195149765,0.7749553661018513,0.09720713532800451,0.5960732698440552,0.14639022676952823,0.5960732698440552,0.14639022676952823
