trial_id,fold,train_start,train_end,val_start,val_end,selection_metric,selection_score,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs,best_val_loss,best_epoch,epochs_ran,val_rmse,val_mae,val_corr,val_r2
1,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.620421290397644,128,1,0.2,0.0003,0.0,32,6,60,0.45045945048332214,15,35,0.6711627840995789,0.524615466594696,0.8556992835249319,0.620421290397644
1,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,-0.08520221710205078,128,1,0.2,0.0003,0.0,32,6,60,0.4954323470592499,6,26,0.7038695812225342,0.5699661374092102,0.38603800466533394,-0.08520221710205078
1,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.040880680084228516,128,1,0.2,0.0003,0.0,32,6,60,0.9313396215438843,8,28,0.9650593996047974,0.6557788848876953,0.2750802574800733,0.040880680084228516
2,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.6212668418884277,32,1,0.4,0.001,0.0001,32,6,60,0.44945603609085083,58,60,0.6704148054122925,0.5173033475875854,0.8842680340299333,0.6212668418884277
2,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.013769865036010742,32,1,0.4,0.001,0.0001,32,6,60,0.450248122215271,5,25,0.6710053086280823,0.5526528358459473,0.4044513551545918,0.013769865036010742
2,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.09754061698913574,32,1,0.4,0.001,0.0001,32,6,60,0.8763206601142883,11,31,0.9361200928688049,0.6406632661819458,0.36887346400965615,0.09754061698913574
3,1,1979-06-01,1995-05-01,1995-06-01,2001-11-01,val_r2,0.6040760278701782,32,1,0.0,0.0003,0.0,16,6,60,0.46985694689628404,35,55,0.6854611039161682,0.5430835485458374,0.8685027026714818,0.6040760278701782
3,2,1979-06-01,2001-11-01,2001-12-01,2008-05-01,val_r2,0.05991548299789429,32,1,0.0,0.0003,0.0,16,6,60,0.4291811180420411,6,26,0.6551191210746765,0.5327596068382263,0.3819007464342607,0.05991548299789429
3,3,1979-06-01,2008-05-01,2008-06-01,2014-12-01,val_r2,0.019169270992279053,32,1,0.0,0.0003,0.0,16,6,60,0.9524219941489304,6,26,0.9759211540222168,0.7220602631568909,0.25911806727373654,0.019169270992279053
4,1,1979-09-01,1995-06-01,1995-07-01,2001-12-01,val_r2,0.5526015758514404,128,2,0.0,0.0003,0.0001,16,9,60,0.5444093957925454,13,33,0.737841010093689,0.5557159781455994,0.8122997965770475,0.5526015758514404
4,2,1979-09-01,2001-12-01,2002-01-01,2008-06-01,val_r2,-0.11131548881530762,128,2,0.0,0.0003,0.0001,16,9,60,0.47815587199651277,2,22,0.6914881467819214,0.5555006861686707,0.17611098743373255,-0.11131548881530762
4,3,1979-09-01,2008-06-01,2008-07-01,2014-12-01,val_r2,0.06368768215179443,128,2,0.0,0.0003,0.0001,16,9,60,0.9199675352145464,5,25,0.9591493606567383,0.6361047029495239,0.34543111835755996,0.06368768215179443
5,1,1979-12-01,1995-08-01,1995-09-01,2002-01-01,val_r2,0.43546903133392334,32,2,0.4,0.0003,0.0001,16,12,60,0.6995736143805764,20,40,0.8364050984382629,0.6769001483917236,0.7193066206274323,0.43546903133392334
