trial_id,fold_id,train_start,train_end,val_start,val_end,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step,early_stopping_rounds,best_iteration,val_rmse,val_mae,val_corr,val_r2
6,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.05,1.0,0.8,5.0,0.1,5.0,0.0,1.0,50,80,0.5713170766830444,0.4512575566768646,0.7821391539232954,0.4748700261116028
6,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.05,1.0,0.8,5.0,0.1,5.0,0.0,1.0,50,4,0.9574836492538452,0.7520559430122375,0.07387283807587892,-0.021573781967163086
7,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.01,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,104,0.8352041244506836,0.6128395199775696,0.35508442001626955,-0.08958268165588379
7,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.01,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,521,0.5150929093360901,0.4095842242240906,0.823385465320353,0.5731419324874878
7,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.01,0.8,0.8,10.0,1.0,5.0,0.5,1.0,50,27,0.9557232856750488,0.7545776963233948,0.12011850771118762,-0.01782071590423584
8,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.03,0.6,1.0,3.0,0.1,10.0,0.5,1.0,50,28,0.8455318212509155,0.6113698482513428,0.31742332394411815,-0.11669564247131348
8,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.03,0.6,1.0,3.0,0.1,10.0,0.5,1.0,50,208,0.551723062992096,0.43055593967437744,0.7922005797462921,0.5102722644805908
8,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.03,0.6,1.0,3.0,0.1,10.0,0.5,1.0,50,7,0.958664059638977,0.7578859329223633,0.08260278738160924,-0.024094104766845703
9,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,3,0.01,0.6,0.8,1.0,0.0,3.0,0.1,0.0,50,108,0.8403621912002563,0.6156595349311829,0.3360428986125479,-0.10308229923248291
9,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,3,0.01,0.6,0.8,1.0,0.0,3.0,0.1,0.0,50,339,0.5494226217269897,0.43857985734939575,0.7879547533897725,0.5143476724624634
9,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,3,0.01,0.6,0.8,1.0,0.0,3.0,0.1,0.0,50,3,0.9591565728187561,0.7593220472335815,0.03447574171751838,-0.02514660358428955
10,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.01,0.8,0.8,3.0,1.0,1.0,0.1,1.0,100,104,0.8423389196395874,0.6223104596138,0.31103466966941334,-0.10827791690826416
10,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.01,0.8,0.8,3.0,1.0,1.0,0.1,1.0,100,462,0.5241543054580688,0.4271289110183716,0.8144561502041905,0.5579915046691895
10,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.01,0.8,0.8,3.0,1.0,1.0,0.1,1.0,100,0,0.9594331979751587,0.7599871158599854,0.07549673138264465,-0.025738000869750977
11,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,78,0.8327640891075134,0.606688380241394,0.3209683130365811,-0.08322548866271973
11,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,546,0.5143822431564331,0.41322413086891174,0.829370292694106,0.5743190050125122
11,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,0,0.9595205783843994,0.7600011229515076,0.042685338685362624,-0.02592480182647705
12,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,28,0.8551144599914551,0.6156706213951111,0.2803273636351771,-0.1421506404876709
12,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,337,0.5339444875717163,0.42562296986579895,0.8090060013119412,0.541325569152832
12,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,1,0.959059476852417,0.7596885561943054,0.13468225988687005,-0.02493906021118164
13,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,5,0.8461446166038513,0.6125147342681885,0.2797073008392907,-0.11831486225128174
13,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,47,0.4992671608924866,0.3921218812465668,0.840962935715067,0.5989686250686646
13,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,0,0.9588503837585449,0.759396493434906,0.07422653055026655,-0.024492263793945312
14,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,7,0.8442646265029907,0.6062325239181519,0.3070319803111244,-0.11335098743438721
14,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,103,0.5268266201019287,0.4194512367248535,0.8101317148416017,0.5534729957580566
14,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,1,0.9589354991912842,0.7602344155311584,0.0683894569802735,-0.024674177169799805
15,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,81,0.8393000960350037,0.6118306517601013,0.3362224546704239,-0.1002957820892334
15,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,413,0.5500015020370483,0.43805617094039917,0.7898704920024238,0.5133237838745117
15,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,21,0.955966055393219,0.754263162612915,0.10334440339710582,-0.01833784580230713
16,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,5,0.8210923075675964,0.6077186465263367,0.40525175634103083,-0.05307412147521973
16,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,86,0.5362234711647034,0.42982974648475647,0.803325644524165,0.5374016761779785
16,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,2,0.9472397565841675,0.7441310286521912,0.20689285599265708,0.0001685023307800293
17,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,21,0.8370005488395691,0.6074466109275818,0.32948131741826636,-0.09427487850189209
17,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,136,0.5397088527679443,0.43349409103393555,0.7975122385310349,0.5313684940338135
17,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,1,0.9580275416374207,0.7578027844429016,0.08550202334144728,-0.022734642028808594
18,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,9,0.835041344165802,0.6235427260398865,0.326133064451294,-0.0891580581665039
18,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,24,0.5479679703712463,0.4401229918003082,0.7954860355506744,0.5169159173965454
18,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,0,0.9650471210479736,0.7630454897880554,-0.09695791893244685,-0.037776947021484375
19,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,7,0.8398446440696716,0.6040314435958862,0.3295040512779614,-0.10172414779663086
19,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,106,0.5500132441520691,0.4330372214317322,0.7751672201157542,0.5133030414581299
19,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,0,0.9569438695907593,0.7569451928138733,0.08964449406183529,-0.02042222023010254
20,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,11,0.8549829721450806,0.6298811435699463,0.29060156334297416,-0.1417994499206543
20,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,95,0.5070725083351135,0.4112662672996521,0.8292705079108137,0.5863314270973206
20,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,0,0.9635292291641235,0.7654778361320496,-0.07519341809339579,-0.0345149040222168
21,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,15,0.8501429557800293,0.6290212869644165,0.3040549047486726,-0.12890875339508057
21,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,107,0.5162469148635864,0.41074731945991516,0.8224165807279843,0.5712271928787231
21,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,0,0.9635315537452698,0.7654809951782227,-0.07522302062023227,-0.03451991081237793
22,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,7,0.8141111135482788,0.6050201654434204,0.3495980647501171,-0.03524303436279297
22,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,43,0.5287367701530457,0.4238072335720062,0.8162640320267734,0.5502290725708008
22,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,2,0.9540500640869141,0.7518338561058044,0.12756203420974688,-0.014260053634643555
23,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,17,0.8391525745391846,0.6243519186973572,0.3382032419428434,-0.09990906715393066
23,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,62,0.543809711933136,0.4393523633480072,0.8033806438469624,0.5242198705673218
23,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,0,0.9602035880088806,0.7584170699119568,-0.019491564840259525,-0.027385950088500977
24,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,33,0.8419650793075562,0.6238795518875122,0.3167960218287414,-0.10729444026947021
24,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,162,0.5250853896141052,0.4236240088939667,0.8135902498034461,0.5564197301864624
24,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,0,0.9596788287162781,0.7604377269744873,0.0036663416574736793,-0.02626323699951172
25,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,47,0.8494253158569336,0.6247294545173645,0.3030407001122518,-0.12700366973876953
25,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,323,0.561917245388031,0.4494670331478119,0.7813851559915913,0.4920077919960022
25,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,7,0.9584722518920898,0.7570146322250366,0.044949008042327654,-0.023684382438659668
26,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,80,0.8431183099746704,0.6201691031455994,0.30980547329406605,-0.11032974720001221
26,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,497,0.5215471386909485,0.41962265968322754,0.820915071375658,0.5623776912689209
26,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,0,0.9595818519592285,0.7601730227470398,0.0036592436021183265,-0.02605593204498291
27,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,7,0.8426898121833801,0.6090348958969116,0.33236719657733227,-0.10920131206512451
27,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,80,0.51902174949646,0.405949205160141,0.8286483865734166,0.5666054487228394
27,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,0,0.9612967371940613,0.7618886828422546,-0.035233243302067396,-0.029726624488830566
28,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,21,0.842596173286438,0.625934898853302,0.34555807131821653,-0.1089550256729126
28,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,79,0.554531455039978,0.44019049406051636,0.7870424744880459,0.5052739381790161
28,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,0,0.9582197070121765,0.7584461569786072,0.07817300574839223,-0.023145079612731934
29,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,20,0.824226438999176,0.6029613018035889,0.35546370318118925,-0.06112849712371826
29,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,85,0.5308666825294495,0.4254762530326843,0.8149889348859866,0.5465981960296631
29,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,4,0.9541195631027222,0.7510387897491455,0.12211637143537751,-0.014407873153686523
30,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,18,0.8429470658302307,0.6176822185516357,0.3223124508174025,-0.10987865924835205
30,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,120,0.5252780914306641,0.42028769850730896,0.7917416659731146,0.5560941100120544
30,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,1,0.957399845123291,0.754403829574585,0.06198120095101746,-0.021394848823547363
31,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,65,0.8522182106971741,0.6271539330482483,0.29226063691525067,-0.13442695140838623
31,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,529,0.5093720555305481,0.4108661115169525,0.8285370818118151,0.5825710296630859
31,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,0,0.9595074653625488,0.7599810361862183,0.04176381013448658,-0.025896906852722168
32,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,59,0.8279632329940796,0.6017839908599854,0.3519821197374739,-0.07077205181121826
32,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,348,0.5786663889884949,0.4585079550743103,0.7527820241092896,0.4612728953361511
32,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,14,0.9578282237052917,0.7554202675819397,0.07255494321568914,-0.022309184074401855
33,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,28,0.8480174541473389,0.6314050555229187,0.30810661291850056,-0.12327086925506592
33,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,108,0.5618928074836731,0.44792354106903076,0.7565652212622067,0.49205195903778076
33,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,1,0.9588783979415894,0.7574648857116699,0.049527174434960984,-0.024552106857299805
34,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,21,0.8410018682479858,0.6237601637840271,0.3212739718818248,-0.10476219654083252
34,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,94,0.5803667306900024,0.4591428339481354,0.7636365792876918,0.4581022262573242
34,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,4,0.9535501599311829,0.7480649948120117,0.11078658660881263,-0.01319742202758789
35,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,21,0.8540714979171753,0.6316467523574829,0.3087834035194609,-0.13936638832092285
35,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,96,0.5366895794868469,0.4312375485897064,0.8128040025933126,0.5365971326828003
35,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,0,0.959754228591919,0.7589241862297058,-0.012755607530833834,-0.026424527168273926
36,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,45,0.8418372869491577,0.6131340861320496,0.312136325077906,-0.10695827007293701
36,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,279,0.5847049951553345,0.46452033519744873,0.7588269536585348,0.44997042417526245
36,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,23,0.9573491215705872,0.7487292289733887,0.06729822143777035,-0.021286606788635254
37,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,117,0.8535250425338745,0.6164096593856812,0.31304362995145657,-0.13790881633758545
37,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,505,0.5163806080818176,0.40930190682411194,0.8279814595388487,0.57100510597229
37,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,25,0.9562095403671265,0.7558917999267578,0.11829508837967939,-0.01885676383972168
38,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,20,0.8518156409263611,0.6282041072845459,0.28552780084984997,-0.1333554983139038
38,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,173,0.510532021522522,0.4121950566768646,0.8333090514337771,0.5806677341461182
38,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,0,0.9594689011573792,0.7598986029624939,0.042505059883172096,-0.025814414024353027
39,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,85,0.8302798271179199,0.6091781258583069,0.37742172419014464,-0.07677245140075684
39,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,394,0.5414894819259644,0.43252092599868774,0.789659260720043,0.5282711982727051
39,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,21,0.9567609429359436,0.7511817216873169,0.07057133828615678,-0.020032048225402832
40,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,31,0.8278266191482544,0.6096319556236267,0.34793740352385955,-0.0704188346862793
40,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,134,0.5524141192436218,0.4367043375968933,0.7959007146401154,0.5090447664260864
40,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,10,0.9559899568557739,0.748633861541748,0.11082100654670324,-0.018388867378234863
41,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,29,0.8239272832870483,0.6089048385620117,0.3655587946327677,-0.060358285903930664
41,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,114,0.5574265122413635,0.4436958134174347,0.7964760344024204,0.5000948905944824
41,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,3,0.9562553763389587,0.7547309994697571,0.11896145606822976,-0.01895439624786377
42,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,96,0.8280818462371826,0.6062427163124084,0.38889658257053694,-0.07107889652252197
42,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,421,0.538223147392273,0.42890244722366333,0.7974644539699186,0.5339450836181641
42,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,21,0.9547647833824158,0.7497100830078125,0.10100605562538867,-0.015780210494995117
