rank,trial_id,n_folds,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,mean_val_start,std_val_start,mean_val_end,std_val_end,mean_best_val_loss,std_best_val_loss,mean_val_accuracy,std_val_accuracy,mean_val_f1_macro,std_val_f1_macro,mean_val_auc_macro,std_val_auc_macro,mean_val_bss,std_val_bss,mean_selection_score,std_selection_score
1,71,3,"[64, 128, 256, 512]",3,0.2,256,2,0.0003,1e-05,16,25,0.5,60,,,,,0.8707550305443762,0.049007268531220276,0.5981308411214953,0.03815404583774421,0.5061302425348867,0.09354092271737637,0.7483468614846619,0.06781463816603946,0.14999456185588264,0.10533397939100675,0.14999456185588264,0.10533397939100675
2,90,3,"[64, 128, 256, 512]",3,0.2,128,1,0.001,0.0,16,12,0.5,60,,,,,0.9420057329061989,0.09064834043236954,0.6012461059190031,0.050808431247040785,0.4775510719335272,0.027969588957092905,0.7420346107030625,0.03208481197058142,0.13775165581641932,0.05753748473669719,0.13775165581641932,0.05753748473669719
3,21,3,"[128, 256, 512]",3,0.2,256,2,0.0003,0.0,16,12,1.0,60,,,,,0.8857003222002047,0.061695205462232255,0.5545171339563862,0.055202632855667746,0.4614687485084896,0.09591228431321466,0.735551220857123,0.07112493296707352,0.12551192997493324,0.11438940544904204,0.12551192997493324,0.11438940544904204
4,91,3,"[64, 128, 256, 512]",5,0.2,256,1,0.0005,1e-05,16,25,1.0,60,,,,,0.9127305346857351,0.09198063514170456,0.5981308411214953,0.04578485500529305,0.5167533331874969,0.07209454997042966,0.7546974172059704,0.022391723904262036,0.12247132845511877,0.12197590518412824,0.12247132845511877,0.12197590518412824
5,103,3,"[64, 128, 256]",5,0.2,512,1,0.0005,1e-05,8,12,1.0,60,,,,,0.9207698739949045,0.11490855232341664,0.5825545171339562,0.03606179720495398,0.4752705762936111,0.07140330563201101,0.7162039340496548,0.07284455070822494,0.11858752372349934,0.12064524135733852,0.11858752372349934,0.12064524135733852
6,82,3,"[32, 64, 128]",5,0.0,512,1,0.001,1e-05,8,12,0.5,60,,,,,0.9770490026733957,0.08868662766358723,0.6043613707165109,0.01588479599250089,0.4474589267815286,0.017358799188715576,0.6938325290473729,0.04212413766911342,0.1137169456429397,0.0650113311244173,0.1137169456429397,0.0650113311244173
7,88,3,"[128, 256, 512]",3,0.2,128,1,0.0005,0.0001,8,25,0.5,60,,,,,0.921391960802108,0.07944570403490105,0.5700934579439252,0.03052323667019537,0.496483348056638,0.07185128564360513,0.7166017644092874,0.07299876605835996,0.11339290196887315,0.10605026620796609,0.11339290196887315,0.10605026620796609
8,77,3,"[128, 256, 512]",3,0.2,128,2,0.0005,0.0001,16,25,0.5,60,,,,,0.8968437143203997,0.05341959728650692,0.5825545171339563,0.049059239090416276,0.47899881133110006,0.052069385031552916,0.7126911854546815,0.05678568029056265,0.1115260501925374,0.11125516439069723,0.1115260501925374,0.11125516439069723
9,121,3,"[128, 256, 512]",3,0.4,256,1,0.0003,1e-05,32,25,0.5,60,,,,,0.9046304027239481,0.04860210878142006,0.5950155763239875,0.01762259890807595,0.5435636451171214,0.047095793136996085,0.723302648544052,0.060759385948195764,0.10899359915481899,0.10052055882393349,0.10899359915481899,0.10052055882393349
10,123,3,"[32, 64, 128]",3,0.2,512,1,0.0003,0.0001,16,25,0.5,60,,,,,0.9091348215426982,0.05894913436201473,0.545171339563863,0.03606179720495395,0.4457649938715936,0.025648191803346067,0.7228112003497117,0.05694635224461948,0.10684764830760936,0.10762267197254186,0.10684764830760936,0.10762267197254186
11,89,3,"[64, 128, 256, 512]",5,0.4,128,1,0.0005,0.0001,8,12,1.0,60,,,,,0.9255863196010531,0.05535882454453684,0.5763239875389408,0.04202721982315278,0.5407184590120715,0.04426173244569589,0.743758481732096,0.03633568239308033,0.1041103276076099,0.09439328138654514,0.1041103276076099,0.09439328138654514
12,20,3,"[32, 64, 128]",3,0.4,512,1,0.0005,1e-05,16,12,0.5,60,,,,,0.9089662906165435,0.06901119565270901,0.5887850467289719,0.042486547342635066,0.48974361194637445,0.029576507970149317,0.7025584697013808,0.057741938528711886,0.10364568026100651,0.11772296811329169,0.10364568026100651,0.11772296811329169
13,87,3,"[128, 256, 512]",3,0.0,256,1,0.0005,1e-05,32,25,1.0,60,,,,,0.9110725522041321,0.04204047431474265,0.557632398753894,0.023312507082703684,0.4661929289954345,0.08018991286454127,0.7332770055130674,0.06131501069628576,0.10352947384692161,0.10021049668008049,0.10352947384692161,0.10021049668008049
14,26,3,"[64, 128, 256]",3,0.2,512,1,0.0003,0.0,16,25,1.0,60,,,,,0.9180615236083295,0.04874170273906503,0.5856697819314641,0.04202721982315278,0.5025908706429644,0.06681215032646264,0.7130001700904386,0.04601589487384959,0.10349175674946254,0.0874264231334953,0.10349175674946254,0.0874264231334953
