trial_id,fold_id,train_start,train_end,val_start,val_end,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,best_val_loss,val_accuracy,val_f1_macro,val_auc_macro,val_bss
1,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.9796251058578491,0.45794392523364486,0.38508295458744407,0.6379042545942967,-0.05302324673270897
1,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.8579490780830383,0.5887850467289719,0.571006941166846,0.7286139516019258,0.17873805790307484
1,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.4,128,1,0.0003,1e-05,32,25,1.0,60,0.9516947269439697,0.5981308411214953,0.43055032433563506,0.7506169158307571,0.10439823374165913
2,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.9861789490574988,0.45794392523364486,0.3593785326062382,0.6225987585735132,-0.061322534408598584
2,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.911259308039585,0.4766355140186916,0.44797569187813097,0.7275301004718212,0.12072160428652168
2,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.4,512,1,0.0005,0.0001,8,25,0.5,60,0.9569436779646115,0.5514018691588785,0.38271604938271603,0.7248956600578459,0.10017527472935805
3,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.9681469291170067,0.5327102803738317,0.4044851989899323,0.6114742900857907,-0.027246304753910877
3,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.8058117260442716,0.5700934579439252,0.559764192275184,0.7711167028003292,0.2460145102534086
3,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.4,128,2,0.0003,1e-05,16,12,0.5,60,0.9705929533343449,0.5887850467289719,0.4351851851851851,0.7234548197435399,0.08191128870241338
4,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,1.0141359445090605,0.5794392523364486,0.37367521367521367,0.6189969217318447,-0.014793376143944936
