rank,trial_id,selection_metric,mean_selection_score,std_selection_score,n_folds,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs
1,118,val_bss,0.18932659868490823,0.1874162911426934,3,256,2,0.5,0.001,0.0001,16,6,60
2,165,val_bss,0.18617889122653278,0.16713811699438066,3,64,2,0.3,0.0005,0.0001,64,6,60
3,193,val_bss,0.18196760148858107,0.17819065817932755,3,32,2,0.0,0.001,0.0,32,6,60
4,234,val_bss,0.17325838751307865,0.18062949613094073,3,128,2,0.5,0.001,0.0,16,6,60
5,237,val_bss,0.16895618426250644,0.16869326118712613,3,128,2,0.0,0.0005,0.0001,32,6,60
6,2,val_bss,0.16891895727537784,0.1721892595401287,3,32,2,0.0,0.001,0.0001,64,6,60
7,224,val_bss,0.16755902660320546,0.13604846634502127,3,128,2,0.0,0.001,0.0001,32,6,60
8,25,val_bss,0.161260048656893,0.17588311030796602,3,128,2,0.1,0.0005,0.0,32,6,60
9,176,val_bss,0.15959367771235614,0.16192237962724815,3,128,2,0.0,0.0005,1e-05,32,6,60
10,103,val_bss,0.15788552529916636,0.15116752752035695,3,32,2,0.3,0.001,0.0001,32,6,60
11,138,val_bss,0.155211652411571,0.155850183354883,3,256,2,0.0,0.0005,0.0,16,6,60
12,108,val_bss,0.1551553358621525,0.24168469939985293,3,256,1,0.3,0.001,1e-05,16,9,60
13,200,val_bss,0.15267356141259417,0.14970839990830842,3,256,2,0.0,0.0001,0.0001,16,6,60
14,196,val_bss,0.15208728692866225,0.13871310501012316,3,256,2,0.5,0.0001,0.0001,16,6,60
15,204,val_bss,0.1513937966941218,0.13350950757701857,3,128,2,0.0,0.001,1e-05,32,6,60
16,89,val_bss,0.14934375881532894,0.11413334931520776,3,64,2,0.1,0.0005,0.0001,64,6,60
17,106,val_bss,0.1490646013225492,0.19867001833070372,3,64,1,0.3,0.001,0.0001,64,9,60
18,99,val_bss,0.14805202031136014,0.1345501792631538,3,32,2,0.3,0.0005,0.0001,64,9,60
19,86,val_bss,0.1477256420642127,0.14286778239965534,3,64,2,0.1,0.0001,1e-05,16,6,60
20,253,val_bss,0.1470327707077129,0.17302337494840161,3,32,1,0.3,0.0005,0.0001,16,9,60
21,114,val_bss,0.14663668592016174,0.15973687820335647,3,256,2,0.1,0.001,1e-05,64,6,60
22,143,val_bss,0.14624181727572846,0.17511225989362988,3,128,2,0.3,0.001,0.0001,16,6,60
23,173,val_bss,0.14605952128606814,0.15917655368235123,3,256,1,0.5,0.0005,1e-05,16,6,60
24,135,val_bss,0.14596995608506905,0.1568059271100393,3,32,2,0.1,0.0005,0.0001,16,6,60
25,238,val_bss,0.14439986244804623,0.1284510311868019,3,256,2,0.0,0.0003,1e-05,64,6,60
26,39,val_bss,0.1439053563150713,0.1318640128055402,3,256,2,0.3,0.0003,0.0,64,6,60
27,249,val_bss,0.14215639811519196,0.19882666634375556,3,128,1,0.1,0.001,1e-05,32,9,60
28,236,val_bss,0.14215529249658446,0.20310050366344168,3,64,1,0.0,0.001,0.0,32,6,60
29,147,val_bss,0.14095601629368146,0.11387556180548557,3,64,2,0.1,0.0003,0.0001,64,6,60
30,177,val_bss,0.14044007375155468,0.138526430107007,3,256,2,0.0,0.0005,0.0001,64,6,60
31,110,val_bss,0.1394691942057821,0.20598685232674932,3,64,1,0.0,0.0005,0.0,64,12,60
32,256,val_bss,0.1387515849398979,0.15445947068602575,3,128,2,0.3,0.0005,0.0,64,6,60
33,53,val_bss,0.1387170043670801,0.1580544753472359,3,64,2,0.1,0.0003,1e-05,32,6,60
34,71,val_bss,0.13678954664346568,0.12771855894270215,3,128,2,0.1,0.0001,1e-05,64,6,60
35,48,val_bss,0.13573697237486193,0.1265700369220585,3,64,2,0.0,0.0001,0.0,16,9,60
36,98,val_bss,0.135018672206377,0.24509305176137314,3,256,1,0.0,0.001,0.0,64,12,60
37,36,val_bss,0.13480424279701161,0.15452275386508768,3,256,2,0.3,0.0003,0.0001,32,6,60
38,24,val_bss,0.1344555096415231,0.15485820481783566,3,32,1,0.1,0.001,0.0,16,6,60
39,55,val_bss,0.133924319475592,0.13893949611103704,3,128,2,0.3,0.0001,1e-05,64,6,60
40,104,val_bss,0.13380907277950402,0.18186939072773814,3,128,1,0.1,0.0003,0.0,32,6,60
41,190,val_bss,0.1333403383397261,0.13058127699752073,3,256,2,0.0,0.0001,1e-05,64,6,60
42,134,val_bss,0.1332912832112438,0.17687382889377515,3,128,1,0.1,0.0005,1e-05,64,9,60
43,216,val_bss,0.13212121159561743,0.16551326473503752,3,32,1,0.3,0.001,0.0001,32,6,60
44,17,val_bss,0.1317118904137475,0.16483981188100055,3,32,1,0.1,0.001,0.0001,32,9,60
45,15,val_bss,0.13157834267251992,0.13680699656135162,3,128,2,0.3,0.0005,1e-05,64,6,60
46,203,val_bss,0.1314326709635225,0.12470357544685952,3,256,2,0.1,0.0003,0.0,32,6,60
47,120,val_bss,0.13132741696281905,0.13893417108216422,3,256,2,0.3,0.0003,0.0,32,6,60
48,56,val_bss,0.13122851411981448,0.13341983137424418,3,64,1,0.3,0.001,0.0,32,6,60
49,68,val_bss,0.12964744967345565,0.1196349047753695,3,128,2,0.5,0.0001,1e-05,16,6,60
50,14,val_bss,0.1296334304725689,0.15364411054161528,3,32,1,0.5,0.0005,0.0,32,12,60
51,162,val_bss,0.12961517209524062,0.12148221470763512,3,128,2,0.3,0.0003,1e-05,32,6,60
52,180,val_bss,0.12925372247259279,0.16252904061323223,3,256,1,0.0,0.0005,0.0,64,6,60
53,221,val_bss,0.1287602545507349,0.13496036635294922,3,256,2,0.3,0.0001,0.0001,32,6,60
54,60,val_bss,0.1285528190906671,0.15956070976501918,3,128,1,0.1,0.0005,0.0001,16,6,60
55,167,val_bss,0.12782934538160895,0.18605865131699442,3,128,1,0.1,0.0001,0.0,16,6,60
56,30,val_bss,0.12773370209603366,0.1497220407482845,3,128,2,0.0,0.0003,0.0001,16,6,60
57,78,val_bss,0.1273137007292561,0.16411962215025935,3,256,2,0.1,0.0005,0.0,64,9,60
58,94,val_bss,0.12709631565097057,0.15477964883932585,3,256,1,0.1,0.0001,0.0001,16,6,60
59,178,val_bss,0.12674457144002838,0.15384614304132924,3,64,1,0.3,0.001,1e-05,32,6,60
60,205,val_bss,0.12645248472608797,0.1574002527472011,3,32,1,0.0,0.001,0.0,16,12,60
61,33,val_bss,0.1263158535456529,0.1547131161119796,3,128,1,0.1,0.001,0.0,32,6,60
62,41,val_bss,0.1254098699619046,0.16809637013072976,3,256,1,0.3,0.0005,0.0001,64,6,60
63,61,val_bss,0.1251632046317095,0.1345845152532974,3,128,2,0.0,0.0005,1e-05,16,6,60
64,4,val_bss,0.12358244386280208,0.1695006325809452,3,256,2,0.0,0.001,1e-05,32,9,60
65,16,val_bss,0.12281715349164173,0.1750894010729481,3,128,1,0.0,0.001,0.0,16,6,60
66,197,val_bss,0.1223039949193931,0.1928353269342289,3,256,1,0.0,0.001,0.0001,64,9,60
67,38,val_bss,0.12209588349048683,0.13311618370149633,3,256,2,0.0,0.0001,0.0,32,6,60
68,96,val_bss,0.12165100779792744,0.1779947827525376,3,32,1,0.3,0.0003,0.0001,32,9,60
69,44,val_bss,0.1205460075891152,0.1708425562235036,3,64,1,0.3,0.0003,0.0,32,9,60
70,215,val_bss,0.12019138525985007,0.18405070894069542,3,64,1,0.1,0.001,0.0,64,12,60
71,100,val_bss,0.11999316951066212,0.2009166222477534,3,128,2,0.0,0.0005,0.0,16,6,60
72,240,val_bss,0.11987515357767446,0.23002539868956495,3,256,1,0.3,0.001,1e-05,64,12,60
73,105,val_bss,0.11896028854391505,0.13787179188882384,3,64,2,0.3,0.0005,1e-05,64,6,60
74,184,val_bss,0.11761467936825998,0.19873288607471237,3,128,1,0.1,0.001,0.0001,32,9,60
75,195,val_bss,0.11753080952263928,0.1043362409366901,3,64,1,0.5,0.0005,0.0,64,9,60
76,232,val_bss,0.11678802230542924,0.17565305381151916,3,64,1,0.3,0.001,0.0,32,12,60
77,116,val_bss,0.11651057124085103,0.16423421833233096,3,32,1,0.3,0.001,1e-05,32,9,60
78,148,val_bss,0.11615657972050826,0.15230960765108703,3,64,1,0.0,0.0005,0.0,64,9,60
79,132,val_bss,0.1129970084472185,0.1769126285994731,3,64,2,0.5,0.001,0.0,16,6,60
80,7,val_bss,0.11197005708645424,0.176939816728114,3,64,1,0.0,0.0005,0.0001,32,12,60
81,248,val_bss,0.1112628097107183,0.182229754368166,3,128,1,0.5,0.0003,1e-05,32,9,60
82,83,val_bss,0.11115616721842274,0.1795422046261305,3,128,1,0.1,0.001,0.0001,32,6,60
83,160,val_bss,0.11089611935209527,0.14958089111676498,3,256,1,0.1,0.0001,0.0,64,6,60
84,247,val_bss,0.11074860469223935,0.14105957021059748,3,128,1,0.0,0.0003,1e-05,32,6,60
85,129,val_bss,0.11066775624583187,0.16311496996773692,3,64,1,0.0,0.001,0.0,64,6,60
86,187,val_bss,0.10977607996806597,0.1843556332410633,3,256,1,0.5,0.0005,0.0,32,9,60
87,246,val_bss,0.1095423622686756,0.1611453825257449,3,64,2,0.3,0.001,1e-05,64,12,60
88,128,val_bss,0.10929104347399217,0.1617915778129963,3,64,1,0.5,0.0001,0.0001,16,9,60
89,182,val_bss,0.10921535466415196,0.17565328901432634,3,128,1,0.0,0.0005,0.0001,64,9,60
90,207,val_bss,0.10909666824809428,0.14260623959669008,3,64,2,0.0,0.0005,0.0,32,9,60
91,87,val_bss,0.10884939623825736,0.11771574586786009,3,32,2,0.3,0.001,0.0001,16,6,60
92,218,val_bss,0.10847524843528533,0.18663022673667234,3,32,1,0.5,0.001,0.0001,64,12,60
93,29,val_bss,0.10832090808924595,0.1631519207693294,3,256,1,0.3,0.0003,1e-05,16,9,60
94,93,val_bss,0.10826258865387943,0.1479276367613168,3,256,1,0.3,0.0003,1e-05,32,6,60
95,42,val_bss,0.10745153779696137,0.14583165002621248,3,128,1,0.0,0.001,0.0,32,6,60
96,127,val_bss,0.10685504900953606,0.14045861149139402,3,256,1,0.5,0.001,0.0001,64,6,60
97,181,val_bss,0.10665596190196092,0.20189980231847185,3,64,1,0.5,0.001,1e-05,32,12,60
98,92,val_bss,0.10665479217228306,0.18902909918436453,3,64,1,0.3,0.001,1e-05,32,9,60
99,101,val_bss,0.10609735922959469,0.1676575726087727,3,256,1,0.5,0.0003,1e-05,64,9,60
100,12,val_bss,0.10568512669902126,0.15139472635249693,3,256,2,0.0,0.001,1e-05,16,6,60
101,144,val_bss,0.10565977847261727,0.19356194352712436,3,128,1,0.0,0.001,0.0001,64,12,60
102,168,val_bss,0.10565838137829327,0.14708759951787337,3,128,2,0.0,0.001,0.0,64,9,60
103,151,val_bss,0.105456451453396,0.18726918057806044,3,128,1,0.3,0.0003,0.0001,32,12,60
104,186,val_bss,0.10538896689281196,0.19581332692523895,3,256,1,0.5,0.0005,1e-05,32,12,60
105,146,val_bss,0.10531452960795788,0.18124163016295758,3,64,2,0.5,0.001,1e-05,64,6,60
106,28,val_bss,0.10501575702825668,0.15583792817820086,3,256,1,0.0,0.0003,1e-05,64,6,60
107,242,val_bss,0.10500565640956512,0.17532569593683647,3,256,1,0.5,0.001,0.0,32,9,60
108,27,val_bss,0.10481475601603703,0.20135407209108497,3,256,1,0.5,0.001,1e-05,64,9,60
109,169,val_bss,0.10472938097203115,0.19758684026808038,3,64,1,0.1,0.0003,0.0,32,6,60
110,52,val_bss,0.10439342065138209,0.13089664193140602,3,32,1,0.5,0.0003,0.0001,16,6,60
111,115,val_bss,0.10387363660315403,0.15532421501483945,3,256,2,0.1,0.0005,0.0001,16,9,60
112,201,val_bss,0.10378613172989233,0.13703385507457264,3,32,2,0.3,0.001,1e-05,32,9,60
113,251,val_bss,0.10323502896775112,0.14444101336459197,3,64,1,0.1,0.0005,1e-05,64,9,60
114,88,val_bss,0.10318166028631086,0.13561571474650716,3,64,2,0.3,0.001,0.0,32,9,60
115,220,val_bss,0.10308998140097847,0.1704464685814418,3,128,1,0.3,0.0005,0.0001,16,9,60
116,35,val_bss,0.10292954960353255,0.1711818490905687,3,64,1,0.3,0.0003,0.0,32,12,60
117,250,val_bss,0.10272024519949208,0.10152944348248279,3,32,2,0.0,0.0003,1e-05,16,6,60
118,163,val_bss,0.10089310936425537,0.17488670494676525,3,32,1,0.3,0.0005,1e-05,64,12,60
119,192,val_bss,0.1003209643692811,0.15402049134069606,3,128,1,0.5,0.0005,0.0,16,6,60
120,11,val_bss,0.10015632058177211,0.20036382084747442,3,256,1,0.1,0.0003,1e-05,64,12,60
121,121,val_bss,0.09949144595237003,0.13131424534611533,3,64,1,0.5,0.0001,0.0001,32,12,60
122,1,val_bss,0.09941643921785281,0.145115126989055,3,256,1,0.0,0.0005,0.0,16,6,60
123,166,val_bss,0.09925439568860817,0.1547009617465045,3,128,2,0.3,0.0003,1e-05,16,9,60
124,145,val_bss,0.09883526563936258,0.1816579961661662,3,128,2,0.3,0.001,1e-05,32,12,60
125,136,val_bss,0.09881793779586438,0.15759794432603946,3,64,1,0.3,0.001,0.0,32,9,60
126,6,val_bss,0.09873662753423447,0.1624516299070071,3,64,1,0.1,0.0005,0.0,32,9,60
127,67,val_bss,0.09844693751898452,0.14987148959941873,3,256,2,0.5,0.0005,0.0001,32,9,60
128,109,val_bss,0.0981105858937047,0.12310015908711948,3,128,2,0.1,0.001,1e-05,32,9,60
129,123,val_bss,0.09789653243443053,0.133014975794115,3,64,1,0.3,0.001,1e-05,64,9,60
130,131,val_bss,0.0975120432667936,0.1432823281295447,3,128,1,0.3,0.0001,0.0001,16,9,60
131,59,val_bss,0.09742594473290556,0.14365871309544262,3,256,1,0.5,0.0003,0.0001,16,6,60
132,22,val_bss,0.09713573724641626,0.1551884872215453,3,128,1,0.5,0.001,1e-05,64,12,60
133,66,val_bss,0.097108408825419,0.1381418652681897,3,64,1,0.5,0.001,1e-05,32,6,60
134,46,val_bss,0.09688226073979433,0.1622636471214699,3,64,1,0.0,0.001,1e-05,64,12,60
135,32,val_bss,0.09613682474269536,0.15352088553137652,3,64,1,0.0,0.0005,1e-05,16,12,60
136,219,val_bss,0.09578012093750961,0.1220277126095238,3,256,1,0.5,0.0001,0.0,16,6,60
137,212,val_bss,0.09518209629940326,0.19553067957593695,3,256,2,0.5,0.0003,0.0,32,9,60
138,214,val_bss,0.0941768358756071,0.1592375493829695,3,64,1,0.5,0.0003,1e-05,64,12,60
139,102,val_bss,0.09406206738105471,0.14710392548800874,3,64,1,0.1,0.0005,0.0,32,6,60
140,91,val_bss,0.09341382326030101,0.1734797507366772,3,256,1,0.1,0.0005,0.0001,16,6,60
141,171,val_bss,0.09320153448840447,0.15279285711729623,3,32,1,0.0,0.0005,0.0001,16,12,60
142,217,val_bss,0.09319395459648465,0.23263596361896785,3,64,1,0.1,0.001,1e-05,32,12,60
143,54,val_bss,0.0931104867275367,0.1659772095004361,3,64,2,0.1,0.001,0.0,32,9,60
144,119,val_bss,0.0929292369924219,0.17335768815749653,3,32,1,0.1,0.001,0.0001,32,12,60
145,5,val_bss,0.09290280790202836,0.1586999010213839,3,64,1,0.3,0.0005,0.0001,16,9,60
146,229,val_bss,0.0920529105192619,0.1938081255897128,3,128,1,0.3,0.001,0.0,16,12,60
147,20,val_bss,0.09187412208580958,0.176972755874801,3,64,1,0.0,0.0005,0.0,32,9,60
148,50,val_bss,0.09154371235582492,0.11640258305393296,3,32,1,0.5,0.0003,0.0,16,9,60
149,226,val_bss,0.0912285022604945,0.16897612944109203,3,32,2,0.0,0.0001,0.0,16,12,60
150,159,val_bss,0.09063990820518904,0.15754024715140033,3,256,2,0.3,0.001,0.0,32,9,60
151,227,val_bss,0.09028022055206353,0.126119780063028,3,32,2,0.0,0.0001,1e-05,32,6,60
