epoch,train_loss,val_loss,lr
1,1.0524815814888737,1.0090455170030947,0.0005
2,0.9646265075956921,0.8639636392946597,0.0005
3,0.8535092088663689,0.7807528023366574,0.0005
4,0.7519634208203847,0.7941442529360453,0.0005
5,0.7374823550197566,0.7744675411118401,0.0005
6,0.6861079272080062,0.888175145343498,0.0005
7,0.6875540515715459,0.6911658379766676,0.0005
8,0.5875788418303397,0.7065932110503867,0.0005
9,0.5894143094897641,0.7489822727662546,0.0005
10,0.5618692231698199,0.7639225478525515,0.0005
11,0.48026719253011213,0.7547212110625373,0.0005
12,0.4879503914871691,0.7195547156863742,0.0005
13,0.5235640393610684,0.889172962418309,0.0005
14,0.46981793493496665,0.8188158913894936,0.0005
15,0.4274367101467287,0.9689275887277391,0.0005
16,0.4596698618380823,0.9149270388815138,0.0005
17,0.3493005832036336,0.6922054555681016,0.0005
18,0.40241642013145756,1.2458364345409252,0.00025
19,0.3146879747742062,0.9089926194261622,0.00025
