feature,mean_abs_shap
d20_lag0,8.7133485e-05
sst_lag0,8.385908e-05
olr_lag0,8.2647726e-05
olr_lag1,7.6126504e-05
tauu_lag0,5.4793025e-05
d20_lag1,4.843545e-05
tauu_lag1,4.4783472e-05
olr_lag3,4.332745e-05
d20_lag2,3.9507206e-05
tauu_lag2,3.5468154e-05
sst_lag1,3.360009e-05
d20_lag3,3.1221676e-05
sst_lag3,3.1009688e-05
olr_lag2,3.008173e-05
slp_lag1,2.837279e-05
sst_lag2,2.3707527e-05
slp_lag0,2.3594255e-05
tauu_lag3,2.3248567e-05
slp_lag2,1.696266e-05
slp_lag3,1.4779821e-05
