rank,trial_id,n_folds,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,mean_val_start,std_val_start,mean_val_end,std_val_end,mean_best_val_loss,std_best_val_loss,mean_val_rmse,std_val_rmse,mean_val_mae,std_val_mae,mean_val_corr,std_val_corr,mean_val_r2,std_val_r2,mean_selection_score,std_selection_score
11,109,3,"[64, 128, 256, 512]",5,0.0,256,1,0.001,0.0,32,25,1.0,60,,,,,0.19087887307008108,0.033889988661791146,0.4352017343044281,0.03844929832387697,0.34166820844014484,0.02289685966832968,0.8608858920112276,0.037395624176008446,0.7143446207046509,0.08715694043697061,0.7143446207046509,0.08715694043697061
12,12,3,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,,,,,0.19341608385245004,0.03341812633901704,0.4380803108215332,0.03875163830845162,0.3568537433942159,0.02569693133650083,0.8474896826799873,0.04785785411360476,0.714017411073049,0.07724260777150559,0.714017411073049,0.07724260777150559
13,100,3,"[64, 128, 256, 512]",5,0.4,256,2,0.001,1e-05,16,12,1.0,60,,,,,0.1958248257822708,0.022758106502830385,0.4417385657628377,0.026302972021129842,0.3539264698823293,0.03148382886573435,0.8624655970530243,0.03503821274814462,0.7126104235649109,0.05565874438245903,0.7126104235649109,0.05565874438245903
14,116,3,"[64, 128, 256]",5,0.4,128,1,0.001,0.0,8,25,0.5,60,,,,,0.19815260420242944,0.020379410790501554,0.4445315400759379,0.023332281911753117,0.3637817104657491,0.02392438224845696,0.8496510458576384,0.030965648405467873,0.7088986237843832,0.054910880248204876,0.7088986237843832,0.054910880248204876
15,124,3,"[128, 256, 512]",5,0.4,128,2,0.0005,0.0,32,25,1.0,60,,,,,0.20188542703787485,0.0412330649829327,0.44676750898361206,0.04779343771908273,0.35444967945416767,0.044763059092021044,0.8431944155939322,0.03472023912813048,0.7081678907076517,0.06104441521822582,0.7081678907076517,0.06104441521822582
16,31,3,"[64, 128, 256, 512]",5,0.2,512,1,0.0005,0.0001,8,12,1.0,60,,,,,0.1965953849975565,0.0050347284288380706,0.44335577885309857,0.005697238027983589,0.34521484375,0.01399779240905884,0.848174234552079,0.040176792629065906,0.7079866329828898,0.060782763997238955,0.7079866329828898,0.060782763997238955
17,43,3,"[64, 128, 256, 512]",5,0.2,128,1,0.001,1e-05,16,12,0.5,60,,,,,0.19891171310549582,0.023413332034244335,0.44518840312957764,0.02681385958686666,0.3559439182281494,0.01464708139208711,0.8580080547292089,0.025645947888759697,0.7066947023073832,0.06356781056288692,0.7066947023073832,0.06356781056288692
18,32,3,"[64, 128, 256, 512]",3,0.2,128,2,0.0003,0.0001,16,12,1.0,60,,,,,0.20067470968698042,0.031793497264492175,0.4464638332525889,0.03667078979925664,0.3501734733581543,0.02609464360845491,0.8546304386986394,0.03331969083530267,0.7066189845403036,0.06261503357731332,0.7066189845403036,0.06261503357731332
19,55,3,"[64, 128, 256, 512]",5,0.2,256,1,0.001,0.0,32,12,1.0,60,,,,,0.19847016533215842,0.023044458277867396,0.44472916920979816,0.02619633352777965,0.35586637258529663,0.01723286967660525,0.8496975242189957,0.03310193976080614,0.7058725754419962,0.06913844341705348,0.7058725754419962,0.06913844341705348
20,92,3,"[64, 128, 256]",5,0.0,128,2,0.0003,0.0,8,12,0.5,60,,,,,0.2001534929249517,0.03267824235473826,0.44580238064130145,0.037601272570532855,0.36155059933662415,0.030539349213625118,0.8455335387127656,0.04435892446923337,0.7056592504183451,0.07156490521252526,0.7056592504183451,0.07156490521252526
21,54,3,"[64, 128, 256, 512]",5,0.0,512,1,0.001,1e-05,32,25,0.5,60,,,,,0.198512335618337,0.02553029996535258,0.44460588693618774,0.02894775356183513,0.35124101241429645,0.011946468610898821,0.859126938312357,0.030545499538748074,0.7054468393325806,0.07290604250683788,0.7054468393325806,0.07290604250683788
22,4,3,"[32, 64, 128]",5,0.0,256,1,0.001,1e-05,8,12,0.5,60,,,,,0.19926244958167505,0.012544759480336282,0.4461623430252075,0.014209461551207279,0.3570312559604645,0.011952866070792083,0.8416687267802713,0.03643648111183632,0.7047946254412333,0.06082783028771843,0.7047946254412333,0.06082783028771843
23,122,3,"[32, 64, 128]",5,0.4,512,1,0.0005,0.0,32,25,0.5,60,,,,,0.20693222681681314,0.04767789814114912,0.45171209176381427,0.05374374113180632,0.35723598798116046,0.053436793928839474,0.8532718466985537,0.02562837028226224,0.7046199440956116,0.04900743587609612,0.7046199440956116,0.04900743587609612
24,52,3,"[128, 256, 512]",5,0.2,128,1,0.0005,0.0001,8,12,0.5,60,,,,,0.20250193851294918,0.025414228896915744,0.4490850071112315,0.028724193560323904,0.354607750972112,0.024213995220785746,0.8434045481852898,0.028886415334153797,0.7045534054438273,0.04975569418306382,0.7045534054438273,0.04975569418306382
25,9,3,"[64, 128, 256, 512]",3,0.2,128,1,0.0005,0.0,8,12,1.0,60,,,,,0.20111836274836292,0.021482288328356573,0.44779204328854877,0.024453814685869903,0.3648312489191691,0.019257719044227472,0.8504897939187561,0.023664468567347132,0.7043203115463257,0.05776890378198175,0.7043203115463257,0.05776890378198175
