trial_id,fold_id,train_start,train_end,val_start,val_end,channels,kernel_size,dropout,head_hidden,n_head_layers,lr,weight_decay,batch_size,patience,grad_clip,max_epochs,best_val_loss,val_rmse,val_mae,val_corr,val_r2
10,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",3,0.2,512,2,0.0005,0.0001,8,12,1.0,60,0.154015547970188,0.39244911074638367,0.3049771189689636,0.8652367001802965,0.730707585811615
11,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.4,256,1,0.0005,0.0001,8,12,1.0,60,0.25929267063876177,0.5092082023620605,0.40766778588294983,0.765543985863474,0.5602395534515381
11,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",5,0.4,256,1,0.0005,0.0001,8,12,1.0,60,0.20861358703853927,0.4567413330078125,0.37808898091316223,0.8872728097518894,0.785517156124115
11,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",5,0.4,256,1,0.0005,0.0001,8,12,1.0,60,0.19324520689861796,0.439596951007843,0.35775822401046753,0.8189942652602963,0.6621166467666626
12,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,0.23026154935359955,0.4798557460308075,0.382543683052063,0.7828198275043879,0.6094768047332764
12,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,0.20062468945980072,0.4479113817214966,0.3662690222263336,0.8971138749778279,0.7937299609184265
12,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,0.0,32,25,1.0,60,0.1493620127439499,0.38647380471229553,0.3217485249042511,0.8625353455577461,0.7388454675674438
13,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,0.19996555790165874,0.4471750855445862,0.3484920263290405,0.8310686807976574,0.6608587503433228
13,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,0.2109257794707735,0.4592665731906891,0.3876872956752777,0.8930767082958826,0.7831389307975769
13,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,512,2,0.0005,0.0001,16,25,0.5,60,0.1895657405953541,0.43539151549339294,0.37742912769317627,0.8420064711022233,0.6685504913330078
14,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",3,0.4,128,2,0.0003,0.0001,32,12,0.5,60,0.2868635952472687,0.5355965495109558,0.42008915543556213,0.7171843916152816,0.5134797096252441
14,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",3,0.4,128,2,0.0003,0.0001,32,12,0.5,60,0.3033481538295746,0.5507705807685852,0.4289074242115021,0.8338132816828691,0.6881157755851746
14,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",3,0.4,128,2,0.0003,0.0001,32,12,0.5,60,0.1818762719631195,0.42646950483322144,0.34295007586479187,0.8322404361623813,0.6819953918457031
15,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",3,0.4,128,1,0.001,0.0,32,12,0.5,60,0.30217304825782776,0.5497028231620789,0.4223348796367645,0.7116736357289553,0.48751479387283325
15,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",3,0.4,128,1,0.001,0.0,32,12,0.5,60,0.324153333902359,0.5693447589874268,0.4660246968269348,0.8337000653080998,0.6667250394821167
15,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",3,0.4,128,1,0.001,0.0,32,12,0.5,60,0.1718803495168686,0.4145849049091339,0.3298649191856384,0.8394646321923759,0.6994723081588745
16,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,256,2,0.0005,1e-05,16,25,0.5,60,0.25342187856402354,0.503410279750824,0.3810637891292572,0.7984844905825278,0.5701969265937805
16,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,256,2,0.0005,1e-05,16,25,0.5,60,0.21015025884191565,0.4584214985370636,0.3760385513305664,0.8921272755460337,0.7839362621307373
16,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.0,256,2,0.0005,1e-05,16,25,0.5,60,0.16920386157303213,0.4113439917564392,0.32504886388778687,0.852235458044286,0.7041525840759277
17,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,0.2752678394317627,0.5246597528457642,0.3986700177192688,0.7354632383682361,0.5331462621688843
17,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,0.3716915547847748,0.6096650958061218,0.4676920473575592,0.8342643164244563,0.6178493499755859
17,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.2,256,1,0.0003,1e-05,32,12,1.0,60,0.1606348305940628,0.40079277753829956,0.3219791054725647,0.8493497336083079,0.7191352844238281
18,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",5,0.2,128,1,0.001,0.0001,16,12,1.0,60,0.23278587778037954,0.48247888684272766,0.39042773842811584,0.8060525203958235,0.6051955223083496
18,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",5,0.2,128,1,0.001,0.0001,16,12,1.0,60,0.2828755019424118,0.5318604707717896,0.43037402629852295,0.8549733383636688,0.709164559841156
18,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",5,0.2,128,1,0.001,0.0001,16,12,1.0,60,0.1799778655589184,0.424237996339798,0.33790865540504456,0.8396095258316708,0.6853146553039551
19,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.2,512,1,0.0003,1e-05,8,12,1.0,60,0.24920184154794595,0.4992019534111023,0.36670881509780884,0.762086366539417,0.5773528814315796
19,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",5,0.2,512,1,0.0003,1e-05,8,12,1.0,60,0.23176820283738253,0.48141902685165405,0.3900631368160248,0.878249783032674,0.7617140412330627
19,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",5,0.2,512,1,0.0003,1e-05,8,12,1.0,60,0.15612171005422823,0.39512529969215393,0.3182998597621918,0.8608680915739151,0.7270223498344421
20,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",3,0.4,512,1,0.0005,1e-05,16,12,0.5,60,0.3419795704779224,0.5847902297973633,0.43141239881515503,0.6738102624261997,0.4200032353401184
20,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",3,0.4,512,1,0.0005,1e-05,16,12,0.5,60,0.39258215834047194,0.6265637874603271,0.5026254057884216,0.7828872840039739,0.5963708758354187
20,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",3,0.4,512,1,0.0005,1e-05,16,12,0.5,60,0.1591568775823183,0.3989447057247162,0.3289753794670105,0.8539706796958565,0.7217194437980652
21,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",3,0.2,256,2,0.0003,0.0,16,12,1.0,60,0.2990437705661649,0.5468489527702332,0.4230467677116394,0.7229115176246941,0.4928222894668579
21,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",3,0.2,256,2,0.0003,0.0,16,12,1.0,60,0.31083106660397253,0.5575222373008728,0.4335848093032837,0.8313387545957657,0.6804224252700806
21,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",3,0.2,256,2,0.0003,0.0,16,12,1.0,60,0.18491594716210233,0.43001851439476013,0.3463183343410492,0.8472977546562233,0.6766805648803711
22,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",3,0.0,256,2,0.001,0.0001,8,25,0.5,60,0.21548670098603329,0.4642053246498108,0.35914063453674316,0.7997726108804052,0.6345351338386536
22,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",3,0.0,256,2,0.001,0.0001,8,25,0.5,60,0.21976641238292802,0.46879440546035767,0.38606002926826477,0.8844255902014876,0.7740477323532104
22,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",3,0.0,256,2,0.001,0.0001,8,25,0.5,60,0.18386620561653208,0.42879512906074524,0.33934107422828674,0.8270187280369053,0.6785176396369934
23,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",5,0.0,128,1,0.001,0.0001,32,25,0.5,60,0.3081338405609131,0.5550981163978577,0.41162052750587463,0.707442106150165,0.4774054288864136
23,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",5,0.0,128,1,0.001,0.0001,32,25,0.5,60,0.22858063876628876,0.47810113430023193,0.3843041956424713,0.877237545089171,0.7649872303009033
23,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",5,0.0,128,1,0.001,0.0001,32,25,0.5,60,0.1635511815547943,0.40441447496414185,0.3143513798713684,0.8594547430572931,0.7140363454818726
24,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",3,0.4,128,1,0.0003,0.0,32,12,0.5,60,0.3206588923931122,0.5662675499916077,0.43152496218681335,0.688655964453891,0.45616304874420166
24,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",3,0.4,128,1,0.0003,0.0,32,12,0.5,60,0.31589236855506897,0.5620430111885071,0.4418448209762573,0.8269031616601887,0.6752187013626099
24,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",3,0.4,128,1,0.0003,0.0,32,12,0.5,60,0.15215247869491577,0.39006727933883667,0.31494924426078796,0.8598814178133768,0.7339664101600647
25,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.4,512,2,0.001,0.0,8,25,1.0,60,0.25204308581686463,0.5020399689674377,0.3894568085670471,0.7679680603791648,0.5725336074829102
25,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.4,512,2,0.001,0.0,8,25,1.0,60,0.31630363865433453,0.562408447265625,0.44586852192878723,0.8276129724421641,0.6747961640357971
25,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.4,512,2,0.001,0.0,8,25,1.0,60,0.154588755185359,0.393180787563324,0.31543901562690735,0.8558246188437615,0.7297025322914124
26,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.2,512,1,0.0003,0.0,16,25,1.0,60,0.31915032863616943,0.5649338960647583,0.4029427766799927,0.701316663533355,0.4587215781211853
26,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.2,512,1,0.0003,0.0,16,25,1.0,60,0.31762948270156005,0.5635862946510315,0.45712700486183167,0.8249495690416593,0.6734326481819153
26,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.2,512,1,0.0003,0.0,16,25,1.0,60,0.15402544324643144,0.39246076345443726,0.299803227186203,0.864090542004546,0.7306915521621704
27,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.4,256,1,0.001,0.0001,16,12,1.0,60,0.22319116464285094,0.47243112325668335,0.37573719024658203,0.7910528366991321,0.621468186378479
27,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.4,256,1,0.001,0.0001,16,12,1.0,60,0.22803647885812778,0.47753164172172546,0.4021771252155304,0.8914347926772085,0.7655467391014099
27,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.4,256,1,0.001,0.0001,16,12,1.0,60,0.17627990607903382,0.419856995344162,0.33472734689712524,0.8504453035831598,0.6917803883552551
28,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.4,256,1,0.0003,0.0,32,25,1.0,60,0.26562318205833435,0.5153864622116089,0.38635724782943726,0.7482296970947505,0.54950350522995
28,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.4,256,1,0.0003,0.0,32,25,1.0,60,0.37014007568359375,0.6083914041519165,0.47564589977264404,0.7920397290567976,0.6194443702697754
28,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.4,256,1,0.0003,0.0,32,25,1.0,60,0.13765683770179749,0.3710213303565979,0.2943904995918274,0.8779088483613303,0.7593115568161011
29,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.4,512,1,0.001,1e-05,16,12,0.5,60,0.28315813115266997,0.5321260690689087,0.41649848222732544,0.7251883196791507,0.5197643041610718
29,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.4,512,1,0.001,1e-05,16,12,0.5,60,0.2642070843237583,0.5140107870101929,0.41385817527770996,0.8591588266768101,0.7283583283424377
29,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.4,512,1,0.001,1e-05,16,12,0.5,60,0.17234147152053975,0.415140300989151,0.3222391605377197,0.8384944573198813,0.6986665725708008
30,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",3,0.0,128,1,0.0003,0.0,32,12,0.5,60,0.24587216973304749,0.49585503339767456,0.36992621421813965,0.7782946857180052,0.5830011367797852
30,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",3,0.0,128,1,0.0003,0.0,32,12,0.5,60,0.21795350313186646,0.4668550193309784,0.37207990884780884,0.8880137089967586,0.7759133577346802
30,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",3,0.0,128,1,0.0003,0.0,32,12,0.5,60,0.16983634233474731,0.41211211681365967,0.3260188102722168,0.8433709907876438,0.7030466794967651
31,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.2,512,1,0.0005,0.0001,8,12,1.0,60,0.18971465688163988,0.43556299805641174,0.32591956853866577,0.8278985208903498,0.6782435178756714
31,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.2,512,1,0.0005,0.0001,8,12,1.0,60,0.20162144164058649,0.4490247964859009,0.3586934804916382,0.9042787485984636,0.7927032113075256
31,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.2,512,1,0.0005,0.0001,8,12,1.0,60,0.19845005647044314,0.44547954201698303,0.35103148221969604,0.8123454341674234,0.6530131697654724
32,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",3,0.2,128,2,0.0003,0.0001,16,12,1.0,60,0.2231231395886323,0.4723590910434723,0.3437681496143341,0.8145008575807231,0.6215835809707642
32,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",3,0.2,128,2,0.0003,0.0001,16,12,1.0,60,0.223189058704911,0.4724288880825043,0.38485032320022583,0.8960848350397447,0.7705305814743042
32,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",3,0.2,128,2,0.0003,0.0001,16,12,1.0,60,0.155711930767398,0.39460352063179016,0.32190194725990295,0.8533056234754507,0.7277427911758423
33,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.4,512,1,0.0005,0.0001,8,12,1.0,60,0.15879429514720061,0.39849016070365906,0.31548160314559937,0.8656255653046547,0.7306849360466003
33,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.4,512,1,0.0005,0.0001,8,12,1.0,60,0.18169543578802982,0.4262603223323822,0.3465796709060669,0.9022603125130426,0.8131892681121826
33,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",5,0.4,512,1,0.0005,0.0001,8,12,1.0,60,0.1819617748260498,0.42656999826431274,0.3584114611148834,0.8311077056513547,0.6818455457687378
34,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[32, 64, 128]",3,0.0,512,2,0.0005,0.0,8,25,1.0,60,0.31450062293872655,0.5608119964599609,0.4427605867385864,0.7453883409006703,0.46659141778945923
34,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[32, 64, 128]",3,0.0,512,2,0.0005,0.0,8,25,1.0,60,0.284351196801551,0.5332506895065308,0.4237073063850403,0.8488650291897785,0.7076420783996582
34,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[32, 64, 128]",3,0.0,512,2,0.0005,0.0,8,25,1.0,60,0.1749540334828546,0.4182743728160858,0.33119505643844604,0.8415006546959103,0.6940996646881104
35,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[128, 256, 512]",3,0.0,512,1,0.0005,0.0,16,12,0.5,60,0.27953069580492573,0.5287066102027893,0.4135749638080597,0.7271452186040335,0.5259163975715637
35,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[128, 256, 512]",3,0.0,512,1,0.0005,0.0,16,12,0.5,60,0.3360677843338975,0.5797135233879089,0.46374040842056274,0.8225346551846627,0.6544755101203918
35,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[128, 256, 512]",3,0.0,512,1,0.0005,0.0,16,12,0.5,60,0.15530556844216642,0.3940882682800293,0.3178049325942993,0.8628164743776648,0.7284533381462097
36,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",5,0.2,128,2,0.0003,1e-05,32,12,0.5,60,0.27324149012565613,0.5227251052856445,0.3998080790042877,0.7433844887495574,0.5365828275680542
36,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",5,0.2,128,2,0.0003,1e-05,32,12,0.5,60,0.24160262942314148,0.4915308654308319,0.4081553518772125,0.8828536768505183,0.7515988945960999
36,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",5,0.2,128,2,0.0003,1e-05,32,12,0.5,60,0.1385253369808197,0.3721899688243866,0.2932770848274231,0.885529492767121,0.7577929496765137
37,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",3,0.2,128,2,0.0005,0.0,16,12,0.5,60,0.23025279345913469,0.47984662652015686,0.368139386177063,0.7934803710448519,0.6094917058944702
37,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",3,0.2,128,2,0.0005,0.0,16,12,0.5,60,0.20227407517834245,0.4497489035129547,0.36639881134033203,0.9034688631707752,0.7920340895652771
37,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256, 512]",3,0.2,128,2,0.0005,0.0,16,12,0.5,60,0.1684786870936367,0.41046157479286194,0.35158559679985046,0.8577061375327263,0.7054204940795898
38,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256]",3,0.4,512,2,0.001,1e-05,8,25,1.0,60,0.3010858018821645,0.5487107634544373,0.42883917689323425,0.7183263579204207,0.489362895488739
38,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256]",3,0.4,512,2,0.001,1e-05,8,25,1.0,60,0.2963012261925457,0.5443276166915894,0.45945173501968384,0.8774873389400303,0.6953699588775635
38,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,"[64, 128, 256]",3,0.4,512,2,0.001,1e-05,8,25,1.0,60,0.14868790684180838,0.38560187816619873,0.3118024170398712,0.8643516784067165,0.7400225400924683
39,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,1e-05,8,12,0.5,60,0.21493035826449083,0.4636060893535614,0.3538951277732849,0.8066230071397196,0.6354780197143555
39,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,"[64, 128, 256, 512]",5,0.0,128,1,0.0005,1e-05,8,12,0.5,60,0.22800693500821836,0.47750037908554077,0.39718881249427795,0.8763120598120634,0.7655774354934692
