epoch,train_loss,val_loss,lr
1.0,1.0427036558199079,1.0785870750745137,0.001
2.0,0.9443299183651198,1.1276094052526686,0.001
3.0,0.8863633886026364,1.1299475453518055,0.001
4.0,0.8244014728031935,1.1465870848408453,0.001
5.0,0.8133971741580664,1.0057477288775973,0.001
6.0,0.7827188580013742,1.0259965702339455,0.001
7.0,0.730920697080678,1.21736255619261,0.001
8.0,0.7178097989491908,1.1194908883836534,0.001
9.0,0.7085758217823542,1.110712378113358,0.001
10.0,0.6509497475848303,1.2889368666542902,0.001
11.0,0.6624066046786532,1.2443196089179427,0.001
12.0,0.6428042293342303,1.1235315291969865,0.001
13.0,0.667430379921366,1.4681211224308721,0.001
14.0,0.5993256867866157,1.3794581051226016,0.001
15.0,0.5700541392762832,1.3347157504823473,0.001
16.0,0.5954719144722511,1.6301158313398008,0.0005
17.0,0.4947442287187965,1.5159131332680031,0.0005
18.0,0.4780664104839851,1.5056023332807753,0.0005
19.0,0.46374957473674167,1.8154816141834966,0.0005
20.0,0.4475691561414904,1.9880100532814309,0.0005
21.0,0.42996802010506296,1.8923269775178697,0.0005
22.0,0.44043230804903755,2.111479158754702,0.0005
23.0,0.3971362300333932,1.9481503036287096,0.0005
24.0,0.37844455877441596,2.086017891212746,0.0005
25.0,0.3352884922094853,2.2733778909400657,0.0005
