trial_id,fold_id,train_start,train_end,val_start,val_end,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step,early_stopping_rounds,best_iteration,val_accuracy,val_f1_macro,val_auc_macro,val_bss
11,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,433,0.6915887850467289,0.6716528380626174,0.7998587195626973,0.2518108843506791
11,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,117,0.4953271028037383,0.38205593559495554,0.5927101138376795,0.023723638465923735
12,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,63,0.4392523364485981,0.4277350497281769,0.6029410177376516,-0.13727723239848522
12,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,396,0.6635514018691588,0.6544925532221358,0.8302725283761361,0.28971721148920815
12,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,45,0.514018691588785,0.36828774062816616,0.6461578130330494,0.03206521111162586
13,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,7,0.4485981308411215,0.41539730896166543,0.6091422304255404,-0.13351135197378694
13,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,51,0.7102803738317757,0.6952136550449334,0.8622852864758507,0.33657641031276375
13,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,11,0.4672897196261682,0.34237052485227665,0.6201313720201024,0.04195081752203855
14,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,9,0.40186915887850466,0.3949725657769352,0.5950111884894494,-0.1493889871218803
14,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,139,0.6542056074766355,0.6417828821438337,0.8157354658742263,0.2750678519628703
14,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.05,0.8,0.8,1.0,0.0,3.0,0.0,0.0,50,25,0.4953271028037383,0.3652951248085068,0.6151629513169893,0.03357814972891615
15,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,125,0.4205607476635514,0.4133164114741123,0.6105167753134092,-0.14513095253761787
15,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,739,0.7009345794392523,0.689481017067224,0.8399648227585322,0.303427999172009
15,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,0.8,0.6,5.0,0.1,5.0,0.0,1.0,100,122,0.48598130841121495,0.3824258934230413,0.6477679509364627,0.044608732619889846
16,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,12,0.4953271028037383,0.4686682808716707,0.6166768196221212,-0.12890188624154653
16,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,95,0.7102803738317757,0.6932139782820143,0.8483726755697153,0.3047030668052575
16,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,12,0.514018691588785,0.4217948717948718,0.6608076485250997,0.05476813863343266
17,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,23,0.4392523364485981,0.4220794086865515,0.6057292351822505,-0.14430557853036396
17,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,163,0.6542056074766355,0.6331914893617021,0.8338556740961921,0.3032404210802485
17,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.03,0.8,0.6,5.0,0.0,1.0,0.5,1.0,50,35,0.48598130841121495,0.38862952588442784,0.6403544083340901,0.039511012891655595
18,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,8,0.4672897196261682,0.4479054297015462,0.6221556714544092,-0.11511335213914253
18,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,66,0.6728971962616822,0.6657896106449542,0.8478931356359664,0.32365946271964985
18,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.1,0.6,1.0,5.0,0.0,1.0,0.5,1.0,50,10,0.4953271028037383,0.40118269530034234,0.6277610985199427,0.036447721240398634
19,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,11,0.4485981308411215,0.4314731020613373,0.6312790969873718,-0.11951142348871113
19,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,140,0.6635514018691588,0.6588367470400138,0.8418631794209963,0.30768949399859824
19,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,17,0.4766355140186916,0.3693452459856659,0.6470479917453651,0.039475883022783154
20,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,10,0.42990654205607476,0.40532880526388076,0.6091492970174598,-0.14409383898358774
20,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,171,0.6448598130841121,0.6272536687631027,0.811108134697404,0.26336932713415984
20,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,16,0.48598130841121495,0.381564662371749,0.5885858927784874,0.021572499456359306
21,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,9,0.38317757009345793,0.382188472840476,0.6028155056205547,-0.1703369863274653
21,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,189,0.6261682242990654,0.6093745214424414,0.7936722833577597,0.23153540793207128
21,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,21,0.4766355140186916,0.37064257256328176,0.5829684888012062,0.016063001785034725
22,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,12,0.4766355140186916,0.44824355971896956,0.6163225118344333,-0.130706375850544
22,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,91,0.6822429906542056,0.6757398594011731,0.8343532114114908,0.2919013448901211
22,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.1,0.8,0.8,10.0,1.0,3.0,0.1,1.0,100,11,0.48598130841121495,0.3725562072336266,0.6368559514501,0.04222103624173035
23,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,18,0.38317757009345793,0.38287037037037036,0.607083625947581,-0.18177079242112493
23,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,88,0.6074766355140186,0.587808506487172,0.7965232908341141,0.23795330252615532
23,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.05,1.0,0.8,1.0,0.1,1.0,0.0,0.0,100,16,0.45794392523364486,0.36487276750434644,0.5936124539731821,0.007890695100766343
24,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,27,0.42990654205607476,0.41519776910561346,0.6161878586843524,-0.13640541123049088
24,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,324,0.6448598130841121,0.6296296296296297,0.8074107542192648,0.25912603034745574
24,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.03,1.0,0.6,3.0,0.01,3.0,0.1,0.0,100,43,0.48598130841121495,0.37666515512969645,0.5945680457889521,0.02437638793960839
25,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,98,0.3925233644859813,0.37651964984391567,0.6090560652271731,-0.15090686538863962
25,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,677,0.6261682242990654,0.6086829854036869,0.8086315997509338,0.2637382324024955
25,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,1.0,0.6,5.0,0.1,3.0,0.0,1.0,100,97,0.4672897196261682,0.37553688141923436,0.6293777707549324,0.03293562171918352
26,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,65,0.42990654205607476,0.4111022997620936,0.6062389742614146,-0.13938293435063542
26,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,429,0.6542056074766355,0.638058680524798,0.7940773931060704,0.2524731655097421
26,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,123,0.4766355140186916,0.37064257256328176,0.5924071177272779,0.024256555413537884
27,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,12,0.3177570093457944,0.3234809973372065,0.5873539036933146,-0.1658702083314969
27,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,145,0.719626168224299,0.7169366297243536,0.8488833884763579,0.3086030692220808
27,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,22,0.5233644859813084,0.4434269434269434,0.6601380833920285,0.047685203430333334
28,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,8,0.4766355140186916,0.4585683719120794,0.6042038969808957,-0.14403194556867094
28,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,96,0.6448598130841121,0.6394869282334015,0.8272028338633334,0.29171843634648065
28,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,3,0.05,0.8,1.0,1.0,0.1,3.0,0.0,0.0,50,25,0.5046728971962616,0.406382283022703,0.6444506555488265,0.043944102153162135
29,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,27,0.4485981308411215,0.42501752216037936,0.6241690598633095,-0.13307461099010176
29,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,179,0.6728971962616822,0.6537682358159217,0.8308288399407734,0.29090719750261307
29,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.05,1.0,0.6,5.0,1.0,10.0,0.5,1.0,100,29,0.4766355140186916,0.369568324757004,0.6464844745163272,0.047829427963341
30,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,17,0.48598130841121495,0.46399320783142145,0.6225865817731177,-0.13386735764572855
30,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,139,0.6915887850467289,0.6856905771713073,0.8336440510816089,0.28571398354185085
30,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.05,0.8,0.6,10.0,0.1,3.0,0.0,1.0,100,18,0.45794392523364486,0.359781121751026,0.645548122064693,0.05124833731871581
31,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,56,0.42990654205607476,0.40522458317938054,0.6180452761097922,-0.13953455554410965
31,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,428,0.6822429906542056,0.6640320663887044,0.827029070831106,0.28626673543454684
31,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,103,0.48598130841121495,0.37675561452651235,0.6018421929907302,0.03172545885766842
32,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,119,0.4205607476635514,0.40434587813620076,0.6150221071329066,-0.15049592835663228
32,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,452,0.6355140186915887,0.6233054760186543,0.8129031899614695,0.27282164497690997
32,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,5,0.01,1.0,1.0,5.0,0.0,10.0,0.1,0.0,50,111,0.4672897196261682,0.3699488835082056,0.6675623586064677,0.051230465895484634
33,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,20,0.4205607476635514,0.3897849462365592,0.6145371770196455,-0.14057897576032596
33,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,214,0.6728971962616822,0.6506095587442011,0.7970285469822934,0.24318785905522367
33,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.03,1.0,0.8,10.0,1.0,1.0,0.5,1.0,100,32,0.4485981308411215,0.35297944314337754,0.6226533962803602,0.0322126429591687
34,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,21,0.4672897196261682,0.45743145743145747,0.6358415180995826,-0.13480174304970904
34,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,118,0.6261682242990654,0.6142017342734497,0.7980514014741581,0.24472362228785793
34,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,4,0.05,1.0,0.6,1.0,0.1,5.0,0.0,0.0,50,22,0.4953271028037383,0.39217964586122406,0.6051910801635764,0.012119607117826448
35,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,24,0.411214953271028,0.38888175815399534,0.6029588275731333,-0.1558603781723591
35,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,170,0.6635514018691588,0.6446826649253596,0.8010521622455017,0.25381365113385335
35,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,3,0.03,1.0,0.8,5.0,0.1,1.0,0.5,0.0,50,34,0.4766355140186916,0.3755466378556362,0.6361715215391257,0.03990532542266578
36,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,85,0.42990654205607476,0.41310173697270475,0.618186945255669,-0.13919129177451928
36,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,352,0.6448598130841121,0.6245185709189627,0.8077788572238157,0.27250073724398494
36,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.8,3.0,0.01,3.0,0.0,1.0,100,69,0.4672897196261682,0.3700163960887258,0.5973807137385369,0.004289310081606046
37,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,79,0.3644859813084112,0.3645983645983646,0.5678439035381532,-0.1666616438850823
37,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,1164,0.6728971962616822,0.6673632880529432,0.8414208248158294,0.2971996942220173
37,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,203,0.5233644859813084,0.42841551042616866,0.6759705924960162,0.06502696302757482
38,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,20,0.4205607476635514,0.38971958675943497,0.6089403012965425,-0.141455623603842
38,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,151,0.6915887850467289,0.6706209150326797,0.8177082725648868,0.27808999037586957
38,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1600,2,0.03,1.0,1.0,10.0,1.0,1.0,0.1,1.0,100,27,0.48598130841121495,0.39589169000933705,0.5913632371379819,0.020339147316163375
39,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,102,0.45794392523364486,0.4198840932546508,0.6284404858037397,-0.13204818203003676
39,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,1199,0.6542056074766355,0.6237629072247456,0.7969354050760157,0.24654384161431753
39,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,1200,5,0.01,1.0,0.6,10.0,1.0,5.0,0.5,1.0,100,108,0.4766355140186916,0.36981915933528836,0.6436329091123331,0.047123648234076
40,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,37,0.4672897196261682,0.43953602521377455,0.6246799120571911,-0.12021739602685955
40,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,340,0.6074766355140186,0.5991607370917716,0.8032424852498857,0.24819064735342222
40,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,3,0.03,1.0,1.0,3.0,0.0,10.0,0.1,1.0,50,43,0.4672897196261682,0.3639381678597365,0.6372959040649934,0.03540151063238284
41,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,16,0.4392523364485981,0.43417618619774956,0.6201896747478794,-0.1433283782805368
41,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,204,0.6261682242990654,0.6109559668866532,0.7952789713196745,0.22968021672883243
41,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,500,3,0.03,1.0,1.0,1.0,0.0,5.0,0.5,0.0,100,33,0.4766355140186916,0.37546880112763975,0.6339304184411105,0.029711870025136866
42,1,1979-04-01,1988-03-01,1988-04-01,1997-02-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,102,0.45794392523364486,0.42773073920614907,0.6262656620300379,-0.13345614395438976
42,2,1979-04-01,1997-02-01,1997-03-01,2006-01-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,589,0.6822429906542056,0.6630206909124055,0.8079528385263814,0.25616161615081023
42,3,1979-04-01,2006-01-01,2006-02-01,2014-12-01,800,5,0.01,1.0,0.6,10.0,0.0,10.0,0.5,0.0,50,124,0.48598130841121495,0.38108225108225113,0.6539700380144565,0.057079684879909665
