rank,trial_id,n_folds,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step,early_stopping_rounds,mean_val_start,std_val_start,mean_val_end,std_val_end,mean_best_iteration,std_best_iteration,mean_val_accuracy,std_val_accuracy,mean_val_f1_macro,std_val_f1_macro,mean_val_auc_macro,std_val_auc_macro,mean_val_bss,std_val_bss,mean_selection_score,std_selection_score
11,48,3,1200,2,0.1,0.8,0.6,10.0,0.0,3.0,0.1,0.0,100,,,,,31.333333333333332,28.051539866625664,0.5514018691588786,0.11292566330462214,0.5078101147617241,0.138391564459615,0.7047054185689596,0.1072237224900985,0.07794173505716158,0.18923950371593637,0.07794173505716158,0.18923950371593637
12,155,3,800,3,0.05,0.6,1.0,1.0,0.01,5.0,0.5,0.0,100,,,,,59.333333333333336,56.864361031805814,0.5545171339563862,0.0709022222849909,0.5080420885140555,0.09955897164960738,0.7085239348549411,0.09425151879518769,0.07740664562771053,0.17689227051867695,0.07740664562771053,0.17689227051867695
13,114,3,800,2,0.05,0.6,0.6,1.0,0.0,5.0,0.1,0.0,100,,,,,56.666666666666664,57.05163353392161,0.5482866043613707,0.08844280103787157,0.5035400041711694,0.11770613540149433,0.7051538876137116,0.09980315070406554,0.07738655628445697,0.1828286839981538,0.07738655628445697,0.1828286839981538
14,16,3,1200,5,0.1,0.8,0.8,10.0,1.0,10.0,0.1,1.0,100,,,,,39.666666666666664,39.12657522565563,0.573208722741433,0.09722421516714788,0.5278923769828523,0.11845590744157239,0.7086190479056453,0.10044962202970738,0.07685643973238121,0.1777061874945245,0.07685643973238121,0.1777061874945245
15,231,3,1200,2,0.1,0.8,0.8,10.0,1.0,1.0,0.5,0.0,50,,,,,25.666666666666668,24.30820620467271,0.5514018691588785,0.12608165946945832,0.49654468546173836,0.15347056274859175,0.6954780531662493,0.11627212064710417,0.07637824144128598,0.18782127180464245,0.07637824144128598,0.18782127180464245
16,19,3,1200,5,0.1,0.6,0.8,3.0,0.1,10.0,0.0,1.0,100,,,,,56.0,59.447455790807396,0.5295950155763239,0.09541054723435234,0.486551698362339,0.12443625174774274,0.7067300893845777,0.09577013635981128,0.07588465117755676,0.1762939869922034,0.07588465117755676,0.1762939869922034
17,192,3,1200,5,0.1,0.8,1.0,10.0,0.0,5.0,0.5,1.0,50,,,,,27.666666666666668,25.104227178350303,0.5420560747663551,0.10601058895435235,0.49601984320353343,0.13459184858016318,0.707407521527241,0.10245206644780847,0.0755171778984423,0.18037406492678348,0.0755171778984423,0.18037406492678348
18,198,3,1200,4,0.1,0.8,0.6,3.0,0.0,10.0,0.0,0.0,100,,,,,39.0,37.532208390483326,0.5389408099688473,0.09479828071466004,0.4961644077086666,0.11889790668534542,0.7019118354067349,0.09449094188409532,0.07454382298417117,0.1773673279795246,0.07454382298417117,0.1773673279795246
19,170,3,1200,5,0.03,0.6,0.6,3.0,1.0,10.0,0.1,1.0,50,,,,,172.33333333333334,157.45122701614264,0.5233644859813084,0.1081853916148619,0.4817243630692954,0.13022409413761904,0.707481471358767,0.09902468397352139,0.07442682843193393,0.18017378302035464,0.07442682843193393,0.18017378302035464
20,123,3,1600,3,0.03,1.0,0.6,3.0,0.1,10.0,0.5,1.0,50,,,,,106.66666666666667,85.89269791755034,0.5514018691588786,0.08599485197409507,0.5045968034695413,0.11494955443165429,0.7096396327346771,0.08592961568911743,0.07412185127330535,0.17021613794373114,0.07412185127330535,0.17021613794373114
21,214,3,1600,4,0.1,0.6,0.6,1.0,0.1,3.0,0.0,0.0,50,,,,,30.333333333333332,28.802006102970598,0.5264797507788161,0.0941820340051774,0.48833268613735475,0.11389257672192074,0.7054416810042033,0.09410595093678713,0.07397032191296297,0.16847438609618592,0.07397032191296297,0.16847438609618592
22,182,3,800,4,0.1,0.8,1.0,10.0,0.1,1.0,0.0,0.0,50,,,,,28.666666666666668,29.238483012784517,0.5420560747663551,0.11395228135932635,0.49771996958644676,0.139624981315853,0.7011175846341583,0.10743514714671926,0.07383060303740929,0.1874758762118108,0.07383060303740929,0.1874758762118108
23,167,3,500,4,0.1,0.8,0.8,3.0,0.01,10.0,0.1,0.0,50,,,,,37.666666666666664,35.705586242055865,0.5420560747663551,0.08039556324338902,0.49873691695316064,0.09501134430722225,0.7031427716622866,0.09142686464006984,0.07334252820520448,0.177897428150638,0.07334252820520448,0.177897428150638
24,73,3,800,4,0.05,0.6,0.6,1.0,0.0,3.0,0.5,1.0,100,,,,,49.333333333333336,49.398605468395786,0.5389408099688474,0.09541054723435236,0.4996012715503157,0.120398084658831,0.7095636405540908,0.09760170435866043,0.07307200987464209,0.18562477804165403,0.07307200987464209,0.18562477804165403
25,56,3,1200,3,0.01,0.6,0.8,3.0,1.0,5.0,0.5,0.0,50,,,,,324.0,268.26230944108914,0.5389408099688473,0.11326890319437907,0.4990912468870618,0.12951262757136675,0.7017121453224395,0.10098579646845554,0.07276597568496797,0.1826539541542377,0.07276597568496797,0.1826539541542377
26,5,3,500,3,0.05,0.6,0.8,5.0,0.0,3.0,0.0,0.0,50,,,,,61.666666666666664,58.63067077524831,0.5327102803738318,0.1301718530577955,0.48901447597556974,0.14578485837655822,0.7038608796814575,0.09922088456370168,0.0724301071069533,0.18143549706346987,0.0724301071069533,0.18143549706346987
27,135,3,800,3,0.1,0.8,0.6,10.0,1.0,1.0,0.0,1.0,100,,,,,27.0,23.366642891095847,0.5389408099688474,0.10132994372143671,0.49707788216823495,0.12144574640979985,0.7004953050320705,0.09573437553367717,0.07218885161436406,0.17622251837921246,0.07218885161436406,0.17622251837921246
28,188,3,800,2,0.03,0.8,0.6,10.0,0.0,10.0,0.0,0.0,50,,,,,161.66666666666666,164.29715626131681,0.5420560747663551,0.1081853916148619,0.4984171417718444,0.12950235222930118,0.7089978702704252,0.10600056737158754,0.07202328849513406,0.19306678121305498,0.07202328849513406,0.19306678121305498
