model_type,lead_months,task,n_samples,rmse,mae,corr,r2,bias,persistence_rmse,persistence_corr,rmse_skill_vs_persistence
xgb_tuned,3,regression,105,0.41329375760936676,0.33196592119714285,0.9324154883438817,0.8290321828947089,-0.02798899051142856,0.6212284297299682,0.7991741897487135,0.33471531914755603
xgb_tuned,6,regression,102,0.7663592763256125,0.6307482152686275,0.7003658954654617,0.41602189343743434,0.08635512707254903,1.0712499571006924,0.39394040031262095,0.28461208213278055
xgb_tuned,12,regression,96,0.8712109291569045,0.7154294173250001,-0.002854384032497792,-0.01617304808306974,0.08082765266249999,1.3334608011986453,-0.06466039075248346,0.3466542635720715
