model_type,lead_months,task,n_samples,rmse,mae,corr,r2,bias,mape_like,persistence_rmse,persistence_mae,persistence_corr,persistence_r2,rmse_skill_vs_persistence
lstm_tuned_wide,3,regression,105,0.41716708289003246,0.3253817721428572,0.9313614170234367,0.8258125985702225,-0.11046741968571429,0.4017058915343916,0.6212284297299682,0.5079047619047619,0.7991741897487135,0.6137225817028455,0.3284803738435407
lstm_tuned_wide,6,regression,102,0.7605167141175868,0.6345163682941176,0.6599738205487798,0.42489220428980334,-0.08446761456862745,0.786877441531915,1.0712499571006924,0.8523529411764704,0.39394040031262095,-0.1410728270822057,0.2900660494065235
lstm_tuned_wide,12,regression,96,0.8563101770929434,0.6963183165729167,0.35951382143426786,0.018289913247655498,0.27538389478124997,0.9700559917428531,1.3334608011986453,0.9884375,-0.06466039075248346,-1.3805732502350954,0.35782875932820235
