epoch,train_loss,val_loss,lr
1,0.9990721640185775,1.055712342262268,0.0005
2,0.8482311388413855,1.0134695768356323,0.0005
3,0.7552229758363647,1.1414586305618286,0.0005
4,0.7153889412449156,0.9428392052650452,0.0005
5,0.6249362511612545,1.195592999458313,0.0005
6,0.5922950521065067,0.9419249892234802,0.0005
7,0.524866041736068,1.1478904485702515,0.0005
8,0.47493548278125275,1.1457148790359497,0.0005
9,0.4305870565484246,1.2368746995925903,0.0005
10,0.37983604012248673,1.8894215822219849,0.0005
11,0.3401959922826179,1.37204110622406,0.0005
12,0.2986706498998719,1.6458503007888794,0.0005
13,0.24381008846366145,1.3842042684555054,0.0005
14,0.2428784333285513,1.860167145729065,0.0005
15,0.1766966913719415,1.4470267295837402,0.0005
16,0.16873518180252978,1.551785945892334,0.0005
17,0.13061176096538887,1.7800061702728271,0.00025
18,0.08662438991470872,1.5472724437713623,0.00025
