epoch,train_loss,val_loss,lr
1,0.5020400336783994,0.8426252162014997,0.0005
2,0.31574810813891924,0.4150517737423932,0.0005
3,0.26537019489594155,0.2435002945087574,0.0005
4,0.1958937877992232,0.4253363543086582,0.0005
5,0.21866790880666714,0.2934346221111439,0.0005
6,0.17600180120482994,0.187841291780825,0.0005
7,0.18004424558993068,0.24177897859502723,0.0005
8,0.17743103856052564,0.2517480817106035,0.0005
9,0.13489634815220522,0.1602674490875668,0.0005
10,0.13866285260221298,0.18725147788171415,0.0005
11,0.16387076207039142,0.2868553698062897,0.0005
12,0.13050012481964637,0.2732058967705126,0.0005
13,0.11632463897685767,0.21706283589204153,0.0005
14,0.10870430820456176,0.21918085990128694,0.0005
15,0.11637072636516665,0.2686563139712369,0.0005
16,0.1210046851096495,0.2282177640332116,0.0005
17,0.10905196185795317,0.204837535266523,0.0005
18,0.11335861181544367,0.24924551557611535,0.0005
19,0.10830896210819019,0.33023438299143754,0.0005
20,0.10936471694540754,0.22935459128132574,0.00025
21,0.07177031286223284,0.2032965780408294,0.00025
